Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1855.95,-29.55,-17.97,-50.14,-46.78,-29.18,99,36,12,13,22,47.21,1.0,5.75,2.66,9.71
CHSN,318.93,348.43,-30.82,-22.39,-13.16,-43.56,99,23,32,45,14,12.24,0.81,5.32,3.12,0.0
WLGS,226.41,139.08,88.22,-31.59,-55.49,-51.8,99,98,22,10,11,2.75,0.85,1.29,0.81,3.01
DOGZ,207.66,226.47,191.13,55.01,-35.66,-70.67,99,99,98,18,5,40.0,0.99,28.38,17.29,0.89
CAPR,202.89,201.83,-8.98,-21.07,21.48,-9.61,99,52,33,91,48,18.86,0.85,9.5,6.66,1.09
WGS,200.33,219.74,154.6,223.43,60.38,-53.19,99,99,99,97,10,60.05,1.0,42.62,29.2,1.43
GEVO,189.91,98.49,18.31,-46.56,-52.36,-35.14,99,90,13,11,19,3.13,1.0,1.42,0.9,3.0
SEZL,185.62,142.07,148.75,82.86,105.3,28.28,99,99,98,98,94,225.42,1.0,156.18,104.02,1.33
NEON,177.94,174.38,227.76,6.93,-59.48,-61.42,99,99,85,9,8,9.18,0.69,7.63,4.06,0.4
RAIL,169.22,182.23,167.67,-8.91,14.86,-22.9,99,99,61,88,28,13.0,1.0,9.64,5.57,1.0
SMMT,160.3,158.29,426.35,111.72,31.65,36.35,99,99,99,94,96,21.21,0.66,18.74,10.7,0.61
WLFC,158.3,132.82,82.97,26.56,-3.2,-10.85,99,98,94,68,45,202.95,1.0,133.86,88.0,2.16
HROW,157.8,137.04,143.1,45.72,-25.84,-46.97,99,99,97,26,12,57.48,1.0,45.28,27.35,1.15
INSG,152.82,167.76,189.86,128.45,-57.84,-72.51,99,99,99,9,5,19.31,0.85,16.22,10.3,1.11
CRVS,151.2,130.93,115.51,-5.26,-30.32,28.55,99,99,68,22,94,7.21,1.0,5.22,3.13,2.05
WAVE,151.08,128.13,36.79,1.91,50.32,-40.18,99,96,80,96,15,7.52,1.0,4.64,3.51,5.92
ASTS,150.07,126.01,239.23,143.82,-55.12,-22.86,99,99,99,10,28,28.14,0.85,27.91,15.01,0.67
CLOV,149.79,164.68,123.88,26.35,-39.92,-14.35,99,99,94,16,39,4.0,0.98,3.21,1.82,1.09
LUMN,148.86,139.04,184.32,-30.27,-26.99,-34.94,99,99,23,25,19,6.74,0.9,6.31,3.17,0.62
SMR,145.42,84.8,49.11,143.51,-12.95,-68.96,99,97,99,46,6,18.21,1.0,11.04,9.29,3.93
NOVVU,142.57,151.89,197.17,-14.92,-7.68,-3.89,99,99,44,59,65,41.0,1.0,29.84,17.78,0.0
LBPH,137.1,63.73,64.41,129.66,65.65,219.04,99,98,99,98,99,59.21,1.0,37.49,28.92,6.75
WVE,134.36,35.99,-4.01,-7.55,7.84,-1.79,99,62,63,83,70,15.31,1.0,7.44,6.31,3.08
EVGO,132.87,111.04,39.5,17.06,-50.84,-45.44,99,96,91,12,13,8.26,1.0,5.2,3.42,0.92
CURI,130.7,95.39,99.55,32.06,45.5,-53.62,99,99,95,96,10,2.59,1.0,1.78,1.34,1.99
NOVV,125.21,132.89,169.64,-10.72,-6.52,-5.51,99,99,56,62,61,37.0,1.0,27.23,17.05,0.0
COMM,124.92,129.89,125.68,-40.73,-69.59,-50.8,99,99,16,6,11,6.05,0.41,5.21,2.68,0.93
LASE,122.91,218.22,177.03,4.52,-2.14,-65.54,98,99,83,70,7,6.23,0.41,6.77,3.62,0.52
TIL,116.59,152.88,565.18,13.11,-2.86,-37.16,98,99,89,69,17,37.45,0.31,39.62,20.62,0.52
TISI,114.98,112.76,84.94,-1.13,-10.64,-16.55,98,98,75,51,35,21.97,1.0,16.24,10.88,1.27
TKNO,112.4,64.11,43.91,-55.24,-20.94,-5.77,98,97,10,32,60,7.29,1.0,5.13,3.16,2.44
CRMD,106.03,95.65,47.4,2.04,29.22,-24.04,98,97,80,93,26,11.01,1.0,7.49,5.72,0.92
RCAT,102.7,124.37,135.18,62.58,-13.04,-28.78,98,99,98,46,22,3.15,0.92,3.03,1.87,1.42
EOSE,102.66,100.37,80.47,30.74,-60.25,-67.33,98,98,95,9,6,3.24,0.66,2.64,1.65,1.26
SRRK,102.6,81.93,-38.08,-33.53,11.47,55.85,98,18,21,86,97,30.55,1.0,12.71,11.67,1.03
ESGL,99.45,115.03,106.96,-24.72,-87.45,-92.17,98,99,29,2,2,2.02,0.15,1.76,1.2,0.72
LTBR,95.77,-10.54,-29.14,-7.69,-40.0,-27.14,98,24,63,16,24,7.01,1.0,3.14,2.94,7.36
LENZ,93.93,78.54,85.13,154.99,407.95,-1.83,98,98,99,99,69,27.99,1.0,23.92,20.57,1.04
PRQR,93.78,-14.65,-11.56,-11.33,9.3,0.9,98,46,54,84,74,4.33,1.0,2.18,2.0,9.09
EWTX,92.85,79.42,19.97,61.33,49.58,13.76,98,91,98,96,89,35.57,1.0,24.31,20.05,1.13
JVA,92.14,79.06,40.66,54.81,13.1,-34.95,98,96,97,87,19,3.49,1.0,2.72,2.09,1.23
TECX,88.42,61.12,-2.95,-12.71,-13.58,-0.1,98,64,49,45,73,37.4,1.0,24.32,18.44,1.25
PSNL,87.36,88.48,164.35,-3.19,-31.51,-22.86,98,99,72,21,28,4.87,0.78,5.42,3.02,0.49
QTTB,83.91,87.74,96.1,22.94,51.17,-48.72,98,98,93,97,12,48.78,0.99,44.59,31.78,0.92
BVS,83.52,77.59,85.41,24.32,10.57,58.18,98,98,94,85,97,12.95,1.0,10.97,7.57,0.64
GDS,83.48,86.68,51.71,7.49,-46.04,-52.5,98,97,86,13,10,21.57,0.77,18.48,12.12,1.1
RKLB,83.26,68.67,40.33,0.4,-32.78,-5.45,98,96,77,21,61,10.81,1.0,8.06,5.68,1.16
TVTX,82.15,71.33,51.25,-5.61,-50.85,-42.2,98,97,67,12,14,17.87,0.71,13.03,9.31,0.74
APP,81.34,89.36,63.46,37.46,72.31,33.96,98,98,96,98,95,145.22,0.99,115.23,90.61,1.05
CVNA,81.32,88.87,59.58,85.35,63.71,44.84,98,98,98,97,97,191.31,1.0,164.9,128.95,0.92
AZ,81.27,11.74,-34.76,-40.37,-75.72,-41.7,98,20,16,5,15,4.63,0.61,2.18,1.58,4.25
KINS,80.52,87.93,103.59,40.54,74.59,33.78,98,99,97,98,95,9.79,0.97,9.35,6.42,0.82
CMPO,80.27,75.04,65.24,5.43,-5.62,-26.1,98,98,84,64,25,15.08,1.0,12.91,9.03,1.24
AGX,79.41,64.72,41.5,26.59,20.77,-0.63,98,96,94,91,72,128.79,1.0,95.82,77.22,2.16
POET,79.38,72.36,41.5,24.73,-64.47,-67.81,98,96,94,8,6,4.04,0.68,3.48,2.57,0.95
MESO,78.95,87.03,29.71,77.78,15.82,-65.44,98,94,98,89,7,9.96,0.91,7.76,7.14,1.06
CIA,78.1,47.05,0.06,-19.81,-35.59,-11.31,98,70,35,19,44,5.86,1.0,3.65,2.93,1.76
RGS,77.97,85.77,82.98,46.5,-60.38,-57.66,98,98,97,9,9,26.4,0.75,24.32,16.37,0.45
VHI,76.75,76.69,53.69,5.47,-3.04,-16.94,98,97,84,68,35,36.59,1.0,30.87,21.88,0.83
CNVS,76.39,14.4,-33.25,-36.4,-46.2,-70.54,98,21,19,13,5,2.28,0.13,1.07,1.0,3.51
NISN,75.67,99.06,126.97,95.65,36.36,4.64,98,99,98,95,80,12.92,0.6,13.17,8.75,1.23
RNA,74.71,67.55,72.77,146.97,93.29,-15.97,98,98,99,98,36,50.45,1.0,44.58,37.16,0.73
ETON,73.97,70.13,15.01,-25.75,-23.08,2.55,98,88,27,29,77,8.35,1.0,5.75,4.26,1.2
EBS,73.01,67.03,65.0,149.08,-59.63,-73.56,98,98,99,9,5,9.35,0.39,8.55,6.91,0.45
SWIM,72.35,71.48,70.36,-19.43,0.44,-31.97,98,98,36,74,20,7.17,1.0,6.48,4.51,1.33
GATO,71.04,56.64,63.18,64.69,53.92,11.0,98,98,98,97,87,18.47,1.0,14.7,12.2,0.91
CHCI,69.67,69.16,34.07,8.26,23.41,-4.54,98,95,86,92,63,11.7,1.0,9.01,7.33,0.83
VST,69.45,66.85,28.26,54.04,71.98,23.68,98,94,97,98,93,131.16,0.94,103.03,89.28,1.34
PPTA,69.4,62.68,69.43,23.39,41.87,-21.54,98,98,93,96,29,10.13,1.0,9.06,6.92,0.75
PCT,68.69,51.74,51.09,-15.85,-22.15,-68.56,98,97,42,31,6,10.68,0.92,7.95,6.46,1.4
AUR,68.64,58.06,51.89,12.97,5.72,30.91,98,97,89,81,95,6.31,1.0,5.01,3.71,0.86
POWL,68.57,68.16,18.59,9.2,29.55,14.34,98,90,87,93,89,271.33,1.0,205.0,170.11,0.9
DCTH,68.24,27.53,57.98,47.57,-4.74,-23.42,98,98,97,66,27,11.28,1.0,9.22,7.68,2.17
APLT,67.88,65.21,4.95,39.4,74.47,35.69,98,78,96,98,96,8.96,1.0,6.97,5.64,0.6
BGM,67.64,60.02,55.6,39.66,-7.84,-43.04,98,97,97,59,14,7.67,0.88,6.92,5.16,1.98
AEYE,67.07,56.32,71.4,104.08,115.3,-15.78,98,98,99,98,37,25.72,0.94,23.34,20.28,1.18
CAVA,66.17,69.07,75.0,35.98,30.52,2.4,98,98,96,94,76,135.34,1.0,122.18,94.13,0.58
MSTR,65.95,69.01,26.72,48.77,140.88,20.85,98,93,97,99,92,215.86,1.0,159.72,150.71,1.91
CVKD,64.99,31.68,2.7,-39.75,-59.71,-44.69,98,75,16,9,13,17.26,0.2,10.85,8.21,2.22
MYTE,64.86,82.72,-6.78,9.39,-8.66,-40.19,98,57,87,56,15,7.34,0.52,4.64,4.51,0.53
PRM,64.8,62.54,67.76,22.37,20.04,-37.92,97,98,93,91,17,13.5,1.0,12.19,9.32,0.95
WULF,64.7,36.52,53.32,110.72,-1.67,0.44,97,97,99,70,74,5.24,0.93,4.46,3.7,1.17
RDW,64.04,53.26,39.97,83.56,14.6,-11.05,97,96,98,88,45,8.52,1.0,6.97,5.95,1.66
SNAL,63.7,67.25,-32.74,-36.7,-27.94,-29.72,97,21,18,24,22,1.93,0.52,1.04,0.95,0.51
FTAI,63.46,71.78,65.56,54.98,55.22,33.69,97,98,98,97,95,143.55,0.98,129.09,101.1,1.06
GGAL,63.31,65.52,67.19,17.64,59.24,2.56,97,98,92,97,77,50.62,1.0,42.95,34.96,1.1
