Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,946.78,1063.28,-24.45,-30.12,-55.76,-19.11,99,27,22,10,36,55.77,1.0,20.72,7.63,0.09
MNPR,266.89,274.3,37.38,8.53,3.31,-69.61,99,95,83,76,6,15.78,0.84,8.05,4.87,0.13
WLGS,255.62,234.68,118.46,-36.69,-41.79,-47.65,99,99,18,15,13,3.49,1.0,2.02,1.05,0.2
WGS,213.64,253.07,184.69,174.43,220.48,-47.54,99,99,99,99,13,75.95,0.98,53.64,35.32,0.64
SGMO,204.81,152.5,11.19,27.0,-37.47,-62.84,99,86,95,17,8,2.47,0.58,1.18,0.8,0.85
CHSN,196.05,247.88,481.89,-30.5,-15.64,-33.54,99,99,22,38,21,10.0,0.65,7.96,4.0,0.3
LUMN,192.81,146.61,173.28,90.84,-26.79,-41.99,99,99,99,25,16,9.02,1.0,6.81,3.77,1.25
DOGZ,177.74,275.95,190.86,75.47,-42.61,-75.35,99,99,98,14,5,43.8,0.76,37.49,21.76,0.35
NXL,175.16,214.9,-26.92,36.5,96.29,-48.64,99,25,96,98,13,2.99,0.94,1.4,1.26,0.5
CRVS,165.09,196.25,114.74,45.87,-13.16,7.91,99,99,97,42,85,8.78,0.96,6.56,3.84,1.2
SEZL,162.75,151.26,121.02,61.19,48.98,133.72,99,99,98,96,99,242.03,1.0,184.18,119.04,0.69
SMR,154.27,144.03,89.75,41.23,6.55,-56.55,99,98,97,81,10,21.41,1.0,14.32,10.7,0.52
CAPR,151.88,189.25,289.55,-25.81,5.7,-20.66,99,99,26,79,33,18.23,0.81,14.14,7.98,0.16
WLFC,148.99,125.89,111.64,63.81,11.92,-10.72,99,98,98,86,52,217.79,1.0,160.79,102.61,1.28
CLOV,143.56,151.89,174.89,45.11,-36.81,-13.79,99,99,97,18,45,4.35,1.0,3.58,2.16,0.71
RAIL,138.73,167.11,185.82,-0.87,20.91,-13.83,99,99,68,91,45,13.1,0.88,11.94,6.57,0.6
COMM,134.56,145.11,143.33,0.09,-69.37,-52.79,99,99,70,6,11,6.95,0.73,5.99,3.22,0.61
FTEL,133.91,145.53,59.69,144.53,110.74,23.94,99,97,99,98,93,31.27,0.97,20.71,18.68,0.23
SMMT,125.04,120.08,161.42,142.8,51.67,66.91,99,99,99,96,98,20.89,0.65,21.09,12.35,0.19
CDXC,124.88,101.54,23.07,20.22,91.17,-11.29,99,92,92,98,50,6.99,1.0,4.11,3.43,1.39
LTBR,122.21,103.62,-12.35,-35.18,-44.08,-36.84,99,43,19,14,19,8.3,1.0,4.65,3.42,0.69
NOVVU,120.47,134.43,162.71,3.62,-6.63,-6.84,99,99,76,58,63,41.0,1.0,38.18,20.71,0.0
WULF,117.51,88.5,46.87,50.55,4.72,-0.34,99,96,97,78,75,7.67,1.0,5.15,4.14,0.76
TECX,112.78,104.98,72.59,-5.85,-17.49,-13.35,99,98,58,35,46,44.85,1.0,31.33,21.07,0.86
CURI,112.13,105.6,80.86,21.51,31.41,-48.79,99,98,93,94,13,2.63,1.0,2.16,1.48,0.36
ASPI,111.33,129.71,-0.98,-20.72,92.24,103.55,99,68,32,98,98,7.65,0.98,4.12,3.59,0.94
LBPH,111.12,126.21,58.26,95.69,75.86,131.03,99,97,99,98,99,59.8,1.0,44.85,32.93,0.37
AZ,108.83,107.8,-22.29,-39.01,-75.22,-41.11,98,30,16,5,16,5.44,0.74,3.27,1.99,0.82
WAVE,108.37,167.79,97.17,21.6,28.07,-48.44,98,98,93,93,13,6.93,0.72,5.98,4.12,0.76
NOVV,107.0,119.38,141.81,-1.84,-5.59,-8.35,98,99,66,61,59,37.0,1.0,34.51,19.59,0.0
RKLB,106.73,91.42,74.6,-6.84,-27.19,-28.79,98,98,55,24,25,13.05,1.0,9.65,6.48,0.55
AGX,104.33,87.99,58.98,19.23,21.06,-6.12,98,97,92,91,65,157.84,1.0,115.04,85.9,0.73
ELWS,103.57,-1.54,-27.21,-41.83,-27.0,-52.88,98,25,15,25,11,6.09,0.47,2.69,2.51,9.17
CVNA,103.5,108.76,84.07,84.18,140.17,33.77,98,98,98,99,95,238.93,1.0,185.32,143.07,0.58
AENT,103.16,68.49,25.8,-16.26,-3.83,-50.97,98,93,38,64,12,4.68,0.41,2.9,2.55,0.31
WVE,102.68,108.39,34.78,1.86,13.8,-24.19,98,95,73,87,29,14.2,0.91,9.98,7.13,0.32
DDL,102.63,78.09,85.48,-8.55,-31.15,-53.91,98,98,51,21,11,4.45,0.68,3.32,2.35,1.02
POWL,100.27,70.93,60.16,20.47,55.62,61.48,98,97,92,97,97,347.77,1.0,240.27,185.94,0.76
LENZ,100.04,85.86,94.15,167.24,227.3,-9.14,98,98,99,99,57,32.23,1.0,25.78,21.33,0.65
RCAT,98.64,93.69,127.32,82.3,10.77,-41.19,98,99,98,85,16,3.33,0.98,3.03,2.09,0.43
HROW,98.63,99.39,144.8,53.69,-34.52,-49.87,98,99,98,19,12,48.24,0.81,47.52,30.85,0.5
PSNL,96.04,90.49,114.54,112.98,-13.33,-40.61,98,98,99,42,17,5.58,0.92,5.22,3.39,0.74
PCT,95.31,99.68,52.5,14.93,-25.18,-46.37,98,97,89,26,14,13.36,0.94,10.22,7.22,0.5
ELDN,94.93,116.52,12.48,37.11,35.99,-13.23,98,87,97,94,46,5.07,0.94,3.24,2.84,0.67
BFLY,94.8,61.92,61.65,-7.93,-40.67,-54.33,98,98,52,15,11,2.57,0.6,1.89,1.28,1.41
APP,92.7,98.28,86.3,12.6,60.1,35.01,98,98,87,97,95,168.55,1.0,137.66,99.75,0.64
KINS,91.26,86.92,78.55,90.42,65.17,63.98,98,98,99,97,98,11.36,1.0,9.69,7.04,0.62
INSG,91.16,117.49,137.2,76.96,-29.61,-64.21,98,99,98,22,8,16.28,0.81,17.6,11.82,0.54
PCTTU,90.55,109.29,20.19,13.07,-17.45,-50.9,98,91,88,35,12,16.5,0.9,12.69,9.36,0.26
PLTR,89.4,50.86,51.87,11.99,17.91,6.93,98,97,87,89,84,55.53,1.0,40.88,30.58,1.28
CNVS,86.8,103.99,-20.31,-35.63,-58.04,-61.37,98,32,19,9,8,2.55,0.15,1.56,1.11,0.93
NEON,85.5,113.07,154.3,34.13,-36.08,-66.81,98,99,96,18,7,6.82,0.49,8.37,4.66,0.24
TKNO,85.28,100.92,52.26,38.51,-37.15,0.06,98,97,97,17,75,6.89,0.93,5.72,3.59,0.98
VHI,84.44,58.81,77.1,8.57,-3.31,-20.59,98,98,83,65,33,40.8,1.0,33.36,23.87,0.78
SRRK,84.07,86.32,-47.4,-33.31,23.72,38.54,98,13,20,92,96,29.63,0.96,18.72,13.08,0.26
PDEX,83.79,65.76,42.57,-0.27,-7.49,8.37,98,96,69,55,85,43.05,1.0,30.05,22.93,1.09
MSTR,81.55,71.82,45.67,50.88,84.22,17.18,98,96,97,98,91,257.81,1.0,190.36,159.36,0.76
