Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1357.61,1855.95,-19.96,-36.85,-50.63,-28.32,99,33,17,12,25,48.02,1.0,10.44,4.22,0.49
CHSN,297.66,318.93,12.1,-22.27,-21.64,-50.86,99,86,29,30,12,12.24,0.81,6.38,3.48,0.0
DOGZ,255.72,207.66,133.91,53.75,-36.16,-76.16,99,99,97,19,5,48.89,1.0,31.25,18.73,0.11
CAPR,214.69,202.89,-0.38,-13.93,0.42,-18.14,99,69,41,72,36,20.57,0.94,11.17,7.11,0.13
GEVO,195.65,189.91,34.34,-45.08,-47.95,-44.22,99,95,13,13,15,3.29,1.0,1.67,0.98,0.51
WLGS,184.07,226.41,84.32,-32.27,-42.72,-51.4,99,98,20,15,12,2.48,0.75,1.49,0.88,0.23
WGS,177.13,200.33,156.31,206.94,66.97,-57.75,99,99,99,98,10,58.19,0.97,44.98,30.83,0.16
WAVE,174.27,151.08,24.54,-1.85,70.86,-48.35,99,92,69,98,13,8.47,1.0,5.14,3.75,0.42
RAIL,154.46,169.22,176.74,-9.82,16.28,-22.76,99,99,51,90,30,12.7,0.97,10.4,5.87,0.16
CRVS,153.71,151.2,138.93,3.86,-34.31,7.03,99,99,78,20,84,7.56,1.0,5.57,3.32,0.21
NEON,151.5,177.94,324.84,49.06,-46.99,-62.82,99,99,97,13,8,8.63,0.65,8.23,4.3,0.05
INSG,148.44,152.82,174.16,88.28,-42.75,-73.53,99,99,98,15,5,19.67,0.87,17.0,10.87,0.11
SMR,146.76,145.42,60.84,81.69,-15.82,-73.31,99,98,98,38,5,18.96,1.0,12.03,9.75,0.64
CLOV,145.83,149.79,110.61,38.64,-40.85,-18.24,99,99,96,16,36,4.06,1.0,3.34,1.93,0.17
HROW,145.67,157.8,132.9,57.72,-35.37,-49.65,99,99,98,19,12,56.42,0.98,47.03,28.79,0.28
LTBR,143.22,95.77,-28.96,-25.97,-44.44,-37.69,99,24,25,14,19,8.83,1.0,3.76,3.13,3.77
SMMT,141.79,160.3,271.21,115.25,28.2,59.26,99,99,99,94,98,20.5,0.63,19.63,11.25,0.06
ASTS,136.63,150.07,184.23,138.43,-53.99,-42.79,99,99,99,11,16,27.64,0.83,27.57,15.83,0.13
NOVVU,136.3,142.57,183.03,-6.82,-3.93,-4.85,99,99,59,63,66,41.0,1.0,32.57,18.76,0.0
WLFC,135.98,158.3,94.33,30.76,2.12,-11.64,99,98,95,74,47,191.03,0.93,143.01,92.72,0.8
LUMN,135.2,148.86,194.58,-15.91,-27.47,-44.44,99,99,38,25,15,6.57,0.88,6.36,3.33,0.66
SEZL,135.15,185.62,155.12,74.79,77.11,136.53,99,99,98,98,99,193.48,0.85,163.15,107.66,0.46
LBPH,128.94,137.1,56.4,121.29,52.91,213.76,99,97,99,97,99,59.34,1.0,39.96,30.18,0.35
WVE,126.67,134.36,-7.78,-2.22,-6.49,-8.76,99,54,68,56,54,15.11,0.98,8.39,6.61,0.2
EVGO,122.48,132.87,29.44,6.63,-53.69,-46.28,99,94,82,11,14,8.09,0.97,5.63,3.61,0.15
NOVV,120.27,125.21,158.1,-8.75,-3.34,-6.52,99,99,54,65,62,37.0,1.0,29.6,17.9,0.0
COMM,115.94,124.92,155.66,-31.48,-72.24,-51.6,99,99,21,6,12,5.9,0.4,5.41,2.83,0.12
JCSE,111.4,33.75,13.72,9.59,-46.18,-52.31,98,87,85,14,11,2.23,0.74,1.35,1.07,8.21
CURI,109.95,130.7,83.4,24.04,38.46,-53.6,98,98,93,96,11,2.42,0.92,1.91,1.39,0.18
CRMD,104.84,106.03,52.86,1.29,20.87,-28.79,98,97,74,92,25,11.2,1.0,8.13,5.95,0.19
LASE,102.58,122.91,381.9,6.92,7.99,-63.47,98,99,82,83,8,5.83,0.38,7.01,3.76,0.12
HTCO,102.13,42.67,-41.57,-48.85,50.62,-46.58,98,16,12,97,14,1.45,0.11,0.59,0.69,3.89
EOSE,98.74,102.66,57.07,12.08,-64.99,-61.98,98,97,87,8,8,3.21,0.65,2.77,1.72,0.15
ESGL,97.08,99.41,113.68,-10.88,-85.37,-93.18,98,99,48,3,2,2.04,0.16,1.82,1.25,0.15
TIL,96.8,116.59,375.18,15.02,-1.27,-20.56,98,99,89,69,33,34.9,0.29,42.1,21.42,0.05
SRRK,95.24,102.6,-33.16,-35.12,17.49,41.82,98,21,18,90,97,29.96,0.98,14.77,12.07,0.09
APP,93.72,81.34,76.9,33.14,53.83,28.42,98,98,96,97,95,158.85,1.0,122.48,93.6,0.3
OKLO,92.04,58.65,-25.79,-27.62,8.61,-8.11,98,27,23,84,57,22.31,1.0,10.3,9.98,1.54
WULF,90.23,64.7,57.64,124.25,13.25,-19.69,98,97,99,88,34,6.21,1.0,4.68,3.82,0.66
TKNO,89.22,112.4,62.1,-21.4,-32.12,-14.29,98,98,30,21,42,6.62,0.89,5.3,3.29,0.35
FTEL,88.05,58.6,53.43,180.76,130.32,-13.97,98,97,99,99,43,22.41,0.69,16.72,16.8,0.57
RKLB,87.96,83.26,37.87,-4.45,-33.71,-11.85,98,96,64,20,47,11.26,1.0,8.53,5.92,0.16
RCAT,87.6,102.7,127.38,72.66,14.1,-32.0,98,99,98,88,22,2.97,0.85,3.05,1.94,0.16
AZ,87.13,81.27,-26.86,-36.49,-76.15,-44.79,98,26,17,5,15,4.75,0.63,2.47,1.69,0.82
GDS,86.65,83.48,79.78,11.16,-41.09,-61.24,98,98,86,16,9,22.21,0.8,19.48,12.64,0.1
JVA,85.45,92.14,97.21,93.33,29.28,-29.23,98,98,99,94,24,3.45,0.99,2.84,2.16,0.1
EWTX,84.3,92.85,73.49,54.16,41.98,46.68,98,98,97,96,97,34.85,0.98,25.95,20.6,0.13
TECX,84.28,88.42,7.32,-12.84,-15.85,-7.2,98,80,43,38,60,36.9,0.99,26.31,19.16,0.23
TISI,84.09,114.98,58.59,6.23,-14.85,-22.84,98,98,81,39,30,19.05,0.84,17.15,11.27,0.45
EBS,83.91,73.01,34.28,164.67,-57.03,-75.8,98,95,99,10,5,10.18,0.43,8.49,7.16,0.16
LENZ,82.91,93.93,81.46,154.3,262.31,-1.84,98,98,99,99,72,27.19,0.97,24.36,20.73,0.42
QTTB,82.44,83.91,101.89,40.04,21.22,-48.99,98,99,96,92,12,49.11,1.0,45.81,32.84,0.15
TVTX,81.82,82.15,66.65,-1.91,-53.05,-46.54,98,98,68,11,14,18.1,0.73,13.97,9.66,0.1
CMPO,81.57,80.27,74.93,13.69,-3.36,-28.92,98,98,88,64,24,15.41,1.0,13.35,9.3,0.15
PSNL,79.34,87.36,153.91,126.13,-27.24,-33.64,98,99,99,25,21,4.77,0.76,5.3,3.13,0.14
KINS,78.01,80.52,102.09,40.64,68.79,33.54,98,99,97,98,96,9.88,0.98,9.33,6.6,0.09
