Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1302.2,-29.55,-17.97,-50.14,-46.78,-29.18,99,36,12,13,22,28.8,1.0,3.91,2.04,9.59
STSS,665.86,-58.55,-34.16,-49.64,-47.55,-65.19,99,20,12,13,7,3.24,1.0,0.53,0.36,0.66
ME,620.95,-55.53,-51.76,-48.79,-66.45,-61.06,99,11,12,7,8,5.34,1.0,0.82,0.58,0.71
MGRX,471.77,-49.55,-40.45,-43.56,-74.39,-73.39,99,16,14,5,5,2.47,1.0,0.48,0.37,0.2
CHSN,320.39,348.43,-30.82,-22.39,-13.16,-43.56,99,23,32,45,14,12.24,0.81,5.32,3.12,0.0
WLGS,279.47,139.08,88.22,-31.59,-55.49,-51.8,99,98,22,10,11,3.22,1.0,1.34,0.83,2.78
CAPR,228.89,201.83,-8.98,-21.07,21.48,-9.61,99,52,33,91,48,20.51,0.94,9.67,6.71,0.5
DOGZ,212.9,226.47,191.13,55.01,-35.66,-70.67,99,99,98,18,5,40.57,1.0,28.44,17.31,0.63
WGS,204.85,219.74,154.6,223.43,60.38,-53.19,99,99,99,97,10,60.78,1.0,42.69,29.22,0.61
WAVE,192.47,128.13,36.79,1.91,50.32,-40.18,99,96,80,96,15,8.8,1.0,4.77,3.55,5.35
SMMT,187.42,158.29,426.35,111.72,31.65,36.35,99,99,99,94,96,23.46,0.73,18.96,10.78,0.36
LASE,184.81,218.22,177.03,4.52,-2.14,-65.54,99,99,83,70,7,8.03,0.54,6.95,3.68,0.22
CLOV,166.16,164.68,123.88,26.35,-39.92,-14.35,99,99,94,16,39,4.26,1.0,3.24,1.83,0.45
SEZL,159.77,142.07,148.75,82.86,105.3,28.28,99,99,98,98,94,203.18,1.0,153.96,103.28,0.59
INSG,157.73,167.76,189.86,128.45,-57.84,-72.51,99,99,99,9,5,19.63,0.87,16.25,10.31,0.57
SMR,157.36,84.8,49.11,143.51,-12.95,-68.96,99,97,99,46,6,19.07,1.0,11.12,9.32,2.09
CRVS,156.76,130.93,115.51,-5.26,-30.32,28.55,99,99,68,22,94,7.35,1.0,5.24,3.14,1.33
RAIL,152.2,182.23,167.67,-8.91,14.86,-22.9,99,99,61,88,28,12.09,0.91,9.55,5.54,0.51
ASTS,151.65,126.01,239.23,143.82,-55.12,-22.86,99,99,99,10,28,28.22,0.85,27.92,15.01,0.38
HROW,147.33,137.04,143.1,45.72,-25.84,-46.97,99,99,97,26,12,54.82,1.0,45.02,27.26,0.58
NEON,145.64,174.38,227.76,6.93,-59.48,-61.42,99,99,85,9,8,8.03,0.59,7.51,4.02,0.13
NOVVU,143.45,151.89,197.17,-14.92,-7.68,-3.89,99,99,44,59,65,41.0,1.0,29.84,17.78,0.0
WLFC,142.33,132.82,82.97,26.56,-3.2,-10.85,99,98,94,68,45,189.07,1.0,132.48,87.54,1.26
EVGO,138.85,111.04,39.5,17.06,-50.84,-45.44,99,96,91,12,13,8.45,1.0,5.22,3.43,0.49
LBPH,138.69,63.73,64.41,129.66,65.65,219.04,99,98,99,98,99,59.4,1.0,37.51,28.93,6.29
TIL,137.04,152.88,565.18,13.11,-2.86,-37.16,99,99,89,69,17,41.0,0.35,39.97,20.74,0.3
LUMN,132.06,139.04,184.32,-30.27,-26.99,-34.94,99,99,23,25,19,6.24,0.83,6.26,3.15,0.27
CURI,129.83,95.39,99.55,32.06,45.5,-53.62,98,99,95,96,10,2.57,1.0,1.78,1.34,1.22
WVE,129.18,35.99,-4.01,-7.55,7.84,-1.79,98,62,63,83,70,14.9,1.0,7.4,6.3,2.37
NOVV,126.03,132.89,169.64,-10.72,-6.52,-5.51,98,99,56,62,61,37.0,1.0,27.23,17.05,0.0
TISI,118.96,112.76,84.94,-1.13,-10.64,-16.55,98,98,75,51,35,22.31,1.0,16.27,10.89,0.87
EOSE,116.03,100.37,80.47,30.74,-60.25,-67.33,98,98,95,9,6,3.45,0.72,2.66,1.65,0.62
COMM,114.64,129.89,125.68,-40.73,-69.59,-50.8,98,99,16,6,11,5.74,0.39,5.18,2.66,0.46
GEVO,112.49,98.49,18.31,-46.56,-52.36,-35.14,98,90,13,11,19,2.25,0.91,1.33,0.87,0.64
RCAT,106.54,124.37,135.18,62.58,-13.04,-28.78,98,99,98,46,22,3.2,0.94,3.04,1.87,1.04
ESGL,101.19,115.03,106.96,-24.72,-87.45,-92.17,98,99,29,2,2,2.03,0.15,1.76,1.2,0.43
CRMD,96.66,95.65,47.4,2.04,29.22,-24.04,98,97,80,93,26,10.45,1.0,7.43,5.7,0.46
SRRK,93.41,81.93,-38.08,-33.53,11.47,55.85,98,18,21,86,97,29.0,1.0,12.55,11.62,0.56
EWTX,90.73,79.42,19.97,61.33,49.58,13.76,98,91,98,96,89,35.03,1.0,24.26,20.03,0.59
RKLB,90.16,68.67,40.33,0.4,-32.78,-5.45,98,96,77,21,61,11.19,1.0,8.1,5.69,0.76
LENZ,89.68,78.54,85.13,154.99,407.95,-1.83,98,98,99,99,70,27.25,1.0,23.85,20.55,0.58
QTTB,89.07,87.74,96.1,22.94,51.17,-48.72,98,98,93,97,12,50.01,1.0,44.71,31.82,0.56
GDS,87.7,86.68,51.71,7.49,-46.04,-52.5,98,97,86,13,10,22.0,0.79,18.52,12.14,0.76
JVA,85.91,79.06,40.66,54.81,13.1,-34.95,98,96,97,87,19,3.36,1.0,2.7,2.09,0.87
POET,85.62,72.36,41.5,24.73,-64.47,-67.81,98,96,94,8,6,4.17,0.7,3.49,2.58,0.42
KINS,84.75,87.93,103.59,40.54,74.59,33.78,98,99,97,98,95,9.99,0.99,9.37,6.42,0.41
PSNL,84.69,88.48,164.35,-3.19,-31.51,-22.86,98,99,72,21,28,4.78,0.76,5.41,3.01,0.27
TVTX,84.6,71.33,51.25,-5.61,-50.85,-42.2,98,97,67,12,14,18.05,0.72,13.05,9.32,0.47
CVNA,83.9,88.87,59.58,85.35,63.71,44.84,98,98,98,97,97,193.4,1.0,165.11,129.01,0.55
BVS,83.78,77.59,85.41,24.32,10.57,58.18,98,98,94,85,97,12.92,1.0,10.96,7.57,0.34
RGS,82.54,85.77,82.98,46.5,-60.38,-57.66,98,98,97,9,9,27.0,0.77,24.38,16.39,0.17
DUO,82.31,65.49,-36.31,-49.03,-91.28,-93.37,98,19,12,2,2,1.43,0.04,0.9,0.69,0.65
APP,81.56,89.36,63.46,37.46,72.31,33.96,98,98,96,98,95,144.85,0.98,115.19,90.6,0.68
PRQR,81.05,-14.65,-11.56,-11.33,9.3,0.9,98,46,54,85,74,4.02,1.0,2.14,1.99,8.89
AGX,80.73,64.72,41.5,26.59,20.77,-0.63,98,96,94,91,72,129.28,1.0,95.87,77.24,1.35
TECX,79.34,61.12,-2.95,-12.71,-13.58,-0.1,98,64,49,45,73,35.4,1.0,24.12,18.38,0.65
ZETA,79.29,88.45,85.76,43.37,18.48,-2.39,98,98,97,90,68,30.94,0.97,28.08,20.33,0.68
NISN,78.95,99.06,126.97,95.65,36.36,4.64,98,99,98,95,80,13.12,0.61,13.19,8.75,0.64
CMPO,77.92,75.04,65.24,5.43,-5.62,-26.1,98,98,84,64,25,14.82,1.0,12.89,9.02,0.85
TKNO,77.87,64.11,43.91,-55.24,-20.94,-5.77,98,97,10,32,60,6.04,0.96,5.01,3.11,1.33
VHI,77.77,76.69,53.69,5.47,-3.04,-16.94,98,97,84,68,35,36.67,1.0,30.88,21.88,0.51
ATNF,76.42,-64.82,-60.85,-71.05,-83.13,-84.88,98,8,6,3,3,6.47,0.03,2.23,1.98,9.71
VST,75.75,66.85,28.26,54.04,71.98,23.68,98,94,97,98,93,135.69,0.98,103.48,89.43,0.73
POWL,74.65,68.16,18.59,9.2,29.55,14.34,98,90,87,93,89,280.39,1.0,205.91,170.41,0.52
CHCI,74.09,69.16,34.07,8.26,23.41,-4.54,98,95,86,92,63,11.97,1.0,9.04,7.34,0.41
VS,72.8,-51.78,-44.57,-51.27,-67.39,-65.8,98,14,11,7,7,3.95,0.06,1.6,1.57,9.01
ETON,72.59,70.13,15.01,-25.75,-23.08,2.55,98,88,27,29,77,8.25,1.0,5.74,4.25,0.83
SWIM,71.82,71.48,70.36,-19.43,0.44,-31.97,98,98,36,74,20,7.12,1.0,6.48,4.51,0.67
RNA,70.28,67.55,72.77,146.97,93.29,-15.97,98,98,99,98,36,48.94,1.0,44.43,37.11,0.29
EBS,70.24,67.03,65.0,149.08,-59.63,-73.56,98,98,99,9,5,9.16,0.38,8.53,6.9,0.2
MESO,70.02,87.03,29.71,77.78,15.82,-65.44,98,94,98,89,7,9.41,0.85,7.7,7.12,0.44
BW,69.03,43.29,-31.15,-24.71,-73.26,-76.54,98,22,29,5,4,2.79,0.3,1.65,1.43,1.31
SPRY,68.06,51.88,55.42,41.99,25.43,-15.56,98,97,97,92,37,16.52,1.0,13.82,10.88,0.65
BGM,67.65,60.02,55.6,39.66,-7.84,-43.04,98,97,97,59,14,7.64,0.87,6.92,5.16,0.27
AUR,66.92,58.06,51.89,12.97,5.72,30.91,98,97,89,81,95,6.22,1.0,5.0,3.71,0.48
AEYE,66.74,56.32,71.4,104.08,115.3,-15.78,98,98,99,98,37,25.57,0.93,23.33,20.27,0.57
FTAI,66.55,71.78,65.56,54.98,55.22,33.69,98,98,98,97,95,145.8,1.0,129.31,101.17,0.64
SNAL,65.54,67.25,-32.74,-36.7,-27.94,-29.72,98,21,18,24,22,1.95,0.53,1.04,0.95,0.34
APLT,65.49,65.21,4.95,39.4,74.47,35.69,98,78,96,98,96,8.8,1.0,6.96,5.64,0.44
CAVA,65.37,69.07,75.0,35.98,30.52,2.4,98,98,96,94,77,134.16,1.0,122.06,94.09,0.37
PPTA,64.98,62.68,69.43,23.39,41.87,-21.54,97,98,93,96,29,9.82,1.0,9.03,6.91,0.33
PRM,64.34,62.54,67.76,22.37,20.04,-37.92,97,98,93,91,17,13.41,1.0,12.18,9.32,0.49
MYTE,64.16,82.72,-6.78,9.39,-8.66,-40.19,97,57,87,56,15,7.28,0.51,4.63,4.5,0.37
WULF,64.08,36.52,53.32,110.72,-1.67,0.44,97,97,99,70,74,5.2,0.92,4.45,3.7,0.61
NTRB,63.55,75.99,8.87,69.71,34.23,-15.79,97,83,98,94,37,7.52,0.93,5.76,5.33,0.59
PCT,63.32,51.74,51.09,-15.85,-22.15,-68.56,97,97,42,31,6,10.29,0.88,7.91,6.45,0.55
RDW,62.21,53.26,39.97,83.56,14.6,-11.05,97,96,98,88,45,8.39,1.0,6.96,5.94,0.92
ADMA,62.03,73.75,114.23,96.09,25.55,20.4,97,99,98,92,92,16.44,0.78,18.09,12.61,0.5
VRNA,59.68,56.34,53.21,8.51,-21.72,-15.49,97,97,87,31,37,34.03,1.0,29.55,20.88,0.57
RZLT,59.36,55.43,96.46,112.2,55.88,-46.41,97,98,99,97,13,4.95,0.84,4.75,4.08,0.62
JG,58.79,63.87,38.69,-28.82,-30.19,-50.46,97,96,25,22,11,6.07,0.25,5.5,3.82,0.52
IESC,58.65,58.66,28.4,40.93,51.66,24.84,97,94,97,97,93,225.1,1.0,189.22,159.17,0.66
AVAH,58.55,48.09,80.49,28.86,14.45,41.32,97,98,95,88,96,5.46,0.96,5.27,3.66,0.54
GGAL,58.33,65.52,67.19,17.64,59.24,2.56,97,98,92,97,77,48.84,0.98,42.77,34.9,0.69
FTEL,57.84,51.76,62.27,287.72,106.77,-58.18,97,98,99,98,9,18.14,0.55,16.02,16.31,0.29
KOSS,57.53,41.12,57.33,121.95,-35.77,-29.89,97,97,99,18,21,8.25,0.54,7.62,6.06,0.76
LUNR,57.31,45.86,27.59,-21.57,-18.06,-71.09,97,94,33,36,5,8.37,0.16,6.69,5.33,0.36
UPST,56.91,37.86,16.74,-23.34,-31.13,3.75,97,89,30,22,78,54.38,0.79,41.7,30.57,1.12
CIA,56.86,47.05,0.06,-19.81,-35.59,-11.31,97,70,35,19,44,5.12,1.0,3.57,2.9,0.65
SKE,56.35,49.12,58.22,28.64,-12.45,-23.69,97,98,95,47,27,9.41,1.0,8.44,6.26,0.32
HYLN,56.25,52.06,42.6,41.83,-1.31,-48.08,97,96,97,71,12,2.56,0.64,2.17,1.82,0.6
AKA,56.11,44.88,78.05,35.87,44.88,11.9,97,98,96,96,87,25.38,0.96,23.21,18.42,0.66
PI,55.89,61.36,42.59,46.39,23.39,-22.3,97,96,97,92,29,233.63,0.99,193.82,165.26,0.53
OCUL,55.84,36.43,37.82,37.18,39.26,-12.19,97,96,96,95,43,11.47,1.0,9.22,7.6,1.38
TPC,55.66,53.22,54.59,76.51,47.39,5.55,97,97,98,96,81,27.83,1.0,24.78,21.28,0.35
INSM,55.0,53.99,70.27,115.95,0.14,15.97,97,98,99,73,90,76.65,0.96,74.74,57.69,0.32
RMTI,54.99,53.53,85.67,-4.57,-40.19,-42.7,97,98,69,16,14,3.53,0.58,3.4,2.31,0.3
DAVE,54.85,41.55,32.38,66.06,179.28,32.98,97,95,98,99,95,49.38,0.99,40.33,39.02,1.0
NRIX,54.81,45.63,68.95,88.34,58.06,-7.83,97,98,98,97,53,25.81,1.0,23.99,19.52,0.77
CDNA,54.6,85.65,101.08,35.92,-14.34,4.09,97,99,96,43,79,26.18,0.76,29.83,19.64,0.95
AIRG,53.47,60.27,37.51,29.58,8.07,-35.4,97,96,95,83,18,9.07,0.97,8.0,6.56,0.72
GATO,53.45,56.64,63.18,64.69,53.92,11.0,97,98,98,97,87,16.45,1.0,14.5,12.13,0.3
OPT,53.05,57.91,5.36,-35.84,18.69,-18.56,97,78,19,90,33,5.08,0.93,3.72,3.12,0.67
ATER,52.87,51.0,97.02,131.44,261.66,-56.45,97,98,99,99,9,3.0,0.85,3.04,2.77,0.34
GCI,52.79,47.14,34.6,49.85,-9.01,-10.11,97,95,97,55,47,5.69,1.0,5.16,4.22,0.39
QH,52.65,32.54,-4.35,-62.95,-66.39,-39.19,97,62,8,7,16,1.65,0.63,0.94,0.65,0.03
TRUP,52.32,41.97,43.77,-1.8,-22.39,-24.21,97,96,74,30,26,53.5,0.75,45.66,34.25,0.75
PLTR,52.3,61.0,43.55,22.82,19.1,12.23,97,96,93,90,87,41.93,0.96,36.08,28.09,0.5
PRAX,52.3,36.96,37.65,34.15,94.45,67.99,97,96,96,98,98,74.06,1.0,59.36,52.53,1.06
TLN,52.26,44.83,69.8,52.99,39.66,10.93,97,98,97,95,87,171.05,0.87,162.81,127.81,0.52
YOU,51.82,41.14,33.12,-15.65,-19.18,-16.77,97,95,42,35,35,37.35,1.0,31.44,23.13,0.61
EUDA,51.67,49.35,45.15,117.81,31.55,6.86,97,97,99,94,82,3.99,0.36,3.97,3.15,0.62
UI,51.66,46.08,32.88,4.54,-34.93,-38.45,97,95,83,19,17,248.38,0.58,210.5,163.36,0.66
SG,51.53,54.72,56.43,28.14,60.27,-6.65,97,97,95,97,58,37.94,1.0,35.22,30.22,0.47
MNPR,50.46,59.92,20.45,4.04,5.08,-67.96,97,91,82,80,6,5.26,0.22,4.02,3.63,0.01
MSTR,50.24,69.01,26.72,48.77,140.88,20.85,97,93,97,99,92,194.09,0.91,157.54,149.99,1.13
PCTTU,50.14,63.23,49.46,-13.22,-20.05,-69.68,97,97,48,33,6,12.0,0.78,9.78,8.36,1.24
COHR,49.56,58.14,29.69,39.82,11.6,-3.36,97,94,97,86,66,101.08,0.95,85.84,70.65,0.52
GNSS,48.83,52.17,51.3,5.9,-16.19,-45.88,97,97,84,40,13,3.74,0.86,3.36,2.6,0.78
QFIN,48.68,53.61,24.8,3.49,1.44,-20.71,97,93,82,75,30,32.5,0.97,27.96,22.38,0.39
PDYN,48.59,57.17,40.22,63.65,34.58,-66.96,97,96,98,94,6,2.26,0.15,1.85,1.8,0.3
IPW,48.48,32.67,30.66,80.09,-38.45,-19.88,97,94,98,17,31,1.82,0.49,1.52,1.51,1.26
AZ,48.34,11.74,-34.76,-40.37,-75.72,-41.7,97,20,16,5,15,3.75,0.46,2.09,1.56,2.64
AXGN,48.14,54.1,59.62,1.91,-14.93,-7.25,96,98,80,42,55,14.46,0.98,13.49,9.46,0.52
CVKD,47.8,31.68,2.7,-39.75,-59.71,-44.69,96,75,16,9,13,15.35,0.17,10.66,8.15,1.1
DDL,47.69,65.58,50.11,-0.06,-49.5,-61.72,96,97,77,12,8,3.09,0.4,2.78,2.09,0.75
SE,47.67,49.86,32.52,25.83,-6.36,-43.26,96,95,94,62,14,99.37,1.0,87.33,73.24,0.41
LWAY,47.46,49.36,32.21,-23.02,73.05,46.87,96,95,31,98,97,26.73,0.99,22.65,18.36,0.21
CRS,47.31,52.15,45.72,28.79,11.8,8.19,96,97,95,86,84,159.71,0.98,150.74,119.89,0.69
LE,47.07,29.15,22.83,39.66,37.08,-3.47,96,92,97,95,66,19.8,1.0,16.16,14.77,1.19
BWIN,47.03,46.05,47.24,28.8,2.19,-10.2,96,97,95,76,46,52.9,1.0,48.28,38.57,0.55
IPX,47.01,59.97,26.1,13.93,40.64,19.12,96,93,90,95,91,23.22,0.92,19.76,16.25,0.75
EAT,46.75,37.55,26.23,23.98,5.12,-6.29,96,93,94,80,59,90.76,1.0,75.81,65.93,0.57
VBFC,46.65,48.38,3.45,-3.41,-15.37,-20.03,96,76,71,41,31,76.0,0.99,60.13,49.91,3.04
SFM,46.46,48.24,42.36,30.79,25.63,18.16,96,96,95,93,91,116.91,1.0,106.11,87.16,0.4
PNTG,46.07,41.2,59.12,37.51,32.95,8.98,96,98,96,94,85,35.69,1.0,33.99,27.07,0.44
AMSC,45.92,35.94,33.63,111.71,27.24,33.1,96,95,99,93,95,26.39,0.87,22.21,20.15,0.74
NGNE,45.82,38.55,28.4,47.3,73.0,81.77,96,94,97,98,98,53.26,1.0,41.67,38.93,0.73
CLMB,45.03,44.91,36.31,1.5,18.86,-0.55,96,95,79,90,72,107.59,1.0,96.0,73.83,0.66
REE,45.0,31.26,-42.34,-28.94,-52.17,-41.14,96,15,24,11,15,8.0,0.32,5.28,4.53,0.31
USLM,44.98,45.01,30.96,32.37,19.73,6.59,96,95,95,90,82,103.6,1.0,89.06,76.13,0.55
CSLR,44.9,53.27,43.18,-3.29,-71.44,-39.95,96,96,72,6,16,2.24,0.4,2.23,1.5,0.91
OKLO,44.89,-19.16,-44.06,-29.49,7.52,-7.18,96,15,24,83,55,16.54,1.0,8.66,9.56,4.27
PAHC,44.81,38.92,37.87,11.82,-9.46,-25.09,96,96,89,54,26,24.84,1.0,21.54,18.18,0.71
OXBR,44.71,32.42,35.32,59.83,-30.0,-39.3,96,95,98,23,16,2.71,0.88,2.42,2.13,0.86
