Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1063.28,1385.93,-21.16,-31.59,-51.67,-28.73,99,30,19,12,23,48.18,0.98,15.25,5.82,0.14
DOGZ,275.95,311.98,144.76,58.66,-41.53,-73.95,99,99,97,16,5,54.53,0.96,35.52,20.54,0.34
MNPR,274.3,352.33,103.22,9.56,-7.26,-70.94,99,99,80,57,6,14.63,0.77,6.71,4.48,0.52
WGS,253.07,182.06,157.93,211.48,86.91,-54.37,99,99,99,98,10,77.74,1.0,49.24,33.11,2.53
CHSN,247.88,249.28,22.02,-23.9,-17.58,-49.52,99,92,25,37,12,10.89,0.71,7.12,3.73,0.42
WLGS,234.68,175.26,88.21,-26.82,-48.27,-45.04,99,98,22,13,14,3.0,0.95,1.73,0.95,0.31
NXL,214.9,137.62,-21.16,52.8,100.12,-53.37,99,30,97,99,11,3.16,1.0,1.2,1.23,2.48
CRVS,196.25,179.61,101.93,24.13,-33.81,7.93,99,99,92,20,83,9.1,1.0,6.13,3.59,1.44
CAPR,189.25,234.48,91.19,-18.84,5.35,-18.26,99,98,30,80,34,19.45,0.88,12.78,7.58,0.27
WAVE,167.79,198.76,74.93,-0.01,11.83,-50.18,99,98,66,86,12,8.4,0.9,5.69,4.01,1.35
RAIL,167.11,192.0,132.03,-3.64,13.6,-14.99,99,99,59,87,39,13.67,0.93,11.34,6.26,0.85
SGMO,152.5,105.48,24.46,21.12,-42.97,-69.37,99,93,90,15,6,1.88,0.42,1.02,0.74,2.01
CLOV,151.89,139.53,99.04,47.45,-38.17,-16.44,99,99,97,18,37,4.2,1.0,3.41,2.04,0.66
SEZL,151.26,159.59,156.43,76.86,77.68,108.05,99,99,98,98,99,213.0,0.94,173.6,113.14,0.85
LUMN,146.61,132.49,206.09,9.18,-33.59,-39.27,99,99,80,21,17,7.0,0.96,6.43,3.52,0.81
FTEL,145.53,167.76,57.7,92.91,126.35,30.61,99,97,98,99,95,30.46,0.94,19.07,17.86,0.61
COMM,145.11,128.85,146.85,-18.87,-71.77,-50.1,99,99,30,6,12,6.79,0.71,5.68,3.03,1.06
SMR,144.03,141.74,84.3,74.58,4.07,-62.5,99,98,98,78,8,19.01,1.0,13.01,10.16,1.66
NOVVU,134.43,138.08,171.98,-5.91,-6.29,-5.7,99,99,55,60,62,41.0,1.0,35.37,19.73,0.0
ASPI,129.71,47.29,-11.95,-1.06,84.31,92.4,99,44,64,98,98,7.79,1.0,3.59,3.44,6.14
LBPH,126.21,131.63,43.65,124.47,65.79,183.92,99,96,99,98,99,59.69,1.0,42.48,31.58,0.43
WLFC,125.89,130.48,98.25,51.45,-1.73,-6.64,99,99,97,69,60,184.23,0.89,149.83,96.98,0.91
SMMT,120.08,152.21,199.86,173.65,35.62,69.38,99,99,99,95,98,18.99,0.58,20.3,11.78,0.45
NOVV,119.38,121.94,149.21,-7.2,-5.28,-6.21,99,99,52,63,60,37.0,1.0,32.03,18.75,0.0
EVGO,117.54,143.18,28.58,18.95,-51.47,-48.65,99,94,89,12,12,7.97,0.88,6.08,3.83,0.48
INSG,117.49,149.95,160.23,86.26,-27.53,-65.39,99,99,98,25,7,17.38,0.87,17.43,11.36,1.09
ELDN,116.52,40.67,7.65,45.22,15.72,-9.02,99,82,96,89,52,5.3,1.0,3.01,2.73,8.37
NEON,113.07,137.14,244.05,46.65,-41.29,-64.73,98,99,97,16,7,7.36,0.54,8.41,4.48,0.18
PCTTU,109.29,120.92,49.58,9.11,-17.58,-50.03,98,97,79,37,12,17.12,0.95,11.73,9.06,0.05
CVNA,108.76,88.21,78.4,78.49,74.66,32.52,98,98,98,98,95,229.08,1.0,176.49,137.61,1.96
WVE,108.39,118.83,33.51,9.66,-12.78,-14.68,98,95,80,44,40,13.83,0.87,9.13,6.85,0.67
AZ,107.8,111.78,-16.86,-40.19,-76.99,-36.66,98,36,14,5,18,5.19,0.7,2.89,1.84,1.2
CURI,105.6,128.26,90.56,25.33,30.68,-44.23,98,98,92,94,14,2.39,0.89,2.05,1.44,0.53
TECX,104.98,94.59,61.55,-5.6,-17.34,-6.46,98,98,55,37,60,40.88,1.0,28.76,20.08,1.29
GEVO,104.71,169.52,69.99,-44.22,-49.5,-39.78,98,98,13,12,16,2.24,0.66,1.78,1.02,0.93
CNVS,103.99,68.42,-12.82,-39.35,-59.68,-63.05,98,42,14,9,8,2.65,0.16,1.39,1.07,1.27
LTBR,103.62,105.6,-20.73,-23.83,-43.92,-38.05,98,31,25,15,17,7.24,0.98,4.07,3.23,4.46
ASTS,102.97,121.74,159.14,236.09,-51.33,-48.22,98,99,99,12,13,23.85,0.71,26.47,16.49,0.54
CDXC,101.54,20.84,40.1,31.38,78.56,-10.43,98,96,94,98,48,5.86,1.0,3.75,3.33,7.73
TKNO,100.92,95.37,47.89,48.73,-42.6,-4.19,98,97,97,15,65,7.06,0.96,5.52,3.44,1.16
PCT,99.68,120.23,59.58,21.77,-30.53,-50.57,98,97,91,22,12,12.87,0.89,9.49,6.96,0.86
HROW,99.39,123.08,121.14,55.63,-35.04,-48.49,98,99,97,20,12,45.64,0.76,46.75,29.67,1.25
APP,98.28,98.48,74.64,25.65,61.87,34.5,98,98,92,97,96,163.53,1.0,130.09,96.65,0.71
EOSE,97.57,108.03,71.67,8.18,-62.44,-57.37,98,98,78,8,10,3.15,0.64,2.86,1.79,0.98
RCAT,93.69,71.8,81.63,111.65,37.11,-40.51,98,98,99,95,16,3.06,0.89,3.01,2.01,0.79
RKLB,91.42,88.09,76.94,1.17,-31.19,-12.09,98,98,68,22,44,11.42,1.0,8.97,6.17,0.81
PSNL,90.49,78.51,122.69,102.64,-29.37,-39.27,98,99,99,23,17,5.09,0.82,5.2,3.25,0.99
OKLO,88.97,66.64,-21.82,-21.61,8.37,-7.85,98,30,27,83,56,21.67,1.0,11.45,10.16,2.22
WULF,88.5,96.72,68.31,78.33,18.65,-3.06,98,98,98,90,67,6.2,0.97,4.82,3.95,1.23
BVS,88.1,84.67,80.8,42.48,-5.96,35.24,98,98,96,61,96,13.58,1.0,11.79,8.12,0.67
AGX,87.99,74.4,49.67,31.67,24.49,-6.32,98,97,94,93,60,136.88,1.0,107.19,82.63,1.12
KINS,86.92,77.61,80.83,85.9,76.04,64.02,98,98,98,98,98,10.43,1.0,9.43,6.8,1.58
SRRK,86.32,96.41,-38.18,-30.38,18.79,36.29,98,17,20,90,96,28.42,0.91,16.68,12.54,0.43
LENZ,85.86,83.19,87.6,173.38,229.76,2.31,98,98,99,99,76,27.93,1.0,24.89,20.98,0.82
ADMA,85.77,53.69,110.93,97.51,34.8,19.35,98,99,99,95,92,19.37,0.95,17.94,13.33,0.8
CRMD,81.93,138.75,63.7,0.05,18.77,-28.75,98,98,66,90,23,9.99,0.7,8.74,6.19,2.05
ETON,79.85,68.68,27.26,-19.97,-21.32,4.56,98,94,29,32,79,8.62,1.0,6.56,4.57,1.22
EWTX,78.98,86.37,55.7,36.12,45.44,82.55,98,97,95,96,98,34.0,0.95,27.43,21.17,0.46
DDL,78.09,66.53,57.42,-4.48,-43.93,-58.47,98,97,58,15,9,3.72,0.53,3.1,2.24,0.97
LASE,77.6,105.13,494.18,-0.36,2.52,-65.43,98,99,65,76,7,5.14,0.33,7.24,3.88,0.15
TVTX,77.56,77.64,51.9,1.93,-56.54,-46.86,98,97,69,10,13,17.57,0.71,14.78,9.99,0.78
GDS,77.27,82.19,88.32,5.9,-28.14,-59.76,98,98,76,24,9,20.84,0.74,19.83,13.07,0.58
CMPO,77.16,80.55,76.22,17.34,1.22,-21.66,98,98,87,74,30,14.95,0.98,13.66,9.56,0.78
QTTB,76.87,89.17,85.82,72.44,46.05,-38.92,98,98,98,96,17,47.43,0.92,46.75,33.8,0.49
CANG,71.95,34.3,13.28,27.74,7.39,-14.21,98,87,93,82,41,2.85,1.0,1.88,1.74,3.0
MSTR,71.82,77.22,48.86,82.52,98.93,18.31,98,97,98,98,91,229.71,0.98,177.82,155.7,1.59
ESGL,71.68,79.21,140.47,8.54,-85.85,-92.68,98,99,79,3,2,1.77,0.13,1.83,1.29,0.57
RZLT,71.49,82.33,74.77,108.84,52.11,-40.51,98,98,99,97,16,5.5,0.94,5.02,4.29,0.82
POWL,70.93,56.7,47.18,7.99,48.31,4.12,98,97,78,97,78,279.33,1.0,222.23,178.55,0.98
AENT,68.49,53.59,33.87,18.8,-2.67,-55.33,98,95,88,68,10,3.65,0.3,2.57,2.46,1.03
APLT,67.76,56.78,67.85,30.44,40.31,50.26,98,98,94,96,97,9.09,1.0,7.57,5.81,0.51
CVKD,67.53,50.76,43.42,-37.2,-55.37,16.85,98,96,16,10,90,17.6,0.21,12.79,8.74,0.9
EAT,67.29,51.96,29.82,26.41,14.08,-4.8,98,94,93,88,64,104.92,1.0,82.29,69.45,1.87
ROOT,67.12,-9.87,-4.59,111.27,247.45,-2.28,98,61,99,99,69,71.01,0.85,43.08,52.08,6.46
NN,66.94,46.55,7.81,32.97,97.34,-4.4,98,82,95,98,65,11.95,1.0,8.45,8.09,1.38
RMTI,66.55,64.02,67.52,-8.59,-43.93,-47.74,98,98,48,15,13,3.79,0.63,3.59,2.45,0.8
TISI,66.51,88.78,57.83,14.75,-19.33,-14.95,98,97,85,34,40,17.08,0.73,17.79,11.54,1.44
CHCI,66.04,57.29,51.63,9.18,40.18,-6.28,98,97,80,96,60,11.53,0.98,9.84,7.73,0.6
RAYA,65.91,51.08,-27.55,-5.47,-47.19,-65.6,98,25,56,13,7,1.49,0.35,0.91,0.85,0.58
PDEX,65.76,30.16,27.06,-6.59,-4.89,10.43,98,94,53,64,86,36.94,1.0,28.07,22.09,3.37
EBS,65.54,63.27,50.86,224.15,-59.18,-75.29,97,97,99,9,5,9.12,0.41,8.32,7.35,0.51
PRQR,65.18,53.94,-14.13,-7.05,-1.74,-5.74,97,40,52,69,62,3.73,0.82,2.46,2.09,0.43
POET,64.94,72.26,99.9,18.45,-14.94,-69.41,97,99,88,41,6,3.68,0.6,3.64,2.74,0.48
INOD,64.78,58.41,31.86,79.52,-41.19,1.18,97,95,98,16,75,21.13,1.0,16.93,14.7,1.21
GATO,64.43,76.41,59.22,46.21,59.05,7.35,97,97,97,97,82,18.09,0.92,15.92,12.86,0.66
