Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1339.55,1855.95,-19.96,-36.85,-50.63,-28.32,99,33,17,12,25,47.17,1.0,10.36,4.19,0.72
CHSN,290.02,318.93,12.1,-22.27,-21.64,-50.86,99,86,29,30,12,11.98,0.79,6.35,3.47,0.67
DOGZ,283.25,207.66,133.91,53.75,-36.16,-76.16,99,99,97,19,5,52.95,1.0,31.66,18.86,0.47
CAPR,208.64,202.89,-0.38,-13.93,0.42,-18.14,99,69,41,72,36,20.14,0.92,11.12,7.1,0.31
WLGS,175.51,226.41,84.32,-32.27,-42.72,-51.4,99,98,20,15,12,2.4,0.72,1.48,0.87,0.31
WGS,175.45,200.33,156.31,206.94,66.97,-57.75,99,99,99,98,10,57.79,0.96,44.94,30.82,0.36
GEVO,171.93,189.91,34.34,-45.08,-47.95,-44.22,99,95,13,13,15,3.01,0.95,1.64,0.97,1.16
CRVS,159.89,151.2,138.93,3.86,-34.31,7.03,99,99,78,20,84,7.75,1.0,5.59,3.33,1.4
WAVE,159.0,151.08,24.54,-1.85,70.86,-48.35,99,92,69,98,13,7.97,1.0,5.09,3.74,0.77
RAIL,153.82,169.22,176.74,-9.82,16.28,-22.76,99,99,51,90,30,12.66,0.97,10.4,5.87,0.38
HROW,148.1,157.8,132.9,57.72,-35.37,-49.65,99,99,98,19,12,56.98,0.99,47.09,28.81,0.63
INSG,146.75,152.82,174.16,88.28,-42.75,-73.53,99,99,98,15,5,19.52,0.86,16.98,10.86,0.26
NEON,146.34,177.94,324.84,49.06,-46.99,-62.82,99,99,97,13,8,8.44,0.63,8.21,4.3,0.1
SMMT,142.92,160.3,271.21,115.25,28.2,59.26,99,99,99,94,98,20.59,0.64,19.64,11.25,0.13
CLOV,139.01,149.79,110.61,38.64,-40.85,-18.24,99,99,96,16,36,3.94,0.96,3.33,1.92,0.49
ASTS,138.78,150.07,184.23,138.43,-53.99,-42.79,99,99,99,11,16,27.89,0.84,27.6,15.84,0.42
NOVVU,136.4,142.57,183.03,-6.82,-3.93,-4.85,99,99,59,63,66,41.0,1.0,32.57,18.76,0.0
WLFC,133.94,158.3,94.33,30.76,2.12,-11.64,99,98,95,74,47,189.21,0.92,142.82,92.65,1.17
SEZL,133.74,185.62,155.12,74.79,77.11,136.53,99,99,98,98,99,192.17,0.85,163.02,107.61,0.97
SMR,132.57,145.42,60.84,81.69,-15.82,-73.31,99,98,98,38,5,17.81,0.98,11.91,9.71,1.56
LBPH,129.27,137.1,56.4,121.29,52.91,213.76,99,97,99,97,99,59.4,1.0,39.97,30.18,0.73
EVGO,127.06,132.87,29.44,6.63,-53.69,-46.28,99,94,82,11,14,8.26,1.0,5.65,3.61,0.37
WVE,122.75,134.36,-7.78,-2.22,-6.49,-8.76,99,54,68,56,54,14.83,0.96,8.36,6.6,0.52
NOVV,120.37,125.21,158.1,-8.75,-3.34,-6.52,99,99,54,65,62,37.0,1.0,29.6,17.9,0.0
LUMN,120.21,148.86,194.58,-15.91,-27.47,-44.44,99,99,38,25,15,6.13,0.81,6.32,3.32,1.0
CRMD,119.66,106.03,52.86,1.29,20.87,-28.79,99,97,74,92,25,12.04,1.0,8.21,5.98,0.89
COMM,118.49,124.92,155.66,-31.48,-72.24,-51.6,99,99,21,6,12,5.97,0.4,5.41,2.83,0.44
CURI,102.54,130.7,83.4,24.04,38.46,-53.6,98,98,93,96,11,2.33,0.88,1.9,1.38,0.49
LASE,100.0,122.91,381.9,6.92,7.99,-63.47,98,99,82,83,8,5.75,0.37,7.0,3.75,0.27
WULF,99.74,64.7,57.64,124.25,13.25,-19.69,98,97,99,88,34,6.53,1.0,4.71,3.83,1.16
LTBR,98.53,95.77,-28.96,-25.97,-44.44,-37.69,98,24,25,14,19,7.14,1.0,3.6,3.08,4.84
TISI,95.81,114.98,58.59,6.23,-14.85,-22.84,98,98,81,39,30,20.3,0.91,17.27,11.31,1.07
APP,93.93,81.34,76.9,33.14,53.83,28.42,98,98,96,97,95,158.95,1.0,122.49,93.61,0.63
ESGL,92.61,99.41,113.68,-10.88,-85.37,-93.18,98,99,48,3,2,1.99,0.15,1.81,1.25,0.73
EOSE,91.97,102.66,57.07,12.08,-64.99,-61.98,98,97,87,8,8,3.1,0.63,2.75,1.71,0.38
SRRK,89.93,102.6,-33.16,-35.12,17.49,41.82,98,21,18,90,97,29.1,0.94,14.69,12.05,0.33
TIL,89.72,116.59,375.18,15.02,-1.27,-20.56,98,99,89,69,33,33.58,0.27,41.97,21.38,0.16
GDS,88.6,83.48,79.78,11.16,-41.09,-61.24,98,98,86,16,9,22.44,0.81,19.51,12.65,0.59
TKNO,87.1,112.4,62.1,-21.4,-32.12,-14.29,98,98,30,21,42,6.54,0.88,5.29,3.29,0.55
RKLB,86.43,83.26,37.87,-4.45,-33.71,-11.85,98,96,64,20,47,11.16,1.0,8.52,5.92,0.46
NXL,86.28,34.44,-21.82,52.71,106.45,-41.35,98,31,97,99,16,1.79,0.68,0.93,1.19,2.0
JVA,86.06,92.14,97.21,93.33,29.28,-29.23,98,98,99,94,24,3.46,0.99,2.84,2.16,0.56
CVNA,82.26,81.32,88.14,76.96,56.51,46.83,98,98,98,97,97,197.35,1.0,169.04,132.59,0.54
EWTX,82.19,92.85,73.49,54.16,41.98,46.68,98,98,97,96,97,34.42,0.96,25.91,20.59,0.32
TECX,81.52,88.42,7.32,-12.84,-15.85,-7.2,98,80,43,38,60,36.31,0.97,26.25,19.14,0.57
GATO,81.12,71.04,59.85,54.96,55.73,2.49,98,98,97,97,78,19.96,1.0,15.48,12.59,0.87
CMPO,80.97,80.27,74.93,13.69,-3.36,-28.92,98,98,88,64,25,15.35,1.0,13.34,9.3,0.38
TVTX,80.65,82.15,66.65,-1.91,-53.05,-46.54,98,98,68,11,14,17.97,0.72,13.96,9.65,0.26
RCAT,80.37,102.7,127.38,72.66,14.1,-32.0,98,99,98,88,22,2.85,0.81,3.04,1.94,0.5
BVS,80.14,83.52,89.3,37.33,10.06,46.81,98,98,96,85,97,12.97,1.0,11.4,7.83,0.31
OKLO,79.83,58.65,-25.79,-27.62,8.61,-8.11,98,27,23,84,57,20.83,1.0,10.16,9.93,3.35
FTEL,79.47,58.6,53.43,180.76,130.32,-13.97,98,97,99,99,43,21.34,0.65,16.61,16.76,0.83
KINS,78.26,80.52,102.09,40.64,68.79,33.54,98,99,97,98,96,9.89,0.98,9.33,6.6,0.28
VHI,77.01,76.75,54.39,-5.33,3.14,-21.42,98,97,62,76,32,37.26,1.0,32.14,22.55,0.62
PSNL,76.88,87.36,153.91,126.13,-27.24,-33.64,98,99,99,25,21,4.7,0.74,5.29,3.12,0.26
PPTA,76.01,69.4,60.49,37.76,51.82,-26.7,98,98,96,97,26,10.69,1.0,9.29,7.13,0.47
PCT,74.82,68.69,55.94,-9.17,-25.56,-58.1,98,97,53,26,10,11.19,0.98,8.5,6.63,0.49
CNVS,73.9,76.39,-35.86,-37.84,-48.55,-70.36,98,19,17,13,6,2.27,0.13,1.22,1.03,1.89
QTTB,73.87,83.91,101.89,40.04,21.22,-48.99,98,99,96,92,12,46.7,0.94,45.57,32.76,0.54
POET,73.18,79.38,44.25,27.86,-63.9,-75.16,98,96,94,8,5,3.89,0.65,3.59,2.65,0.33
RGS,73.14,77.97,76.49,106.13,-66.79,-55.97,98,98,99,7,10,25.95,0.74,24.64,16.99,0.34
ETON,72.87,73.97,19.78,-22.23,-25.63,-3.96,98,91,29,26,68,8.38,1.0,6.18,4.41,0.36
AGX,71.9,79.41,45.44,28.48,28.33,-2.86,98,97,94,94,70,125.16,0.96,101.04,79.71,0.74
ATYR,70.94,54.71,-2.06,-11.64,-16.44,-26.98,98,66,46,37,26,3.35,1.0,2.16,1.89,1.73
SNAL,70.23,63.7,-28.33,-33.42,-26.48,-36.51,98,25,20,26,19,2.01,0.56,1.16,0.98,0.1
JG,69.49,56.94,55.11,-22.58,-30.17,-51.92,98,97,29,23,11,6.59,0.28,5.8,3.92,0.59
EXK,69.18,48.97,22.1,53.85,-5.67,-47.39,98,92,97,58,13,5.49,1.0,3.96,3.66,1.24
RDW,68.51,64.04,39.5,67.16,8.45,-16.44,98,96,98,84,38,8.9,1.0,7.19,6.1,0.88
HTCR,68.03,37.85,-15.46,-15.87,-5.76,-58.44,98,39,38,58,10,1.39,0.67,0.83,0.8,1.13
EBS,67.37,73.01,34.28,164.67,-57.03,-75.8,98,95,99,10,5,9.23,0.39,8.4,7.13,0.49
SPRY,66.88,62.24,66.75,33.92,21.28,-14.07,98,98,96,92,43,16.79,1.0,14.12,11.08,0.52
DCTH,66.76,68.24,45.42,52.27,-2.46,-24.7,98,96,97,66,28,11.37,1.0,9.61,7.9,1.0
AZ,66.61,81.27,-26.86,-36.49,-76.15,-44.79,98,26,17,5,15,4.21,0.54,2.42,1.68,1.94
