Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1031.9,-29.55,-17.97,-50.14,-46.78,-29.18,99,36,12,13,22,21.7,1.0,3.2,1.81,9.61
CHSN,320.46,348.43,-30.82,-22.39,-13.16,-43.56,99,23,32,45,14,12.24,0.81,5.32,3.12,0.0
CAPR,198.4,201.83,-8.98,-21.07,21.48,-9.61,99,52,33,91,48,18.49,0.83,9.47,6.64,1.06
DOGZ,188.83,226.47,191.13,55.01,-35.66,-70.67,99,99,98,18,5,37.26,0.92,28.11,17.2,0.92
WLGS,188.23,139.08,88.22,-31.59,-55.49,-51.8,99,98,22,10,11,2.4,0.72,1.26,0.8,3.1
WGS,182.22,219.74,154.6,223.43,60.38,-53.19,99,99,99,97,10,56.0,0.93,42.21,29.06,1.45
SEZL,178.71,142.07,148.75,82.86,105.3,28.28,99,99,98,98,94,218.79,1.0,155.52,103.8,1.07
SMMT,165.49,158.29,426.35,111.72,31.65,36.35,99,99,99,94,96,21.57,0.67,18.77,10.72,0.57
WAVE,164.12,128.13,36.79,1.91,50.32,-40.18,99,96,80,96,15,7.9,1.0,4.68,3.52,5.8
CLOV,161.45,164.68,123.88,26.35,-39.92,-14.35,99,99,94,16,39,4.18,1.0,3.23,1.82,1.1
INSG,158.4,167.76,189.86,128.45,-57.84,-72.51,99,99,99,9,5,19.68,0.87,16.26,10.32,0.87
HROW,154.19,137.04,143.1,45.72,-25.84,-46.97,99,99,97,26,12,56.41,1.0,45.18,27.32,0.92
ASTS,153.98,126.01,239.23,143.82,-55.12,-22.86,99,99,99,10,28,28.49,0.86,27.95,15.02,0.62
CRVS,152.15,130.93,115.51,-5.26,-30.32,28.55,99,99,68,22,94,7.21,1.0,5.22,3.13,1.92
WLFC,151.85,132.82,82.97,26.56,-3.2,-10.85,99,98,94,68,45,196.85,1.0,133.25,87.8,1.82
GEVO,148.5,98.49,18.31,-46.56,-52.36,-35.14,99,90,13,11,19,2.65,1.0,1.37,0.88,3.1
RAIL,147.27,182.23,167.67,-8.91,14.86,-22.9,99,99,61,88,28,11.84,0.89,9.52,5.54,0.67
SMR,143.9,84.8,49.11,143.51,-12.95,-68.96,99,97,99,46,6,18.02,1.0,11.02,9.29,3.14
NOVVU,143.49,151.89,197.17,-14.92,-7.68,-3.89,99,99,44,59,65,41.0,1.0,29.84,17.78,0.0
NEON,138.97,174.38,227.76,6.93,-59.48,-61.42,99,99,85,9,8,7.8,0.57,7.49,4.02,0.2
LBPH,137.85,63.73,64.41,129.66,65.65,219.04,99,98,99,98,99,59.17,1.0,37.49,28.92,6.69
EVGO,135.92,111.04,39.5,17.06,-50.84,-45.44,99,96,91,12,13,8.34,1.0,5.21,3.42,0.83
CURI,133.29,95.39,99.55,32.06,45.5,-53.62,99,99,95,96,10,2.61,1.0,1.78,1.34,2.13
LUMN,129.96,139.04,184.32,-30.27,-26.99,-34.94,99,99,23,25,19,6.18,0.82,6.25,3.15,0.48
LASE,128.9,218.22,177.03,4.52,-2.14,-65.54,99,99,83,70,7,6.38,0.42,6.78,3.62,0.45
TIL,128.57,152.88,565.18,13.11,-2.86,-37.16,99,99,89,69,17,39.46,0.33,39.82,20.69,0.45
NOVV,126.07,132.89,169.64,-10.72,-6.52,-5.51,99,99,56,62,61,37.0,1.0,27.23,17.05,0.0
WVE,124.95,35.99,-4.01,-7.55,7.84,-1.79,98,62,63,83,70,14.61,1.0,7.37,6.29,3.1
TISI,117.21,112.76,84.94,-1.13,-10.64,-16.55,98,98,75,51,35,22.12,1.0,16.25,10.88,1.08
COMM,111.45,129.89,125.68,-40.73,-69.59,-50.8,98,99,16,6,11,5.65,0.38,5.17,2.66,0.7
EOSE,108.25,100.37,80.47,30.74,-60.25,-67.33,98,98,95,9,6,3.32,0.68,2.65,1.65,1.42
ESGL,102.19,115.03,106.96,-24.72,-87.45,-92.17,98,99,29,2,2,2.04,0.16,1.76,1.2,0.65
PRQR,101.44,-14.65,-11.56,-11.33,9.3,0.9,98,46,54,85,74,4.49,1.0,2.19,2.01,9.13
CRMD,97.41,95.65,47.4,2.04,29.22,-24.04,98,97,80,93,26,10.49,1.0,7.43,5.7,0.78
RCAT,96.64,124.37,135.18,62.58,-13.04,-28.78,98,99,98,46,22,3.04,0.88,3.02,1.86,1.4
SRRK,95.04,81.93,-38.08,-33.53,11.47,55.85,98,18,21,86,97,29.25,1.0,12.58,11.63,0.98
JVA,94.47,79.06,40.66,54.81,13.1,-34.95,98,96,97,87,19,3.52,1.0,2.72,2.09,1.11
EWTX,93.28,79.42,19.97,61.33,49.58,13.76,98,91,98,96,89,35.51,1.0,24.31,20.05,0.92
QTTB,87.75,87.74,96.1,22.94,51.17,-48.72,98,98,93,97,12,49.64,1.0,44.68,31.8,0.88
TVTX,86.6,71.33,51.25,-5.61,-50.85,-42.2,98,97,67,12,14,18.25,0.73,13.07,9.32,0.67
KINS,84.96,87.93,103.59,40.54,74.59,33.78,98,99,97,98,95,10.0,0.99,9.37,6.42,0.79
NISN,84.37,99.06,126.97,95.65,36.36,4.64,98,99,98,95,80,13.53,0.64,13.23,8.77,1.14
TKNO,84.15,64.11,43.91,-55.24,-20.94,-5.77,98,97,10,32,60,6.26,1.0,5.03,3.12,2.35
POET,83.5,72.36,41.5,24.73,-64.47,-67.81,98,96,94,8,6,4.12,0.69,3.49,2.57,1.04
LENZ,83.47,78.54,85.13,154.99,407.95,-1.83,98,98,99,99,70,26.32,1.0,23.75,20.52,1.0
CVNA,82.58,88.87,59.58,85.35,63.71,44.84,98,98,98,97,97,191.92,1.0,164.96,128.97,0.79
TECX,81.96,61.12,-2.95,-12.71,-13.58,-0.1,98,64,49,45,73,35.93,1.0,24.18,18.4,1.03
RKLB,81.83,68.67,40.33,0.4,-32.78,-5.45,98,96,77,21,61,10.68,1.0,8.05,5.68,1.1
GDS,80.81,86.68,51.71,7.49,-46.04,-52.5,98,97,86,13,10,21.16,0.75,18.44,12.11,0.95
AGX,80.52,64.72,41.5,26.59,20.77,-0.63,98,96,94,91,72,129.1,1.0,95.85,77.23,2.23
CMPO,79.46,75.04,65.24,5.43,-5.62,-26.1,98,98,84,64,25,14.95,1.0,12.9,9.03,0.99
APP,79.35,89.36,63.46,37.46,72.31,33.96,98,98,96,98,95,143.0,0.97,115.01,90.54,0.92
RGS,79.24,85.77,82.98,46.5,-60.38,-57.66,98,98,97,9,9,26.49,0.75,24.33,16.38,0.23
MESO,79.12,87.03,29.71,77.78,15.82,-65.44,98,94,98,89,7,9.93,0.9,7.75,7.14,0.96
PSNL,78.75,88.48,164.35,-3.19,-31.51,-22.86,98,99,72,21,28,4.62,0.73,5.4,3.01,0.44
BVS,78.72,77.59,85.41,24.32,10.57,58.18,98,98,94,85,97,12.55,1.0,10.93,7.56,0.54
ETON,75.65,70.13,15.01,-25.75,-23.08,2.55,98,88,27,29,77,8.4,1.0,5.75,4.26,1.16
ZETA,74.06,88.45,85.76,43.37,18.48,-2.39,98,98,97,90,68,30.0,0.93,27.98,20.29,0.96
VHI,73.21,76.69,53.69,5.47,-3.04,-16.94,98,97,84,68,35,35.69,1.0,30.78,21.85,0.82
POWL,71.78,68.16,18.59,9.2,29.55,14.34,98,90,87,93,89,275.58,1.0,205.42,170.25,0.85
SWIM,71.38,71.48,70.36,-19.43,0.44,-31.97,98,98,36,74,20,7.1,1.0,6.47,4.5,1.2
EUDA,70.45,49.35,45.15,117.81,31.55,6.86,98,97,99,94,82,4.5,0.42,4.02,3.17,1.07
EBS,69.9,67.03,65.0,149.08,-59.63,-73.56,98,98,99,9,5,9.14,0.38,8.53,6.9,0.36
BGM,68.93,60.02,55.6,39.66,-7.84,-43.04,98,97,97,59,14,7.7,0.88,6.93,5.16,0.39
RNA,68.89,67.55,72.77,146.97,93.29,-15.97,98,98,99,98,36,48.52,1.0,44.39,37.09,0.48
CHCI,67.64,69.16,34.07,8.26,23.41,-4.54,98,95,86,92,63,11.51,0.98,8.99,7.32,0.68
AUR,66.43,58.06,51.89,12.97,5.72,30.91,98,97,89,81,95,6.2,1.0,5.0,3.71,0.71
FTAI,66.02,71.78,65.56,54.98,55.22,33.69,98,98,98,97,95,145.29,0.99,129.26,101.16,0.86
CAVA,65.55,69.07,75.0,35.98,30.52,2.4,98,98,96,94,77,134.29,1.0,122.07,94.09,0.53
VST,65.22,66.85,28.26,54.04,71.98,23.68,98,94,97,98,93,127.27,0.9,102.64,89.15,1.28
PPTA,65.17,62.68,69.43,23.39,41.87,-21.54,98,98,93,96,29,9.83,1.0,9.03,6.91,0.46
SNAL,64.33,67.25,-32.74,-36.7,-27.94,-29.72,98,21,18,24,22,1.93,0.52,1.04,0.95,0.41
PRM,64.24,62.54,67.76,22.37,20.04,-37.92,98,98,93,91,17,13.4,1.0,12.18,9.32,0.77
