Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1623.48,-29.55,-17.97,-50.14,-46.78,-29.18,99,36,12,13,22,38.49,1.0,4.88,2.37,9.74
CHSN,322.2,348.43,-30.82,-22.39,-13.16,-43.56,99,23,32,45,14,12.24,0.81,5.32,3.12,0.0
WAVE,246.72,128.13,36.79,1.91,50.32,-40.18,99,96,80,96,15,10.5,1.0,4.94,3.61,5.91
CAPR,246.71,201.83,-8.98,-21.07,21.48,-9.61,99,52,33,91,48,21.6,1.0,9.78,6.75,0.56
LASE,205.19,218.22,177.03,4.52,-2.14,-65.54,99,99,83,70,7,8.6,0.58,7.0,3.7,0.24
WGS,202.45,219.74,154.6,223.43,60.38,-53.19,99,99,99,97,10,59.99,1.0,42.61,29.2,0.61
DOGZ,199.6,226.47,191.13,55.01,-35.66,-70.67,99,99,98,18,5,38.56,0.95,28.24,17.24,0.68
WLGS,192.88,139.08,88.22,-31.59,-55.49,-51.8,99,98,22,10,11,2.43,0.73,1.26,0.8,3.96
SMMT,169.79,158.29,426.35,111.72,31.65,36.35,99,99,99,94,96,21.84,0.68,18.8,10.73,0.31
CLOV,159.59,164.68,123.88,26.35,-39.92,-14.35,99,99,94,16,39,4.13,1.0,3.23,1.82,0.47
SEZL,157.91,142.07,148.75,82.86,105.3,28.28,99,99,98,98,94,200.71,1.0,153.71,103.2,0.67
NEON,148.5,174.38,227.76,6.93,-59.48,-61.42,99,99,85,9,8,8.09,0.6,7.52,4.03,0.15
RAIL,147.33,182.23,167.67,-8.91,14.86,-22.9,99,99,61,88,28,11.79,0.88,9.52,5.53,0.57
NOVVU,144.53,151.89,197.17,-14.92,-7.68,-3.89,99,99,44,59,65,41.0,1.0,29.84,17.78,0.0
INSG,144.17,167.76,189.86,128.45,-57.84,-72.51,99,99,99,9,5,18.46,0.81,16.14,10.27,0.43
HROW,142.68,137.04,143.1,45.72,-25.84,-46.97,99,99,97,26,12,53.49,1.0,44.89,27.22,0.59
