Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,987.59,1385.93,-21.16,-31.59,-51.67,-28.73,99,30,19,12,23,45.02,0.92,14.93,5.71,0.09
MNPR,304.75,352.33,103.22,9.56,-7.26,-70.94,99,99,80,57,6,16.21,0.87,6.87,4.53,0.55
WGS,273.22,182.06,157.93,211.48,86.91,-54.37,99,99,99,98,10,84.02,1.0,49.87,33.32,2.57
CHSN,271.98,249.28,22.02,-23.9,-17.58,-49.52,99,92,25,37,12,11.91,0.79,7.22,3.76,0.15
DOGZ,249.47,311.98,144.76,58.66,-41.53,-73.95,99,99,97,16,5,51.33,0.9,35.2,20.43,0.16
WLGS,245.47,175.26,88.21,-26.82,-48.27,-45.04,99,98,22,13,14,3.16,1.0,1.75,0.96,0.14
LTBR,231.34,105.6,-20.73,-23.83,-43.92,-38.05,99,31,25,15,17,12.31,1.0,4.58,3.4,4.63
CAPR,219.23,234.48,91.19,-18.84,5.35,-18.26,99,98,30,80,34,21.99,1.0,13.03,7.66,0.2
CRVS,184.9,179.61,101.93,24.13,-33.81,7.93,99,99,92,20,83,8.89,1.0,6.11,3.59,1.06
WAVE,183.7,198.76,74.93,-0.01,11.83,-50.18,99,98,66,86,12,9.09,0.99,5.75,4.04,0.92
FTEL,182.41,167.76,57.7,92.91,126.35,30.61,99,97,98,99,95,35.94,1.0,19.62,18.05,0.48
RAIL,172.78,192.0,132.03,-3.64,13.6,-14.99,99,99,59,87,39,14.23,0.97,11.4,6.27,0.43
SMR,170.97,141.74,84.3,74.58,4.07,-62.5,99,98,98,78,8,21.61,1.0,13.27,10.25,1.26
SGMO,163.25,105.48,24.46,21.12,-42.97,-69.37,99,93,90,15,6,2.0,0.46,1.03,0.74,1.82
NXL,158.4,137.62,-21.16,52.8,100.12,-53.37,99,30,97,99,11,2.61,1.0,1.14,1.21,2.39
SEZL,150.76,159.59,156.43,76.86,77.68,108.05,99,99,98,98,99,216.42,0.96,173.94,113.26,0.46
SMMT,147.12,152.21,199.86,173.65,35.62,69.38,99,99,99,95,98,21.83,0.68,20.58,11.87,0.25
COMM,143.64,128.85,146.85,-18.87,-71.77,-50.1,99,99,30,6,12,6.87,0.72,5.69,3.03,0.74
GEVO,140.61,169.52,69.99,-44.22,-49.5,-39.78,99,98,13,12,16,2.7,0.83,1.83,1.04,0.58
