Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1345.3,1855.95,-19.96,-36.85,-50.63,-28.32,99,33,17,12,25,47.0,1.0,10.34,4.18,0.78
SNYR,891.04,442.28,413.42,337.43,-28.05,-43.56,99,99,99,24,15,9.0,1.0,3.19,1.44,9.78
DOGZ,245.1,207.66,133.91,53.75,-36.16,-76.16,99,99,97,19,5,46.87,1.0,31.05,18.66,0.46
CHSN,241.83,318.93,12.1,-22.27,-21.64,-50.86,99,86,29,30,12,10.3,0.67,6.18,3.41,0.64
CAPR,229.43,202.89,-0.38,-13.93,0.42,-18.14,99,69,41,72,36,21.39,0.99,11.25,7.14,0.42
WGS,170.07,200.33,156.31,206.94,66.97,-57.75,99,99,99,98,10,56.08,0.93,44.77,30.76,0.48
GEVO,165.67,189.91,34.34,-45.08,-47.95,-44.22,99,95,13,13,15,2.91,0.92,1.63,0.97,1.33
RAIL,157.4,169.22,176.74,-9.82,16.28,-22.76,99,99,51,90,30,12.73,0.97,10.41,5.87,0.46
CRVS,156.07,151.2,138.93,3.86,-34.31,7.03,99,99,78,20,84,7.56,1.0,5.57,3.32,1.58
WLGS,153.7,226.41,84.32,-32.27,-42.72,-51.4,99,98,20,15,12,2.18,0.64,1.46,0.87,0.46
WAVE,152.86,151.08,24.54,-1.85,70.86,-48.35,99,92,69,98,13,7.7,1.0,5.06,3.73,0.84
INSG,145.77,152.82,174.16,88.28,-42.75,-73.53,99,99,98,15,5,19.26,0.85,16.95,10.85,0.42
HROW,138.73,157.8,132.9,57.72,-35.37,-49.65,99,99,98,19,12,54.22,0.93,46.81,28.72,0.97
SMMT,138.7,160.3,271.21,115.25,28.2,59.26,99,99,99,94,98,20.03,0.62,19.58,11.23,0.24
NOVVU,138.5,142.57,183.03,-6.82,-3.93,-4.85,99,99,59,63,66,41.0,1.0,32.57,18.76,0.0
WLFC,134.63,158.3,94.33,30.76,2.12,-11.64,99,98,95,74,47,188.05,0.91,142.71,92.62,1.33
NEON,134.46,177.94,324.84,49.06,-46.99,-62.82,99,99,97,13,8,7.94,0.59,8.16,4.28,0.18
SEZL,133.46,185.62,155.12,74.79,77.11,136.53,99,99,98,98,99,190.17,0.84,162.82,107.55,0.87
LBPH,131.86,137.1,56.4,121.29,52.91,213.76,99,97,99,97,99,59.55,1.0,39.98,30.19,0.8
CLOV,131.76,149.79,110.61,38.64,-40.85,-18.24,99,99,96,16,36,3.78,0.92,3.31,1.92,0.66
SMR,128.46,145.42,60.84,81.69,-15.82,-73.31,99,98,98,38,5,17.32,0.95,11.86,9.69,1.65
COMM,127.85,124.92,155.66,-31.48,-72.24,-51.6,99,99,21,6,12,6.18,0.42,5.44,2.84,0.82
ASTS,127.43,150.07,184.23,138.43,-53.99,-42.79,99,99,99,11,16,26.26,0.79,27.44,15.79,0.46
CRMD,127.06,106.03,52.86,1.29,20.87,-28.79,99,97,74,92,25,12.35,1.0,8.24,5.99,1.4
EVGO,122.43,132.87,29.44,6.63,-53.69,-46.28,99,94,82,11,14,8.01,0.96,5.63,3.6,0.52
WVE,122.41,134.36,-7.78,-2.22,-6.49,-8.76,99,54,68,56,54,14.67,0.95,8.34,6.6,0.67
NOVV,122.33,125.21,158.1,-8.75,-3.34,-6.52,99,99,54,65,62,37.0,1.0,29.6,17.9,0.0
LUMN,122.17,148.86,194.58,-15.91,-27.47,-44.44,98,99,38,25,15,6.13,0.81,6.32,3.32,1.08
SGMO,111.11,27.62,38.44,-45.19,-44.08,-69.94,98,96,13,15,6,1.54,0.3,0.92,0.7,5.06
TISI,109.97,114.98,58.59,6.23,-14.85,-22.84,98,98,81,39,30,21.63,0.98,17.41,11.36,1.22
LASE,109.86,122.91,381.9,6.92,7.99,-63.47,98,99,82,83,8,5.99,0.39,7.03,3.76,0.29
WULF,97.66,64.7,57.64,124.25,13.25,-19.69,98,97,99,88,34,6.4,1.0,4.69,3.82,1.36
CURI,97.59,130.7,83.4,24.04,38.46,-53.6,98,98,93,96,11,2.25,0.84,1.89,1.38,0.53
APP,96.19,81.34,76.9,33.14,53.83,28.42,98,98,96,97,95,159.4,1.0,122.53,93.62,0.84
EOSE,92.18,102.66,57.07,12.08,-64.99,-61.98,98,97,87,8,8,3.07,0.62,2.75,1.71,0.55
LTBR,90.58,95.77,-28.96,-25.97,-44.44,-37.69,98,24,25,14,19,6.78,0.95,3.56,3.07,4.91
BVS,86.08,83.52,89.3,37.33,10.06,46.81,98,98,96,85,97,13.29,1.0,11.43,7.84,0.49
EWTX,85.83,92.85,73.49,54.16,41.98,46.68,98,98,97,96,97,34.81,0.97,25.95,20.6,0.4
JG,85.52,56.94,55.11,-22.58,-30.17,-51.92,98,97,29,23,11,7.17,0.31,5.86,3.94,1.22
TKNO,84.87,112.4,62.1,-21.4,-32.12,-14.29,98,98,30,21,42,6.4,0.85,5.28,3.28,0.8
SRRK,84.32,102.6,-33.16,-35.12,17.49,41.82,98,21,18,90,97,27.95,0.89,14.57,12.01,0.41
RKLB,84.04,83.26,37.87,-4.45,-33.71,-11.85,98,96,64,20,47,10.91,1.0,8.5,5.91,0.59
CVNA,83.88,81.32,88.14,76.96,56.51,46.83,98,98,98,97,97,197.34,1.0,169.04,132.59,0.7
ESGL,83.85,99.41,113.68,-10.88,-85.37,-93.18,98,99,48,3,2,1.88,0.14,1.8,1.25,1.82
GDS,83.33,83.48,79.78,11.16,-41.09,-61.24,98,98,86,16,9,21.59,0.77,19.42,12.62,0.56
TVTX,82.17,82.15,66.65,-1.91,-53.05,-46.54,98,98,68,11,14,17.96,0.72,13.96,9.65,0.38
CMPO,81.68,80.27,74.93,13.69,-3.36,-28.92,98,98,88,64,24,15.27,1.0,13.33,9.3,0.47
TIL,81.67,116.59,375.18,15.02,-1.27,-20.56,98,99,89,69,33,31.81,0.26,41.79,21.32,0.18
PHUN,81.56,-13.67,-63.21,-52.43,-60.5,-50.44,98,8,11,9,12,14.14,0.17,4.9,5.47,6.43
GATO,80.35,71.04,59.85,54.96,55.73,2.49,98,98,97,97,78,19.69,1.0,15.45,12.58,0.92
KINS,80.04,80.52,102.09,40.64,68.79,33.54,98,99,96,98,96,9.9,0.98,9.33,6.6,0.27
QTTB,79.34,83.91,101.89,40.04,21.22,-48.99,98,99,96,92,12,47.78,0.97,45.68,32.8,0.64
FTEL,79.27,58.6,53.43,180.76,130.32,-13.97,98,97,99,99,43,21.12,0.64,16.59,16.76,0.83
AZ,78.9,81.27,-26.86,-36.49,-76.15,-44.79,98,26,17,5,15,4.49,0.58,2.45,1.69,2.0
PSNL,78.09,87.36,153.91,126.13,-27.24,-33.64,98,99,99,25,21,4.69,0.74,5.29,3.12,0.39
RCAT,74.58,102.7,127.38,72.66,14.1,-32.0,98,99,98,88,22,2.73,0.77,3.03,1.93,0.61
TECX,74.37,88.42,7.32,-12.84,-15.85,-7.2,98,80,43,38,60,34.51,0.92,26.07,19.08,0.64
PCT,74.1,68.69,55.94,-9.17,-25.56,-58.1,98,97,53,26,10,11.04,0.96,8.48,6.62,0.63
JVA,73.56,92.14,97.21,93.33,29.28,-29.23,98,98,98,94,24,3.19,0.89,2.82,2.15,0.79
LENZ,72.22,93.93,81.46,154.3,262.31,-1.84,98,98,99,99,72,25.3,0.9,24.18,20.67,1.38
POET,71.26,79.38,44.25,27.86,-63.9,-75.16,98,96,94,8,5,3.81,0.63,3.58,2.65,0.39
RZLT,69.82,55.66,83.37,104.34,101.63,-46.19,98,98,99,98,14,5.36,0.93,4.86,4.17,1.77
VHI,69.6,76.75,54.39,-5.33,3.14,-21.42,98,97,62,76,32,35.32,0.95,31.95,22.48,0.66
ETON,69.39,73.97,19.78,-22.23,-25.63,-3.96,98,91,29,26,68,8.13,0.96,6.16,4.4,0.56
PPTA,69.06,69.4,60.49,37.76,51.82,-26.7,98,98,96,97,26,10.16,1.0,9.24,7.12,0.6
RAYA,69.05,9.1,-28.16,-17.09,-48.92,-51.4,98,25,36,12,12,1.53,0.37,0.87,0.83,2.41
ATYR,68.98,54.71,-2.06,-11.64,-16.44,-26.98,98,66,46,37,26,3.28,1.0,2.15,1.89,1.86
SKE,68.65,62.35,55.85,19.04,-9.01,-28.27,98,97,91,49,25,10.24,1.0,8.66,6.46,0.73
EXK,67.99,48.97,22.1,53.85,-5.67,-47.39,98,92,97,58,13,5.4,1.0,3.95,3.65,1.43
RDW,67.62,64.04,39.5,67.16,8.45,-16.44,98,96,98,84,38,8.77,1.0,7.17,6.09,1.21
AGX,67.23,79.41,45.44,28.48,28.33,-2.86,98,96,94,94,70,120.53,0.91,100.58,79.55,1.08
APLT,66.8,67.88,60.35,29.52,49.5,34.49,98,98,95,97,96,8.97,1.0,7.29,5.72,0.46
SNAL,66.79,63.7,-28.33,-33.42,-26.48,-36.51,98,25,20,26,19,1.95,0.53,1.16,0.98,0.17
MESO,66.76,78.95,38.97,66.11,17.34,-65.69,98,96,98,90,7,9.37,0.84,8.03,7.28,1.0
BGM,66.05,67.64,85.07,58.67,-0.93,-47.38,98,98,98,69,13,7.62,0.87,7.13,5.3,1.79
EUDA,65.99,57.72,49.17,115.08,26.71,1.66,98,97,99,93,77,4.45,0.41,3.97,3.25,0.81
CAVA,65.96,66.17,77.27,30.83,25.28,8.77,98,98,95,93,85,136.56,1.0,125.94,96.34,0.36
