Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
AGBA,425.87,36.66,55.12,106.15,-54.01,-72.7,99,97,99,11,5,4.88,1.0,1.58,1.32,0.13
CHSN,319.25,348.43,-30.82,-22.39,-13.16,-43.56,99,23,32,45,14,12.24,0.81,5.32,3.12,0.0
DOGZ,248.26,226.47,191.13,55.01,-35.66,-70.67,99,99,98,18,5,45.62,1.0,28.95,17.48,0.18
CAPR,214.0,201.83,-8.98,-21.07,21.48,-9.61,99,52,33,91,48,19.58,0.89,9.58,6.68,0.13
LASE,203.0,218.22,177.03,4.52,-2.14,-65.54,99,99,83,70,7,8.6,0.58,7.0,3.7,0.08
WGS,199.14,219.74,154.6,223.43,60.38,-53.19,99,99,99,97,10,59.75,1.0,42.59,29.19,0.2
WAVE,189.46,128.13,36.79,1.91,50.32,-40.18,99,96,80,96,15,8.73,1.0,4.76,3.55,2.24
WLGS,164.65,139.08,88.22,-31.59,-55.49,-51.8,99,98,22,10,11,2.2,0.65,1.24,0.79,0.13
NEON,161.75,174.38,227.76,6.93,-59.48,-61.42,99,99,85,9,8,8.61,0.64,7.57,4.04,0.05
CLOV,157.12,164.68,123.88,26.35,-39.92,-14.35,99,99,94,16,39,4.12,1.0,3.23,1.82,0.15
TIL,150.53,152.88,565.18,13.11,-2.86,-37.16,99,99,89,69,17,43.58,0.38,40.23,20.82,0.15
RAIL,149.9,182.23,167.67,-8.91,14.86,-22.9,99,99,61,88,28,12.01,0.91,9.54,5.54,0.28
SMMT,149.27,158.29,426.35,111.72,31.65,36.35,99,99,99,94,96,20.25,0.63,18.64,10.67,0.1
INSG,145.66,167.76,189.86,128.45,-57.84,-72.51,99,99,99,9,5,18.72,0.83,16.16,10.28,0.17
NOVVU,142.76,151.89,197.17,-14.92,-7.68,-3.89,99,99,44,59,65,41.0,1.0,29.84,17.78,0.0
SEZL,140.38,142.07,148.75,82.86,105.3,28.28,99,99,98,98,94,187.83,1.0,152.42,102.77,0.21
CRVS,137.42,130.93,115.51,-5.26,-30.32,28.55,99,99,68,22,94,6.79,1.0,5.18,3.12,0.39
LBPH,136.45,63.73,64.41,129.66,65.65,219.04,99,98,99,98,99,58.99,1.0,37.47,28.92,5.91
RCAT,133.62,124.37,135.18,62.58,-13.04,-28.78,99,99,98,46,22,3.65,1.0,3.08,1.88,0.48
WLFC,130.56,132.82,82.97,26.56,-3.2,-10.85,99,98,94,68,45,180.0,1.0,131.57,87.24,0.49
HROW,129.73,137.04,143.1,45.72,-25.84,-46.97,99,99,97,26,12,50.89,1.0,44.63,27.13,0.16
LUMN,125.72,139.04,184.32,-30.27,-26.99,-34.94,99,99,23,25,19,6.08,0.8,6.24,3.14,0.09
NOVV,125.39,132.89,169.64,-10.72,-6.52,-5.51,99,99,56,62,61,37.0,1.0,27.23,17.05,0.0
