Ticker,Name,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
4583,台灣精銳,111.14,100.4,112.15,-1.03,-3.83,-8.67,99,99,75,67,28,727.0,0.95,584.55,377.12,0.89
3167,大量,108.98,98.09,24.98,10.23,9.1,16.64,99,93,86,86,89,158.5,1.0,107.51,77.26,0.26
2543,皇昌,108.33,94.3,89.94,94.63,75.81,81.49,99,98,98,99,99,97.7,1.0,74.55,56.34,1.27
2424,隴華,100.76,77.99,44.07,-28.18,-24.88,-13.22,99,96,9,11,14,79.4,1.0,53.29,37.47,1.57
3450,聯鈞,97.41,90.43,77.69,74.73,22.6,15.61,99,98,98,93,87,207.5,1.0,167.55,118.95,1.42
6442,光聖,86.29,68.04,98.99,209.2,56.41,7.46,99,98,99,98,79,422.5,0.77,383.6,301.25,1.56
4569,六方科-KY,82.77,116.02,66.48,-16.84,-11.77,-7.23,99,98,43,50,33,231.5,0.82,183.81,127.38,2.69
6706,惠特,80.16,86.09,64.53,51.04,-36.26,-21.94,98,97,96,2,4,174.0,1.0,148.05,103.66,0.29
8374,羅昇,79.28,106.9,152.13,196.02,-13.5,-12.13,98,99,99,45,16,123.0,0.76,138.75,88.95,0.17
2467,志聖,70.39,54.71,76.15,99.54,71.0,29.25,98,98,98,98,95,247.0,1.0,216.15,172.97,1.45
8028,昇陽半導體,59.34,52.31,61.87,68.66,-17.61,-15.21,98,97,98,29,11,133.5,0.94,127.5,92.9,1.19
3013,晟銘電,56.63,57.7,44.65,27.86,29.88,23.83,98,96,94,95,93,131.0,0.95,118.29,96.54,1.04
4562,穎漢,54.87,79.32,135.01,186.17,-5.63,-8.79,98,99,99,64,27,58.6,0.68,70.06,49.02,0.17
1736,喬山,50.55,58.18,34.22,-7.47,-15.18,-7.02,98,95,66,38,34,150.0,0.98,129.6,102.91,1.19
5234,達興材料,49.91,56.77,24.08,-3.8,17.53,-2.26,98,93,71,91,54,238.5,0.99,193.65,166.3,0.32
1540,喬福,44.99,70.85,101.0,3.43,-7.76,-5.57,98,99,80,60,41,39.85,0.76,42.93,29.68,0.22
3018,隆銘綠能,42.43,45.17,69.04,13.89,-29.93,-7.4,98,98,89,4,32,29.85,0.89,28.47,21.25,0.82
1235,興泰,40.55,50.88,37.2,-4.83,-10.21,-2.0,98,95,70,55,55,147.0,0.95,132.9,101.67,1.08
2486,一詮,39.81,26.87,15.19,90.76,33.68,17.02,98,89,98,96,89,119.0,0.81,98.91,97.93,2.55
3653,健策,39.59,32.95,28.82,34.61,19.33,18.26,97,94,95,92,90,1505.0,1.0,1332.0,1126.6,1.05
3583,辛耘,38.48,31.81,20.12,40.71,64.99,23.8,97,92,96,98,93,488.0,1.0,434.9,383.62,1.58
2524,京城,38.41,49.58,110.79,14.87,19.84,-7.3,97,99,89,92,33,87.1,0.6,109.63,75.09,0.44
2365,昆盈,38.11,58.5,105.73,140.44,30.03,17.8,97,99,99,95,90,46.7,0.68,56.71,42.07,0.3
6449,鈺邦,38.02,33.21,51.71,51.77,15.95,12.03,97,97,97,90,84,167.0,0.99,161.2,138.3,0.71
2399,映泰,37.43,32.2,-17.58,-25.04,-14.07,8.89,97,24,15,43,81,37.7,1.0,26.77,23.67,2.74
6863,永道-KY,36.97,43.7,26.78,23.31,-21.76,-18.57,97,94,92,18,6,291.5,0.98,251.4,215.77,1.23
4956,光鋐,36.87,10.07,42.75,15.76,-4.54,8.38,97,96,90,65,80,34.35,1.0,28.74,24.91,3.93
3149,正達,36.84,22.43,3.98,5.66,-11.63,-8.08,97,79,82,50,30,40.5,1.0,30.51,27.28,3.82
6438,迅得,35.78,23.64,-5.22,-8.69,5.28,-6.62,97,62,63,82,35,182.5,1.0,132.9,125.53,3.49
6807,峰源-KY,35.3,31.3,44.07,23.74,7.81,20.28,97,96,92,85,91,75.4,0.93,72.38,59.57,1.06
3047,訊舟,33.68,41.47,78.39,82.04,-18.0,-2.41,97,98,98,28,54,35.25,0.7,39.54,29.7,0.3
3665,貿聯-KY,32.67,29.7,33.74,13.45,-18.12,-11.26,96,95,88,27,19,456.0,0.97,429.15,341.58,0.79
3535,晶彩科,32.24,49.27,99.7,109.53,1.25,-14.48,96,98,98,76,12,52.0,0.58,65.71,47.04,0.37
2349,錸德,30.91,40.21,45.76,67.36,-23.38,-12.73,96,97,98,14,15,15.45,0.76,15.98,12.32,0.33
2236,百達-KY,29.49,25.55,36.65,4.94,-0.89,10.44,96,95,81,72,83,119.5,1.0,109.88,90.06,0.58
8114,振樺電,29.35,34.46,26.58,24.22,-10.62,1.83,96,94,92,53,67,209.0,0.96,195.45,163.0,0.74
4545,銘鈺,29.24,21.63,30.11,58.03,-13.87,-8.45,96,95,97,43,29,57.7,0.78,54.19,46.87,2.14
9906,欣巴巴,28.56,37.57,101.21,29.21,10.56,-0.67,96,99,94,87,60,137.5,0.55,176.0,125.03,0.41
2359,所羅門,28.47,41.91,65.9,122.3,109.1,2.99,96,98,99,99,70,136.0,0.74,154.45,140.98,0.19
4571,鈞興-KY,28.44,43.73,32.34,19.17,7.53,5.1,96,95,91,84,74,157.0,0.81,150.8,128.13,0.63
3550,聯穎,27.49,35.99,36.42,-17.09,-18.37,-8.76,96,95,43,26,27,24.0,0.79,22.13,17.54,1.53
4977,眾達-KY,27.42,19.56,-12.3,-17.52,-24.59,-25.03,96,40,41,12,3,115.5,0.87,89.11,80.45,2.56
6869,雲豹能源,27.12,31.82,42.25,80.31,22.15,-0.16,96,96,98,93,62,217.5,0.65,224.75,192.73,0.41
8404,百和興業-KY,27.09,24.99,-14.93,-19.42,-25.14,-20.76,95,32,35,11,5,29.05,1.0,20.69,20.08,6.34
00665L,富邦恒生國企正2,26.69,54.81,-9.54,-16.26,-26.52,-33.83,95,51,45,9,1,9.12,0.73,7.33,6.83,2.42
2360,致茂,26.52,22.26,13.28,0.18,-7.91,-8.53,95,88,77,60,29,382.0,1.0,343.65,301.52,1.85
6446,藥華藥,26.48,33.17,55.17,26.13,-19.72,-14.1,95,97,93,23,13,627.0,0.76,676.8,520.38,0.53
6215,和椿,26.06,34.57,66.84,64.16,14.01,-9.76,95,98,97,89,24,60.4,0.81,65.8,55.95,0.23
3312,弘憶股,25.46,32.34,60.65,126.11,46.62,6.76,95,97,99,97,77,68.9,0.63,77.06,68.17,0.42
6873,泓德能源,24.88,28.45,28.75,25.51,5.32,-0.3,95,94,93,82,61,245.0,0.83,250.35,209.11,1.04
1213,大飲,24.81,30.93,40.11,-16.04,-12.14,-1.87,95,96,45,49,55,11.8,0.89,12.12,9.27,0.85
2464,盟立,24.71,33.21,53.4,65.93,3.82,-11.84,95,97,97,80,17,76.9,0.75,81.62,68.88,0.36
6405,悅城,24.59,38.5,42.51,-9.91,-16.52,-5.07,95,96,60,33,43,37.25,0.83,33.57,27.47,1.44
3040,遠見,23.57,29.48,5.04,-14.65,-17.45,-8.38,95,81,49,30,29,47.0,0.9,41.16,35.36,0.86
8070,長華*,23.35,21.66,32.8,-3.09,5.17,-2.99,95,95,72,82,52,60.4,0.85,57.5,49.64,0.62
6937,天虹,22.09,11.85,18.56,3.19,-11.91,-0.94,94,91,79,49,59,317.5,1.0,278.95,243.77,2.01
9935,慶豐富,22.01,32.36,11.81,0.75,-9.2,18.43,94,87,77,57,90,33.45,0.91,31.32,27.07,0.92
4807,日成-KY,21.45,21.84,6.22,-21.19,-20.1,-9.47,94,82,28,21,25,25.5,1.0,22.23,19.3,2.11
6830,汎銓,21.36,5.54,-8.38,-21.77,-17.59,-14.36,94,54,25,29,12,199.5,1.0,155.8,144.48,2.8
2317,鴻海,21.2,21.47,17.42,36.59,25.28,-6.67,94,90,95,94,35,200.0,0.87,183.15,179.8,0.95
00650L,復華香港正2,20.92,45.9,-10.53,-21.36,-29.44,-32.09,94,47,27,5,1,13.55,0.71,11.13,10.33,2.53
5484,慧友,20.58,39.51,78.21,228.4,-8.33,11.66,94,98,99,59,84,56.0,0.41,71.94,55.31,0.58
2420,新巨,20.07,19.25,15.95,6.08,-4.01,0.0,94,90,82,67,62,78.8,1.0,71.05,64.66,0.7
8467,波力-KY,19.87,30.17,52.38,10.24,61.28,83.61,94,97,87,98,99,243.0,0.87,243.4,207.85,0.27
6515,穎崴,19.1,26.62,26.47,11.37,-10.99,7.97,94,93,87,52,80,1210.0,0.87,1182.3,1001.4,1.68
