Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1397.72,1855.95,-19.96,-36.85,-50.63,-28.32,99,33,17,12,25,49.5,1.0,10.59,4.27,0.82
SNYR,890.21,442.28,413.42,337.43,-28.05,-43.56,99,99,99,24,15,9.01,1.0,3.19,1.44,9.74
MNPR,707.15,56.54,39.24,1.4,-9.15,-72.04,99,96,74,49,6,32.66,1.0,7.08,4.61,4.31
DOGZ,312.27,207.66,133.91,53.75,-36.16,-76.16,99,99,97,19,5,56.9,1.0,32.05,18.99,0.67
CAPR,226.18,202.89,-0.38,-13.93,0.42,-18.14,99,69,41,72,36,21.21,0.98,11.23,7.14,0.45
CHSN,203.41,318.93,12.1,-22.27,-21.64,-50.86,99,86,29,30,12,9.09,0.58,6.06,3.37,0.71
WAVE,184.56,151.08,24.54,-1.85,70.86,-48.35,99,92,69,98,13,8.74,1.0,5.16,3.76,1.36
WGS,183.2,200.33,156.31,206.94,66.97,-57.75,99,99,99,98,10,59.09,0.98,45.07,30.86,0.67
RAIL,182.83,169.22,176.74,-9.82,16.28,-22.76,99,99,51,90,30,14.09,1.0,10.54,5.92,1.07
WLGS,168.6,226.41,84.32,-32.27,-42.72,-51.4,99,98,20,15,12,2.32,0.69,1.48,0.87,0.47
GEVO,159.5,189.91,34.34,-45.08,-47.95,-44.22,99,95,13,13,15,2.85,0.89,1.63,0.97,1.34
CRVS,159.4,151.2,138.93,3.86,-34.31,7.03,99,99,78,20,84,7.68,1.0,5.58,3.33,2.05
SEZL,154.57,185.62,155.12,74.79,77.11,136.53,99,99,98,98,99,208.69,0.92,164.67,108.16,1.1
INSG,151.09,152.82,174.16,88.28,-42.75,-73.53,99,99,98,15,5,19.74,0.88,17.0,10.87,0.5
EVGO,146.53,132.87,29.44,6.63,-53.69,-46.28,99,94,82,11,14,8.94,1.0,5.72,3.64,0.68
SMR,141.42,145.42,60.84,81.69,-15.82,-73.31,99,98,98,38,5,18.39,1.0,11.97,9.73,1.94
NOVVU,138.01,142.57,183.03,-6.82,-3.93,-4.85,99,99,59,63,66,41.0,1.0,32.57,18.76,0.0
COMM,133.35,124.92,155.66,-31.48,-72.24,-51.6,99,99,21,6,12,6.35,0.43,5.45,2.84,0.9
HROW,133.29,157.8,132.9,57.72,-35.37,-49.65,99,99,98,19,12,53.04,0.91,46.7,28.68,1.06
CLOV,131.87,149.79,110.61,38.64,-40.85,-18.24,99,99,96,16,36,3.79,0.92,3.31,1.92,0.69
SMMT,131.74,160.3,271.21,115.25,28.2,59.26,99,99,99,94,98,19.46,0.6,19.52,11.22,0.26
NEON,131.72,177.94,324.84,49.06,-46.99,-62.82,99,99,97,13,8,7.86,0.58,8.15,4.28,0.19
LBPH,131.46,137.1,56.4,121.29,52.91,213.76,99,97,99,97,99,59.57,1.0,39.98,30.19,0.8
CRMD,128.7,106.03,52.86,1.29,20.87,-28.79,99,97,74,92,25,12.47,1.0,8.25,5.99,1.68
