Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
CHSN,348.43,481.89,-24.71,2.49,-26.54,-50.94,99,28,84,25,10,12.24,0.81,4.27,2.77,2.55
DOGZ,226.47,190.86,129.74,68.86,-30.16,-69.65,99,99,98,22,5,40.24,1.0,25.67,16.18,1.96
WGS,219.74,184.69,140.78,201.5,62.82,-65.44,99,99,99,97,6,60.0,1.0,39.89,27.48,2.0
LASE,218.22,180.02,225.25,0.59,-36.12,-64.91,99,99,83,18,6,8.53,0.57,6.47,3.47,6.31
CAPR,201.83,289.55,-16.89,-13.33,28.98,12.72,99,37,55,93,87,17.77,0.8,7.99,6.24,1.51
RAIL,182.23,185.82,129.94,-7.42,22.57,-17.54,99,99,71,90,32,13.02,1.0,8.68,5.27,1.33
NEON,174.38,154.3,194.37,0.27,-62.87,-60.2,99,99,82,8,8,8.6,0.64,6.98,3.8,0.32
INSG,167.76,137.2,153.9,107.95,-55.27,-71.46,99,99,99,10,5,19.54,0.87,15.31,9.76,1.08
CLOV,164.68,174.89,100.0,7.65,-36.21,-16.41,99,99,88,18,33,4.07,1.0,3.0,1.71,0.89
SMMT,158.29,161.42,132.16,86.05,38.86,11.73,99,99,98,94,86,19.95,0.62,17.7,10.11,0.49
TIL,152.88,206.03,31.31,-11.59,-2.91,-36.11,99,95,61,67,17,42.07,0.36,36.95,19.76,0.93
NOVVU,151.89,162.71,0.55,-14.48,-9.28,-2.25,99,69,52,55,65,41.0,1.0,27.04,16.8,0.0
SEZL,142.07,121.02,127.73,93.11,118.5,42.6,99,99,99,98,96,179.75,1.0,145.28,99.01,0.88
WLGS,139.08,118.46,6.48,-32.13,-56.22,-45.65,99,79,25,10,12,1.92,0.54,1.07,0.74,0.34
LUMN,139.04,173.28,194.58,-39.38,-31.21,-32.08,99,99,19,21,19,6.2,0.82,6.19,2.99,0.3
HROW,137.04,144.8,118.71,37.87,-23.29,-43.15,99,99,97,28,13,50.71,1.0,43.13,25.82,0.93
NOVV,132.89,141.81,-5.61,-9.58,-10.92,-4.56,99,57,67,50,59,37.0,1.0,24.76,16.2,0.0
