Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
DRUG,1038.48,1385.93,-21.16,-31.59,-51.67,-28.73,99,30,19,12,23,47.64,0.97,15.2,5.8,0.04
MNPR,342.42,352.33,103.22,9.56,-7.26,-70.94,99,99,80,57,6,17.83,0.96,7.03,4.58,0.31
CHSN,298.66,249.28,22.02,-23.9,-17.58,-49.52,99,92,25,37,12,12.82,0.85,7.31,3.79,0.09
WLGS,233.7,175.26,88.21,-26.82,-48.27,-45.04,99,98,22,13,14,3.04,0.96,1.73,0.96,0.07
DOGZ,221.15,311.98,144.76,58.66,-41.53,-73.95,99,99,97,16,5,46.82,0.81,34.75,20.28,0.1
WAVE,215.25,198.76,74.93,-0.01,11.83,-50.18,99,98,66,86,12,10.15,1.0,5.86,4.07,0.35
CAPR,212.47,234.48,91.19,-18.84,5.35,-18.26,99,98,30,80,34,21.46,0.98,12.98,7.65,0.06
CRVS,177.74,179.61,101.93,24.13,-33.81,7.93,99,99,92,20,83,8.64,1.0,6.08,3.58,0.66
SMR,176.03,141.74,84.3,74.58,4.07,-62.5,99,98,98,78,8,22.0,1.0,13.3,10.26,0.69
RAIL,174.83,192.0,132.03,-3.64,13.6,-14.99,99,99,59,87,39,14.32,0.98,11.41,6.28,0.22
SGMO,168.65,105.48,24.46,21.12,-42.97,-69.37,99,93,90,15,6,2.04,0.42,1.03,0.75,0.65
GEVO,159.63,169.52,69.99,-44.22,-49.5,-39.78,99,98,13,12,16,2.92,0.92,1.85,1.04,0.14
SEZL,156.11,159.59,156.43,76.86,77.68,108.05,99,99,98,98,99,220.92,0.98,174.39,113.41,0.14
WGS,155.51,182.06,157.93,211.48,86.91,-54.37,99,99,99,98,10,56.06,0.93,47.07,32.39,0.33
SMMT,151.93,152.21,199.86,173.65,35.62,69.38,99,99,99,95,98,22.24,0.69,20.62,11.89,0.09
LTBR,148.94,105.6,-20.73,-23.83,-43.92,-38.05,99,31,25,15,17,9.08,1.0,4.26,3.3,1.19
FTEL,148.22,167.76,57.7,92.91,126.35,30.61,99,97,98,99,95,31.32,0.97,19.16,17.89,0.21
INSG,142.99,149.95,160.23,86.26,-27.53,-65.39,99,99,98,25,7,19.84,1.0,17.67,11.44,0.16
CRMD,140.62,138.75,63.7,0.05,18.77,-28.75,99,98,66,90,23,13.59,1.0,9.1,6.31,0.45
COMM,138.26,128.85,146.85,-18.87,-71.77,-50.1,99,99,30,6,12,6.7,0.7,5.67,3.02,0.25
CLOV,137.85,139.53,99.04,47.45,-38.17,-16.44,99,99,97,18,37,4.02,0.99,3.39,2.03,0.13
NEON,136.95,137.14,244.05,46.65,-41.29,-64.73,99,99,97,16,7,8.36,0.62,8.51,4.52,0.05
NOVVU,130.79,138.08,171.98,-5.91,-6.29,-5.7,99,99,55,60,62,41.0,1.0,35.37,19.73,0.0
EVGO,128.28,143.18,28.58,18.95,-51.47,-48.65,99,94,89,12,12,8.52,0.96,6.14,3.84,0.1
LUMN,123.2,132.49,206.09,9.18,-33.59,-39.27,99,99,80,20,17,6.41,0.86,6.37,3.5,0.16
ASTS,122.89,121.74,159.14,236.09,-51.33,-48.22,99,99,99,12,13,26.73,0.8,26.76,16.58,0.14
LBPH,122.65,131.63,43.65,124.47,65.79,183.92,99,96,99,98,99,59.68,1.0,42.48,31.58,0.1
WVE,121.61,118.83,33.51,9.66,-12.78,-14.68,98,95,80,44,40,14.99,0.97,9.25,6.89,0.12
NXL,119.86,137.62,-21.16,52.8,100.12,-53.37,98,30,97,99,11,2.2,0.87,1.1,1.2,0.45
WLFC,119.53,130.48,98.25,51.45,-1.73,-6.64,98,99,97,69,60,181.77,0.87,149.59,96.9,0.18
CURI,117.8,128.26,90.56,25.33,30.68,-44.23,98,98,92,94,14,2.58,0.98,2.07,1.45,0.13
NOVV,115.96,121.94,149.21,-7.2,-5.28,-6.21,98,99,52,63,61,37.0,1.0,32.03,18.75,0.0
EOSE,112.24,108.03,71.67,8.18,-62.44,-57.37,98,98,78,8,10,3.45,0.72,2.89,1.8,0.17
PCT,111.94,120.23,59.58,21.77,-30.53,-50.57,98,97,91,22,12,13.92,0.98,9.6,7.0,0.22
OKLO,109.32,66.64,-21.82,-21.61,8.37,-7.85,98,30,27,83,56,24.5,1.0,11.73,10.25,0.86
PCTTU,106.02,120.92,49.58,9.11,-17.58,-50.03,98,97,79,37,12,17.12,0.95,11.73,9.06,0.05
WULF,104.24,96.72,68.31,78.33,18.65,-3.06,98,98,98,90,67,6.85,1.0,4.88,3.97,0.4
HROW,102.72,123.08,121.14,55.63,-35.04,-48.49,98,99,97,20,12,47.2,0.79,46.9,29.72,0.47
APP,98.22,98.48,74.64,25.65,61.87,34.5,98,98,92,97,96,166.18,1.0,130.36,96.74,0.13
AZ,96.21,111.78,-16.86,-40.19,-76.99,-36.66,98,36,14,5,18,4.97,0.66,2.87,1.84,0.35
SRRK,95.88,96.41,-38.18,-30.38,18.79,36.29,98,17,20,90,96,30.43,1.0,16.88,12.61,0.09
TIL,95.42,77.22,335.41,14.98,-3.29,-0.72,98,99,85,67,71,35.29,0.29,43.89,22.1,0.11
TECX,95.03,94.59,61.55,-5.6,-17.34,-6.46,98,98,55,37,60,39.46,1.0,28.62,20.03,0.22
RCAT,90.65,71.8,81.63,111.65,37.11,-40.51,98,98,99,95,16,3.06,0.89,3.01,2.01,0.23
PSNL,90.34,78.51,122.69,102.64,-29.37,-39.27,98,99,99,23,17,5.17,0.84,5.21,3.25,0.2
TKNO,88.87,95.37,47.89,48.73,-42.6,-4.19,98,97,97,15,65,6.73,0.91,5.49,3.43,0.26
MSTR,87.31,77.22,48.86,82.52,98.93,18.31,98,97,98,98,91,255.34,1.0,180.38,156.56,0.35
LENZ,86.55,83.19,87.6,173.38,229.76,2.31,98,98,99,99,76,28.5,1.0,24.95,21.0,0.18
RKLB,85.88,88.09,76.94,1.17,-31.19,-12.09,98,98,68,22,44,11.26,1.0,8.95,6.17,0.14
CVNA,84.69,88.21,78.4,78.49,74.66,32.52,98,98,98,98,95,205.02,1.0,174.08,136.81,0.22
JG,83.08,92.41,126.98,-20.77,-27.44,-47.36,98,99,28,25,13,7.26,0.32,6.27,4.08,0.1
GDS,82.64,82.19,88.32,5.9,-28.14,-59.76,98,98,76,24,9,21.85,0.79,19.93,13.11,0.08
DDL,82.11,66.53,57.42,-4.48,-43.93,-58.47,98,97,58,15,9,3.87,0.56,3.11,2.25,0.25
CMPO,81.35,80.55,76.22,17.34,1.22,-21.66,98,98,87,74,30,15.57,1.0,13.73,9.59,0.19
LASE,79.74,105.13,494.18,-0.36,2.52,-65.43,98,99,65,76,7,5.29,0.34,7.26,3.89,0.05
BVS,78.3,84.67,80.8,42.48,-5.96,35.24,98,98,96,61,96,13.06,0.99,11.73,8.11,0.15
TVTX,77.75,77.64,51.9,1.93,-56.54,-46.86,98,97,69,10,13,17.88,0.73,14.81,10.0,0.09
AGX,77.62,74.4,49.67,31.67,24.49,-6.32,98,97,94,93,60,131.2,1.0,106.62,82.44,0.26
TISI,77.05,88.78,57.83,14.75,-19.33,-14.95,98,97,85,34,39,18.5,0.8,17.94,11.59,0.28
AUR,76.89,69.47,71.49,31.55,2.89,21.83,98,98,94,77,92,6.85,1.0,5.55,3.96,0.17
EWTX,76.37,86.37,55.7,36.12,45.44,82.55,98,97,95,96,98,34.04,0.95,27.44,21.18,0.13
IONR,73.32,62.73,33.82,-30.46,-26.92,-62.95,98,95,19,25,8,8.79,0.41,6.11,5.07,1.09
ETON,73.05,68.68,27.26,-19.97,-21.32,4.56,98,94,29,31,79,8.42,1.0,6.54,4.56,0.52
RZLT,72.64,82.33,74.77,108.84,52.11,-40.51,98,98,99,97,16,5.63,0.97,5.03,4.29,0.17
EUDA,72.54,74.69,62.25,88.39,37.88,7.61,98,98,98,95,83,4.76,0.44,4.02,3.36,0.24
EBS,72.44,63.27,50.86,224.15,-59.18,-75.29,98,97,99,9,5,9.67,0.44,8.38,7.37,0.12
GATO,72.39,76.41,59.22,46.21,59.05,7.35,98,97,97,97,82,19.31,1.0,16.04,12.9,0.08
CNVS,72.23,68.42,-12.82,-39.35,-59.68,-63.05,98,42,14,9,8,2.26,0.13,1.35,1.05,0.26
KINS,72.05,77.61,80.83,85.9,76.04,64.02,98,98,98,98,98,9.73,0.96,9.35,6.78,0.15
RDW,71.65,63.99,47.36,72.33,18.15,-13.54,98,97,98,90,42,9.19,1.0,7.4,6.25,0.32
QTTB,71.64,89.17,85.82,72.44,46.05,-38.92,98,98,98,96,17,46.74,0.91,46.68,33.78,0.1
ONFO,71.21,35.53,34.18,4.27,-38.48,-55.38,98,95,73,17,10,1.45,0.67,1.08,0.96,0.5
VHI,69.96,65.03,75.57,22.35,-2.3,-14.94,98,98,91,69,39,36.2,0.98,32.5,23.12,0.31
POET,68.32,72.26,99.9,18.45,-14.94,-69.41,98,99,88,41,6,3.82,0.63,3.65,2.74,0.09
ESGL,68.14,79.21,140.47,8.54,-85.85,-92.68,98,99,79,3,2,1.76,0.13,1.83,1.29,0.11
GGAL,67.95,71.55,53.49,18.18,60.61,32.65,98,97,88,97,95,54.11,1.0,46.76,36.8,0.2
ATYR,67.47,67.19,-5.01,20.83,-19.5,-22.99,98,60,90,34,28,3.32,1.0,2.29,1.94,0.6
JVA,66.82,73.25,97.26,73.93,22.73,-26.63,98,98,98,92,25,3.15,0.88,2.89,2.2,0.08
BGM,66.73,73.32,77.11,57.93,-5.87,-47.02,98,98,97,61,13,7.84,0.91,7.37,5.44,0.05
RMTI,65.6,64.02,67.52,-8.59,-43.93,-47.74,98,98,48,15,13,3.83,0.64,3.59,2.45,0.24
RGS,65.46,60.32,99.51,146.73,-65.22,-34.36,97,99,99,8,19,24.9,0.7,24.61,17.51,0.13
CAVA,64.1,65.11,65.68,30.98,40.17,6.37,97,98,94,96,81,138.47,1.0,127.54,98.79,0.15
EXK,63.74,67.09,32.44,46.65,-0.81,-50.21,97,95,97,71,12,5.36,0.99,4.15,3.74,0.14
GLUE,63.4,-14.16,-8.32,-18.82,-15.24,-17.44,97,53,30,40,35,9.48,0.97,5.95,5.1,8.38
LFVN,61.04,69.99,62.63,10.43,-4.72,0.53,97,98,81,64,74,13.49,0.94,11.53,8.56,0.38
TLN,60.29,59.31,74.42,32.77,47.78,10.74,97,98,95,96,86,186.41,0.97,171.69,133.88,0.12
VST,59.85,58.66,66.55,20.19,73.36,23.78,97,98,89,98,93,127.78,0.91,111.7,92.84,0.15
PPTA,59.74,59.99,70.43,44.05,38.81,-28.47,97,98,96,95,23,9.78,0.96,9.28,7.26,0.09
PLTR,58.95,61.14,42.0,20.81,16.03,5.02,97,96,90,89,80,44.97,1.0,38.78,29.58,0.13
IONQ,58.93,52.36,-14.83,-36.6,-33.06,-9.4,97,38,16,21,51,17.81,0.9,10.79,8.83,0.65
