Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,Healthcare,Biotechnology,3189.25,3189.25,89.88,93.19,64.11,90.76,99,36,6,30,47.21,1.0,3.8,1.98,7.83
WGS,Healthcare,Health Information Services,779.28,801.08,768.64,794.56,663.41,311.46,99,99,99,97,60.05,0.99,40.86,22.38,1.0
SEZL,Financial Services,Credit Services,619.45,634.31,590.19,502.32,290.98,313.32,99,99,98,97,225.42,1.0,151.14,85.42,1.34
ASTS,Technology,Communication Equipment,615.65,615.65,495.81,912.53,409.61,93.4,99,99,98,36,28.14,0.71,27.4,11.59,0.43
CHSN,Consumer Cyclical,Restaurants,593.49,593.49,683.75,102.25,152.8,116.62,99,53,90,73,12.24,0.8,4.35,2.46,0.0
FTEL,Consumer Cyclical,Specialty Retail,513.1,631.27,611.69,678.22,1173.25,414.79,99,99,99,98,18.3,0.46,16.02,12.76,0.07
DOGZ,Consumer Cyclical,Leisure,504.41,504.41,415.91,363.37,262.46,138.26,99,98,97,85,40.0,0.87,26.84,13.65,0.14
SMMT,Healthcare,Biotechnology,467.89,544.45,646.67,818.49,419.71,241.74,99,99,98,96,21.21,0.64,18.3,8.77,0.36
LENZ,Healthcare,Biotechnology,446.24,446.24,504.38,588.61,614.29,743.7,99,99,99,99,27.99,1.0,23.22,15.63,0.67
INSG,Technology,Communication Equipment,446.22,481.7,455.08,387.93,358.68,74.1,99,99,98,10,19.31,0.98,15.75,7.98,1.03
LUMN,Communication Services,Telecom Services,418.57,418.57,493.55,460.21,83.58,90.58,99,99,17,30,6.74,0.91,6.1,2.67,0.61
WLGS,Industrials,Engineering & Construction,414.68,458.88,281.11,206.21,84.45,110.16,99,96,18,65,2.75,0.83,1.19,0.76,0.24
NEON,Technology,Electronic Components,396.25,396.75,631.28,631.28,166.4,72.62,99,99,92,9,9.18,0.73,7.31,3.36,0.59
CAPR,Healthcare,Biotechnology,394.0,436.49,417.93,100.26,131.99,137.27,99,50,83,85,18.86,0.85,9.03,6.06,0.78
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",384.41,404.64,616.06,589.91,645.53,671.05,99,99,99,99,2.91,0.8,3.04,2.11,0.45
GEVO,Basic Materials,Specialty Chemicals,371.97,371.97,237.27,176.3,69.49,65.04,99,94,8,7,3.13,1.0,1.27,0.86,2.95
RAIL,Industrials,Railroads,367.2,389.49,389.49,317.62,129.77,123.06,99,98,82,78,13.0,1.0,9.02,4.76,1.1
LBPH,Healthcare,Biotechnology,362.17,362.17,304.01,373.92,328.54,415.4,99,99,98,98,59.21,1.0,36.77,26.72,1.84
CRVS,Healthcare,Biotechnology,356.17,358.39,310.24,285.87,113.05,161.77,99,98,69,91,7.21,0.98,5.0,2.79,1.2
LASE,Industrials,Specialty Industrial Machinery,355.85,484.32,1036.99,538.7,181.62,148.59,99,99,94,88,6.23,0.31,7.07,3.06,0.47
SMR,Industrials,Specialty Industrial Machinery,338.1,338.1,209.91,261.75,299.29,170.27,99,98,98,92,18.21,0.95,10.57,7.55,4.68
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,338.07,338.07,308.91,308.91,164.86,83.9,99,98,92,17,57.48,1.0,44.18,22.25,1.02
CLOV,Healthcare,Healthcare Plans,330.47,359.41,345.46,300.4,181.43,88.25,99,98,94,21,4.0,0.93,3.12,1.56,0.81
WLFC,Industrials,Rental & Leasing Services,319.62,319.62,283.31,217.52,144.83,102.25,99,97,88,54,202.95,1.0,128.57,75.9,1.85
COMM,Technology,Communication Equipment,318.54,318.54,367.05,311.46,90.95,80.85,99,98,26,14,6.05,0.9,5.06,2.46,0.93
RNA,Healthcare,Biotechnology,311.13,311.13,305.25,399.02,333.65,245.85,99,99,98,96,50.45,1.0,44.39,30.9,0.84
TIL,Healthcare,Biotechnology,310.15,387.63,677.16,794.16,120.49,124.87,99,99,76,79,37.45,0.4,35.89,17.28,0.36
NOVVU,Financial Services,Shell Companies,296.08,310.87,319.81,319.81,95.52,98.49,99,98,41,47,41.0,1.0,27.6,15.67,0.0
CURI,Communication Services,Broadcasting,272.56,281.84,230.0,245.86,175.34,181.95,98,97,93,93,2.59,0.99,1.71,1.1,0.89
CVNA,Consumer Cyclical,Auto & Truck Dealerships,269.68,273.32,252.76,260.28,526.22,415.86,98,98,99,98,191.31,0.99,162.46,108.85,0.66
KINS,Financial Services,Insurance—Property & Casualty,269.26,287.8,287.8,396.59,231.27,252.06,98,99,96,96,9.79,0.79,9.23,5.53,0.59
NOVV,Financial Services,Shell Companies,268.06,274.08,285.36,285.36,95.6,94.57,98,98,41,39,37.0,1.0,25.21,15.16,0.0
WAVE,Utilities,Utilities—Renewable,267.13,366.39,282.48,182.89,196.91,168.16,98,95,95,91,7.52,0.69,4.61,2.93,1.89
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,266.85,290.53,264.71,218.29,69.35,125.06,98,97,8,79,7.29,1.0,4.86,3.07,1.78
EVGO,Consumer Cyclical,Specialty Retail,264.47,266.03,227.3,159.06,137.9,67.99,98,93,86,8,8.26,0.97,4.87,3.11,0.71
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,262.34,262.34,235.64,565.26,417.26,79.46,98,99,98,13,9.35,0.59,8.28,5.56,0.41
MSTR,Technology,Software—Application,260.82,260.82,250.53,276.99,340.12,443.12,98,98,98,98,215.86,1.0,151.94,131.44,1.79
JANX,Healthcare,Biotechnology,260.54,260.54,246.58,294.76,618.86,430.19,98,98,99,98,50.03,0.75,45.59,38.55,1.48
DAVE,Technology,Software—Application,258.76,311.25,300.56,336.44,581.62,530.2,98,98,99,99,42.63,0.78,38.87,34.33,2.34
ALTS,Technology,Software—Application,255.61,255.61,198.38,272.85,806.19,581.04,98,98,99,99,2.5,0.46,2.09,2.19,0.4
SRRK,Healthcare,Biotechnology,254.69,254.69,314.66,86.26,143.27,177.72,98,23,88,92,30.55,0.86,12.77,12.89,0.7
PSNL,Healthcare,Diagnostics & Research,252.93,289.27,392.74,403.31,147.87,97.3,98,99,89,45,4.87,0.73,5.25,2.54,0.33
AEYE,Technology,Software—Application,248.85,248.85,283.84,351.47,422.56,239.17,98,98,98,96,25.72,0.94,22.65,16.2,1.32
CADL,Healthcare,Biotechnology,245.68,257.58,376.8,358.97,908.97,520.15,98,98,99,99,6.06,0.4,6.33,5.23,1.07
ESGL,Industrials,Waste Management,244.4,274.13,290.19,246.8,171.23,59.88,98,97,93,5,2.02,0.89,1.71,0.99,0.47
WVE,Healthcare,Biotechnology,240.53,242.15,161.93,123.3,131.43,134.57,98,80,83,84,15.31,1.0,7.09,5.87,1.14
MESO,Healthcare,Biotechnology,238.82,250.37,251.34,201.58,279.38,180.27,98,96,97,93,9.96,0.91,7.41,5.63,0.96
NISN,Industrials,Specialty Business Services,236.83,265.57,455.58,371.86,200.57,143.71,98,98,95,87,12.92,0.57,13.27,7.54,0.9
RCAT,Technology,Computer Hardware,233.91,274.01,331.43,341.2,169.36,143.42,98,98,92,87,3.15,0.84,2.96,1.55,0.53
TISI,Industrials,Specialty Business Services,232.73,240.9,282.57,214.42,120.54,118.52,98,97,76,74,21.97,0.84,15.85,9.57,0.79
CRMD,Healthcare,Biotechnology,229.79,229.79,207.06,167.69,144.6,143.38,98,94,88,87,11.01,1.0,7.1,5.02,0.79
BVS,Healthcare,Medical Devices,229.1,231.06,220.59,220.04,201.72,202.37,98,97,95,95,12.95,1.0,10.59,6.77,0.52
EWTX,Healthcare,Biotechnology,225.77,243.14,243.09,187.84,197.36,236.18,98,95,95,96,35.57,1.0,23.12,18.75,1.01
EOSE,Industrials,Electrical Equipment & Parts,224.89,237.57,213.36,244.48,155.38,67.9,98,97,90,8,3.24,0.93,2.56,1.46,0.63
GDS,Technology,Information Technology Services,223.67,223.67,211.57,184.29,131.35,69.22,98,95,83,8,21.57,0.92,17.9,10.56,0.66
AKA,Consumer Cyclical,Apparel Retail,223.47,223.47,244.74,276.22,409.51,177.35,98,98,98,92,26.6,0.84,23.08,16.02,1.19
RZLT,Healthcare,Biotechnology,221.94,245.98,259.06,284.17,357.75,253.9,98,98,98,97,4.85,0.81,4.72,3.31,0.58
SWIM,Industrials,Building Products & Equipment,220.93,220.93,219.39,185.46,119.91,122.0,98,95,76,77,7.17,1.0,6.32,3.98,1.05
VKTX,Healthcare,Biotechnology,220.9,220.9,227.64,275.38,439.92,607.2,98,98,98,99,65.8,0.66,62.5,57.33,0.51
POWL,Industrials,Electrical Equipment & Parts,220.65,230.62,207.74,176.09,217.39,241.0,98,94,96,96,271.33,0.96,198.84,157.6,0.57
APP,Technology,Software—Application,220.52,221.53,219.5,196.84,236.0,238.26,98,96,97,96,145.22,0.98,111.68,79.29,0.65
OCUL,Healthcare,Biotechnology,217.88,217.88,172.64,196.85,152.9,258.06,98,96,90,97,11.33,0.99,9.01,7.4,0.6
UXIN,Consumer Cyclical,Auto & Truck Dealerships,217.56,217.56,233.95,54.55,62.16,25.38,98,6,6,1,5.95,0.36,3.04,2.51,0.33
ADMA,Healthcare,Biotechnology,216.99,244.17,304.82,298.44,258.89,147.39,98,98,97,88,15.78,0.72,18.06,10.52,0.71
STEC,Technology,Software—Application,216.37,349.61,57.04,66.42,32.27,39.56,98,9,1,2,1.55,0.19,0.51,0.79,0.87
APLT,Healthcare,Biotechnology,216.36,216.36,209.24,217.31,254.87,454.2,98,97,97,98,8.96,0.98,6.9,5.3,0.26
QTTB,Healthcare,Biotechnology,215.76,220.5,292.32,275.79,175.68,176.05,98,98,93,92,48.78,0.97,43.3,26.61,0.54
VST,Utilities,Utilities—Independent Power Producers,215.4,225.02,223.37,165.13,263.5,209.46,98,93,97,95,131.16,0.93,99.64,77.26,0.82
CAVA,Consumer Cyclical,Restaurants,214.54,218.67,220.85,213.94,187.19,139.3,98,97,94,86,135.34,1.0,119.02,81.9,0.33
WULF,Financial Services,Capital Markets,213.56,219.8,188.49,267.84,307.41,205.48,98,98,98,95,5.24,0.79,4.35,3.19,1.01
GGAL,Financial Services,Banks—Regional,211.99,219.66,217.2,182.18,214.52,181.43,98,95,96,93,50.62,1.0,41.66,30.67,0.72
PRQR,Healthcare,Biotechnology,210.33,222.68,99.97,114.54,106.02,120.55,98,72,59,75,4.33,0.95,2.06,2.01,1.57
KRRO,Healthcare,Biotechnology,210.24,210.24,98.45,156.57,261.06,298.59,98,92,97,97,80.04,0.87,41.98,50.16,1.53
PRM,Basic Materials,Specialty Chemicals,210.09,213.63,205.39,183.99,146.19,139.14,98,95,89,85,13.5,1.0,11.99,8.18,0.82
CDNA,Healthcare,Diagnostics & Research,209.68,274.39,269.6,283.47,193.84,122.24,98,98,95,77,23.98,0.66,29.54,16.75,1.63
VHI,Basic Materials,Chemicals,206.38,212.61,204.85,179.03,135.32,101.91,98,95,85,53,36.59,1.0,29.51,19.49,0.44
POET,Technology,Semiconductors,205.57,215.43,278.43,196.29,214.77,76.16,98,96,96,11,4.04,0.82,3.49,2.23,0.54
JVA,Consumer Defensive,Packaged Foods,204.69,229.94,262.41,262.41,181.46,143.18,98,98,94,86,3.49,0.99,2.69,1.83,0.66
CSLR,Technology,Solar,204.64,271.87,243.75,231.94,265.48,89.72,98,97,97,24,2.34,0.74,2.18,1.38,0.78
AZ,Technology,Software—Application,204.24,204.24,140.15,103.46,112.25,75.24,98,55,68,11,4.63,1.0,2.02,1.85,4.59
SPRY,Healthcare,Biotechnology,204.1,208.94,231.78,186.77,155.74,161.85,98,95,90,91,15.99,0.96,13.57,9.85,0.56
FTAI,Industrials,Rental & Leasing Services,203.5,209.33,218.63,211.98,206.82,176.68,98,97,95,92,143.55,0.96,126.19,87.53,0.83
NRIX,Healthcare,Biotechnology,203.5,203.5,181.32,233.14,190.21,168.78,98,97,94,91,25.05,0.96,23.64,16.96,1.29
RKLB,Industrials,Aerospace & Defense,202.43,208.46,188.76,143.42,107.66,95.35,98,90,62,41,10.81,0.95,7.67,5.3,0.63
RGS,Consumer Cyclical,Personal Services,200.89,212.14,346.93,354.44,225.49,70.46,97,98,96,9,26.4,0.73,23.86,14.42,0.62
IPW,Consumer Cyclical,Internet Retail,200.11,231.36,254.81,297.9,424.75,101.87,97,98,98,53,1.56,0.4,1.52,1.21,2.03
DUO,Real Estate,Real Estate Services,198.47,246.38,661.25,77.75,139.06,49.5,97,15,86,3,1.16,0.2,0.95,0.66,0.4
BNTC,Healthcare,Biotechnology,197.46,197.46,204.01,218.69,290.2,183.54,97,97,98,93,11.48,1.0,9.21,7.03,2.17
GATO,Basic Materials,Other Precious Metals & Mining,196.26,196.26,186.67,184.58,206.03,157.7,97,95,95,90,18.47,1.0,14.18,10.54,1.32
TVTX,Healthcare,Biotechnology,196.2,196.2,182.53,155.56,111.64,81.51,97,92,67,15,17.87,0.97,12.69,9.07,0.44
ETON,Healthcare,Drug Manufacturers—Specialty & Generic,195.47,198.92,189.36,142.22,88.72,119.04,97,89,23,74,8.35,0.99,5.57,4.27,0.56
BYRN,Industrials,Aerospace & Defense,195.32,203.45,267.41,225.27,237.07,292.07,97,97,97,97,16.61,0.84,14.26,11.69,0.96
TECX,Healthcare,Biotechnology,194.69,194.69,571.02,102.41,112.62,101.74,97,54,68,53,37.4,1.0,23.13,17.75,1.13
CMPO,Industrials,Metal Fabrication,194.06,200.59,200.54,200.54,113.15,99.31,97,96,69,48,15.08,0.98,12.71,7.96,0.85
TPC,Industrials,Engineering & Construction,193.86,196.97,193.59,238.86,238.22,178.69,97,97,97,93,27.26,0.97,24.11,18.02,0.85
AVAH,Healthcare,Medical Care Facilities,193.53,211.24,240.61,234.42,181.42,177.61,97,97,94,92,5.35,0.91,5.17,3.28,0.51
ILLR,Communication Services,Internet Content & Information,193.51,384.22,406.44,389.37,637.85,155.5,97,99,99,90,3.57,0.38,4.69,3.66,2.44
CIA,Financial Services,Insurance—Life,192.93,192.93,179.5,103.3,112.87,100.08,97,55,69,50,5.86,1.0,3.55,2.82,2.37
IESC,Industrials,Engineering & Construction,191.09,194.81,186.28,170.12,235.31,189.91,97,94,96,94,228.86,0.99,184.56,139.63,0.58
QH,Technology,Software—Application,190.68,215.25,227.48,177.94,47.05,98.31,97,95,3,47,1.46,0.81,0.93,0.82,0.01
JG,Technology,Software—Infrastructure,190.61,190.61,287.24,155.62,94.9,99.53,97,92,39,49,6.02,0.55,5.16,3.62,1.2
PCT,Industrials,Pollution & Treatment Controls,190.14,190.14,182.6,142.85,109.59,124.31,97,89,64,78,10.68,1.0,7.64,5.9,1.92
TREE,Financial Services,Financial Conglomerates,190.09,199.54,187.6,205.44,207.71,181.48,97,96,95,93,60.12,0.96,55.42,44.27,0.54
LUNR,Industrials,Aerospace & Defense,189.96,195.57,221.61,177.45,134.12,196.07,97,95,84,94,8.24,0.69,6.3,5.12,0.44
RDW,Industrials,Aerospace & Defense,189.22,189.22,162.83,193.52,211.54,133.96,97,96,96,84,8.52,1.0,6.71,5.1,1.25
SG,Consumer Cyclical,Restaurants,189.07,208.73,205.46,217.25,265.75,217.59,97,97,97,95,35.27,0.87,34.5,25.23,0.58
NUTX,Healthcare,Health Information Services,188.91,198.84,222.65,226.16,55.7,48.77,97,97,4,3,22.3,0.48,20.54,14.17,0.41
LTBR,Industrials,Electrical Equipment & Parts,188.91,188.91,78.79,83.98,101.28,68.79,97,20,52,8,7.01,1.0,2.86,2.92,18.55
CVKD,Healthcare,Biotechnology,188.85,188.85,157.4,132.95,67.92,220.37,97,86,8,95,17.26,0.53,10.29,9.46,2.2
ZETA,Technology,Software—Infrastructure,188.79,226.42,247.97,229.15,181.03,122.67,97,97,94,77,27.9,0.8,27.5,17.26,2.02
AGX,Industrials,Engineering & Construction,188.54,191.0,178.69,156.36,153.28,127.42,97,92,90,80,128.79,0.99,91.67,67.76,1.1
