Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
TECX,Healthcare,Biotechnology,15411.58,31316.86,229262.92,176929.64,2136.78,87.31,99,99,99,8,33.75,1.0,21.6,17.37,1.49
MIRA,Healthcare,Drug Manufacturers—General,7108.53,7108.53,6360.4,3639.51,103.11,91.83,99,99,54,12,1.07,0.12,1.54,1.17,0.15
RGC,Healthcare,Drug Manufacturers—Specialty & Generic,986.83,986.83,893.44,625.86,89.77,70.58,99,99,13,3,5.57,0.16,7.0,6.27,0.28
ASNS,Technology,Communication Equipment,910.49,1362.87,6170.57,17038.45,1753.53,102.17,99,99,99,42,1.37,0.28,1.48,1.23,0.09
GNLN,Consumer Defensive,Tobacco,782.83,782.83,666.39,341.2,126.33,90.03,99,98,84,10,4.37,0.15,5.77,5.33,0.07
SERV,Industrials,Specialty Industrial Machinery,720.55,720.55,659.57,437.77,62.25,95.1,99,98,2,20,8.92,0.32,9.37,6.14,0.68
RGS,Consumer Cyclical,Personal Services,606.5,772.82,1430.54,1243.28,178.53,118.69,99,99,94,76,26.94,0.75,23.67,14.07,0.41
ZAPP,Consumer Cyclical,Auto Manufacturers,562.12,916.3,1810.82,1942.99,130.47,96.06,99,99,85,26,2.82,0.12,4.12,4.67,0.29
LUMN,Communication Services,Telecom Services,531.64,531.64,491.33,306.33,97.93,120.81,99,98,39,78,6.08,0.81,5.99,2.58,0.24
GDC,Communication Services,Electronic Gaming & Multimedia,487.33,487.89,483.3,351.58,75.57,113.82,99,98,4,69,2.59,0.28,3.89,2.04,0.11
CING,Healthcare,Biotechnology,478.6,478.6,436.97,225.64,64.73,104.81,99,97,2,49,4.51,0.02,6.06,15.94,0.03
LASE,Industrials,Specialty Industrial Machinery,469.22,469.22,388.08,193.75,247.12,156.99,99,97,97,92,8.6,0.44,6.71,2.94,0.41
KZIA,Healthcare,Biotechnology,461.09,630.84,630.84,473.63,112.75,74.69,99,98,72,3,0.4,0.2,0.38,0.34,0.14
SMMT,Healthcare,Biotechnology,440.63,478.81,589.96,872.17,431.91,190.94,99,99,98,95,20.25,0.61,17.32,8.38,0.48
VRAX,Healthcare,Biotechnology,437.58,438.14,433.49,409.42,137.92,60.57,99,98,88,2,1.81,0.21,2.74,1.44,0.02
ASTS,Technology,Communication Equipment,400.26,438.29,573.47,696.87,291.52,145.95,99,99,97,90,25.12,0.63,26.82,11.15,0.61
QH,Technology,Software—Application,392.58,392.58,306.42,98.22,78.82,94.06,99,43,5,16,1.5,0.84,0.83,0.81,0.05
PSNL,Healthcare,Diagnostics & Research,389.05,392.05,388.08,302.25,107.57,149.69,99,98,64,91,4.57,0.67,5.12,2.49,0.49
ADD,Communication Services,Entertainment,350.06,374.94,378.77,231.25,90.07,116.97,99,97,14,74,0.17,0.0,0.8,0.39,0.69
COMM,Technology,Communication Equipment,345.45,345.45,329.8,228.03,89.79,113.74,99,97,13,69,5.61,0.83,4.78,2.4,0.82
LCFY,Communication Services,Internet Content & Information,342.15,385.22,377.59,265.21,70.58,114.38,99,98,3,70,5.62,0.44,5.67,5.13,0.74
