Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
SNYR,Healthcare,Medical Distribution,4152.85,4152.85,1865.04,1800.07,1651.73,96.08,99,99,99,42,9.01,1.0,2.67,0.96,12.39
DRUG,Healthcare,Biotechnology,3229.99,3229.99,2474.19,93.19,70.6,90.76,99,35,9,25,49.5,1.0,7.55,2.9,0.31
MNPR,Healthcare,Biotechnology,1031.62,1031.62,203.02,142.59,146.72,215.4,99,89,89,95,32.66,1.0,4.58,3.63,13.71
WGS,Healthcare,Health Information Services,806.19,806.19,801.08,794.56,663.41,311.46,99,99,99,97,59.09,0.97,42.8,23.46,0.76
DOGZ,Consumer Cyclical,Leisure,685.28,685.28,489.53,363.37,262.46,138.26,99,98,97,85,56.9,1.0,29.8,14.56,0.73
SEZL,Financial Services,Credit Services,617.24,623.48,634.31,521.68,290.98,313.32,99,99,98,97,208.69,0.92,157.18,88.96,0.8
FTEL,Consumer Cyclical,Specialty Retail,540.56,576.12,631.27,579.66,1173.25,414.79,99,99,99,98,22.28,0.56,16.67,13.17,0.45
ASTS,Technology,Communication Equipment,537.22,615.65,579.18,912.53,431.41,75.27,99,99,98,11,25.07,0.63,27.88,12.03,1.29
CAPR,Healthcare,Biotechnology,457.84,461.18,436.49,156.82,131.99,137.27,99,92,83,85,21.21,0.98,10.39,6.37,0.35
CHSN,Consumer Cyclical,Restaurants,454.25,593.49,683.75,116.61,152.8,116.62,99,74,90,72,9.09,0.58,5.09,2.66,0.57
INSG,Technology,Communication Equipment,428.22,478.34,481.7,402.63,358.68,91.25,99,99,98,30,19.74,1.0,16.45,8.33,0.51
SMMT,Healthcare,Biotechnology,402.92,483.29,632.26,818.49,419.71,241.74,99,99,98,96,19.46,0.59,19.03,9.12,0.24
RAIL,Industrials,Railroads,395.42,395.42,389.49,317.62,129.77,123.06,99,98,82,78,14.09,1.0,9.75,4.96,1.83
LENZ,Healthcare,Biotechnology,386.4,446.24,427.66,588.61,614.29,743.7,99,99,99,99,25.02,0.88,23.39,16.08,0.61
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",371.55,396.69,404.64,616.06,645.53,671.05,99,99,99,99,2.71,0.75,3.01,2.16,0.72
LUMN,Communication Services,Telecom Services,367.16,418.57,493.55,486.66,91.91,90.58,99,99,32,25,6.28,0.84,6.19,2.76,0.57
CRVS,Healthcare,Biotechnology,366.76,377.78,358.39,304.88,115.65,161.77,99,98,71,91,7.68,0.99,5.32,2.89,2.39
LASE,Industrials,Specialty Industrial Machinery,365.37,382.65,925.9,1036.99,181.62,148.59,99,99,94,88,5.89,0.29,7.25,3.16,0.23
LBPH,Healthcare,Biotechnology,344.41,373.8,359.09,373.92,328.54,415.4,99,98,98,98,59.57,1.0,38.72,27.42,0.31
GEVO,Basic Materials,Specialty Chemicals,343.75,376.9,313.22,176.3,69.49,65.04,99,94,8,7,2.85,0.84,1.46,0.9,0.67
WAVE,Utilities,Utilities—Renewable,340.12,340.12,366.39,197.56,196.91,182.18,99,96,95,93,8.74,0.81,4.99,3.06,1.76
WLGS,Industrials,Engineering & Construction,339.74,414.68,458.88,206.21,84.45,110.16,99,96,18,64,2.32,0.68,1.34,0.79,0.26
NEON,Technology,Electronic Components,339.67,396.25,579.45,631.28,166.4,73.7,99,99,92,10,7.86,0.61,7.76,3.47,0.14
NXL,Healthcare,Medical Devices,328.05,328.05,160.62,198.47,445.69,467.62,99,96,99,98,2.15,0.7,0.89,1.0,34.46
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,322.82,338.93,323.27,308.91,174.69,83.9,99,98,93,16,53.04,0.91,45.66,23.14,0.87
SMR,Industrials,Specialty Industrial Machinery,322.59,343.34,333.11,227.35,299.29,170.27,99,97,98,92,18.39,0.96,11.26,7.86,1.59
COMM,Technology,Communication Equipment,321.0,321.0,367.05,367.05,94.4,80.85,99,98,38,14,6.35,0.95,5.3,2.53,0.85
CLOV,Healthcare,Healthcare Plans,308.42,346.27,359.41,300.4,181.43,88.25,99,98,94,21,3.79,0.87,3.27,1.61,0.46
NOVVU,Financial Services,Shell Companies,297.37,297.37,314.02,319.81,94.18,98.49,98,98,38,47,41.0,1.0,29.81,16.25,0.0
ALTS,Technology,Software—Application,295.9,295.9,250.06,272.85,806.19,788.56,98,98,99,99,2.7,0.5,2.15,2.23,0.8
JANX,Healthcare,Biotechnology,293.54,293.54,257.45,294.76,618.86,438.17,98,98,99,98,53.31,0.81,46.74,39.38,1.04
EVGO,Consumer Cyclical,Specialty Retail,292.82,292.82,266.03,159.06,140.37,67.99,98,93,87,8,8.94,1.0,5.24,3.21,0.76
CVNA,Consumer Cyclical,Auto & Truck Dealerships,287.98,287.98,273.32,260.28,526.22,415.86,98,98,99,98,200.22,1.0,167.03,111.83,1.03
RNA,Healthcare,Biotechnology,285.95,311.13,305.25,399.02,363.39,251.57,98,99,98,96,45.15,0.88,44.49,31.61,0.3
WLFC,Industrials,Rental & Leasing Services,275.02,319.62,311.39,232.15,164.24,102.25,98,97,92,53,181.54,0.87,136.16,78.7,1.82
CURI,Communication Services,Broadcasting,272.83,281.84,281.84,245.86,175.34,181.95,98,97,93,93,2.6,1.0,1.81,1.14,1.4
CRMD,Healthcare,Biotechnology,268.74,268.74,217.32,167.69,144.6,143.38,98,94,88,87,12.47,1.0,7.74,5.19,1.91
NOVV,Financial Services,Shell Companies,268.48,269.41,278.89,285.36,94.36,95.6,98,98,38,41,37.0,1.0,27.17,15.67,0.0
RZLT,Healthcare,Biotechnology,262.48,262.48,245.98,284.17,357.75,261.99,98,98,98,97,5.54,0.95,4.8,3.39,0.89
MSTR,Technology,Software—Application,262.22,262.22,250.53,259.95,340.12,443.12,98,98,98,98,235.89,1.0,159.06,134.65,1.71
EUDA,Healthcare,Health Information Services,262.12,262.12,187.78,342.89,324.51,167.18,98,98,98,91,4.68,0.94,4.06,2.75,1.03
TIL,Healthcare,Biotechnology,254.13,330.71,677.16,794.16,120.49,124.87,98,99,76,79,30.88,0.31,37.67,17.78,0.16
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,254.07,275.1,259.26,565.26,474.55,79.46,98,99,99,12,9.06,0.57,8.46,5.7,0.46
KINS,Financial Services,Insurance—Property & Casualty,248.19,276.76,287.8,396.59,244.56,252.06,98,99,97,96,9.9,0.8,9.39,5.68,0.5
WULF,Financial Services,Capital Markets,246.09,262.42,219.8,248.66,307.41,205.48,98,98,98,95,6.21,0.94,4.58,3.28,4.12
APP,Technology,Software—Application,242.36,245.68,221.53,198.56,236.0,238.26,98,96,96,96,159.0,1.0,118.07,81.7,0.59
SRRK,Healthcare,Biotechnology,241.05,254.69,314.66,86.26,141.19,177.72,98,23,87,92,29.01,0.81,14.36,13.14,0.52
PSNL,Healthcare,Diagnostics & Research,240.14,254.73,340.54,403.31,238.93,94.36,98,99,96,38,4.7,0.7,5.29,2.6,0.23
JG,Technology,Software—Infrastructure,239.94,239.94,287.24,202.81,94.9,99.53,98,96,39,48,7.67,0.77,5.43,3.68,1.52
BVS,Healthcare,Medical Devices,239.62,240.06,231.06,220.04,201.72,194.89,98,97,95,94,13.35,1.0,11.02,6.94,0.56
PCT,Industrials,Pollution & Treatment Controls,238.94,238.94,184.0,165.65,124.84,124.31,98,93,79,78,14.3,1.0,8.14,6.07,5.32
WVE,Healthcare,Biotechnology,234.7,240.53,242.15,139.35,131.43,134.57,98,88,83,84,14.82,0.96,7.84,6.07,0.65
VKTX,Healthcare,Biotechnology,232.45,232.45,227.64,275.38,439.92,607.2,98,98,98,99,73.22,0.75,63.1,58.25,5.06
PCTTU,Industrials,Pollution & Treatment Controls,227.48,227.48,197.19,148.09,106.4,131.04,98,91,59,82,17.92,1.0,10.13,7.73,1.6
DAVE,Technology,Software—Application,224.13,258.76,311.25,306.16,581.62,530.2,98,98,99,99,39.88,0.73,39.56,34.99,0.84
AZ,Technology,Software—Application,223.72,223.72,174.46,134.02,112.25,75.24,98,86,67,11,5.09,1.0,2.25,1.89,2.37
ADMA,Healthcare,Biotechnology,223.39,223.39,304.82,303.96,258.89,147.39,98,98,97,88,15.96,0.73,17.97,10.74,0.39
CADL,Healthcare,Biotechnology,223.18,245.68,350.14,376.8,908.97,520.15,98,98,99,99,5.52,0.36,6.34,5.31,0.63
EWTX,Healthcare,Biotechnology,222.86,243.14,243.14,243.09,197.36,236.18,98,97,95,96,34.62,0.97,24.54,19.23,0.55
ESGL,Industrials,Waste Management,222.84,264.07,290.19,246.8,171.23,67.51,98,97,93,7,1.81,0.78,1.75,1.02,0.26
GGAL,Financial Services,Banks—Regional,221.41,221.41,219.66,185.98,214.52,187.61,98,95,96,93,52.93,1.0,42.97,31.37,1.1
NRIX,Healthcare,Biotechnology,220.71,220.71,194.7,233.14,223.48,168.78,98,97,96,91,25.22,0.97,23.95,17.27,0.72
CAVA,Consumer Cyclical,Restaurants,219.39,219.39,220.85,213.94,187.19,139.3,98,97,94,85,138.65,1.0,122.57,83.81,0.64
SGMO,Healthcare,Biotechnology,219.35,245.6,186.18,176.86,85.47,180.68,98,94,18,93,1.49,0.96,0.89,0.7,2.93
AEYE,Technology,Software—Application,219.26,271.84,263.81,351.47,422.56,247.02,98,98,98,96,22.99,0.8,22.87,16.6,0.82
CSLR,Technology,Solar,216.9,271.87,271.87,243.75,265.48,89.72,98,97,97,23,2.3,0.72,2.24,1.4,0.55
EOSE,Industrials,Electrical Equipment & Parts,214.96,227.09,237.57,244.48,155.38,67.9,98,97,90,8,3.13,0.89,2.68,1.5,0.7
MBRX,Healthcare,Biotechnology,212.91,212.91,226.1,368.4,816.07,813.47,98,98,99,99,2.54,0.39,2.48,2.88,0.29
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,210.34,266.85,290.53,240.76,125.85,125.06,98,97,79,79,6.65,0.89,5.07,3.13,0.99
VST,Utilities,Utilities—Independent Power Producers,209.29,215.4,225.02,182.41,263.5,209.46,98,95,97,95,125.58,0.88,103.46,79.01,0.44
RKLB,Industrials,Aerospace & Defense,208.9,208.9,208.46,147.83,107.66,94.3,98,91,61,38,11.19,0.99,8.14,5.41,1.03
MESO,Healthcare,Biotechnology,208.76,250.37,251.34,203.64,279.38,199.97,98,96,97,94,8.67,0.76,7.65,5.77,1.42
ASPI,Basic Materials,Chemicals,208.5,208.5,170.24,175.75,473.69,449.65,98,94,99,98,5.23,0.95,2.88,3.27,2.84
OCUL,Healthcare,Biotechnology,208.42,218.26,202.19,196.85,178.18,258.06,98,96,93,97,10.89,0.94,9.25,7.53,0.62
GDS,Technology,Information Technology Services,207.99,230.1,222.04,203.82,132.07,73.82,98,96,83,10,20.69,0.87,18.73,10.84,0.38
PRM,Basic Materials,Specialty Chemicals,207.89,211.01,213.63,187.72,155.22,142.79,98,95,90,86,13.33,0.98,12.22,8.36,0.59
TISI,Industrials,Specialty Business Services,207.63,239.78,282.57,214.42,120.98,118.52,98,97,76,74,19.72,0.72,16.68,9.84,1.55
GATO,Basic Materials,Other Precious Metals & Mining,207.38,213.94,186.67,184.58,206.03,160.67,98,95,95,90,19.72,0.98,14.83,10.81,0.88
JVA,Consumer Defensive,Packaged Foods,206.68,221.42,237.66,262.41,203.68,143.18,98,98,95,86,3.23,0.9,2.79,1.88,0.33
NUTX,Healthcare,Health Information Services,206.54,210.18,222.12,226.16,55.7,36.59,98,97,4,2,24.58,0.54,21.48,13.98,0.75
POWL,Industrials,Electrical Equipment & Parts,203.97,225.69,230.62,176.09,217.39,241.0,98,94,96,96,249.71,0.85,206.94,161.24,0.72
CNVS,Communication Services,Entertainment,203.64,203.64,158.75,72.12,107.11,141.67,98,12,60,86,2.31,0.98,1.1,1.13,1.27
APLT,Healthcare,Biotechnology,203.09,216.36,214.47,217.31,208.03,454.2,98,97,95,98,8.92,0.97,7.13,5.42,0.64
CDNA,Healthcare,Diagnostics & Research,201.31,214.04,274.39,283.47,203.42,122.24,98,98,95,77,22.85,0.62,29.2,16.98,0.63
SPRY,Healthcare,Biotechnology,197.04,219.24,208.94,231.78,155.74,161.85,97,97,90,91,15.4,0.9,13.91,10.06,0.91
QH,Technology,Software—Application,196.82,200.3,227.48,177.94,47.05,98.31,97,95,3,46,1.47,0.82,1.02,0.82,0.0
DDL,Consumer Defensive,Grocery Stores,196.66,196.66,200.32,155.42,122.57,63.6,97,92,77,6,3.62,0.88,2.81,1.88,1.13
FTAI,Industrials,Rental & Leasing Services,196.61,206.4,218.63,211.98,206.82,178.26,97,97,95,92,143.18,0.96,129.19,89.43,1.07
TVTX,Healthcare,Biotechnology,196.19,196.53,195.47,162.9,111.64,81.51,97,93,67,14,18.09,0.99,13.44,9.25,0.65
SWIM,Industrials,Building Products & Equipment,196.12,220.93,219.39,194.77,119.91,122.0,97,96,75,77,6.59,0.89,6.43,4.06,0.55
SG,Consumer Cyclical,Restaurants,194.32,200.31,208.73,217.25,265.75,217.59,97,97,97,95,36.62,0.91,34.7,25.76,0.43
CMPO,Industrials,Metal Fabrication,194.14,197.15,200.59,200.54,113.15,99.31,97,96,69,48,15.3,0.99,13.08,8.17,0.94
VHI,Basic Materials,Chemicals,194.03,210.39,212.61,179.03,135.32,101.91,97,95,85,53,35.45,0.93,30.73,19.92,0.42
PLSE,Healthcare,Medical Instruments & Supplies,193.76,193.76,191.45,255.5,255.5,180.65,97,98,97,93,17.92,0.78,17.91,12.45,0.9
RCAT,Technology,Computer Hardware,193.39,233.91,299.15,341.2,184.14,161.22,97,98,94,91,2.72,0.7,2.98,1.59,0.38
AKA,Consumer Cyclical,Apparel Retail,193.12,223.47,244.74,276.22,409.51,177.35,97,98,98,92,24.93,0.77,23.57,16.34,0.53
ETON,Healthcare,Drug Manufacturers—Specialty & Generic,191.78,198.92,198.92,142.22,88.75,119.04,97,89,22,74,8.19,0.95,5.93,4.34,0.31
BMA,Financial Services,Banks—Regional,190.76,190.76,198.25,176.32,246.4,202.57,97,94,97,95,76.84,1.0,65.48,52.87,1.16
QTTB,Healthcare,Biotechnology,190.28,219.47,266.98,292.32,176.01,176.05,97,98,93,92,47.62,0.94,44.28,27.34,0.83
RDW,Industrials,Aerospace & Defense,189.19,196.17,187.47,193.52,211.54,133.96,97,96,96,84,8.83,0.96,6.99,5.22,1.05
VRAX,Healthcare,Biotechnology,188.94,197.51,140.94,468.7,115.39,35.22,97,99,71,2,2.57,0.34,2.84,1.46,0.36
TVGN,Healthcare,Biotechnology,188.69,188.69,79.07,33.22,18.75,89.58,97,2,1,23,2.56,0.21,0.67,2.64,2.57
DUO,Real Estate,Real Estate Services,188.61,208.42,661.25,80.78,139.06,49.5,97,17,86,3,1.11,0.19,1.01,0.67,0.09
TLN,Utilities,Utilities—Independent Power Producers,188.56,197.33,208.48,203.75,168.25,136.0,97,96,92,84,177.98,0.91,163.16,113.84,0.9
REE,Consumer Cyclical,Auto Parts,188.12,188.12,161.52,121.63,80.88,115.25,97,79,15,71,8.37,1.0,5.46,5.04,0.2
TECX,Healthcare,Biotechnology,187.36,194.69,186.25,571.02,112.62,101.74,97,99,68,53,36.4,0.97,24.72,18.12,0.81
AVAH,Healthcare,Medical Care Facilities,187.25,205.72,240.61,238.18,202.39,166.3,97,97,95,91,5.0,0.83,5.22,3.34,0.39
RMTI,Healthcare,Drug Manufacturers—Specialty & Generic,186.85,186.85,193.27,221.25,96.45,74.94,97,97,42,10,3.61,0.75,3.47,2.1,0.5
LUNR,Industrials,Aerospace & Defense,186.85,195.48,221.61,218.95,134.12,196.07,97,97,84,94,7.92,0.65,6.66,5.24,0.58
IPW,Consumer Cyclical,Internet Retail,186.3,218.48,254.81,284.16,424.75,101.87,97,98,98,53,1.5,0.38,1.54,1.23,0.31
AUR,Technology,Information Technology Services,184.93,184.93,203.07,203.07,148.86,158.05,97,96,89,90,6.45,1.0,5.04,3.5,1.05
BNTC,Healthcare,Biotechnology,184.88,197.46,204.01,218.69,290.2,195.65,97,97,98,94,10.93,0.94,9.36,7.18,0.61
PPTA,Basic Materials,Other Precious Metals & Mining,184.53,192.81,210.49,214.01,177.43,162.14,97,97,93,91,9.9,0.9,9.06,6.02,0.72
PDYN,Technology,Software—Infrastructure,184.4,184.4,209.33,196.45,222.31,231.76,97,96,96,96,1.99,0.67,1.86,1.6,0.29
