Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,Healthcare,Biotechnology,2474.19,2474.19,93.19,88.64,62.46,90.76,99,25,6,30,38.49,1.0,1.91,1.51,39.43
ME,Healthcare,Diagnostics & Research,851.27,851.27,61.88,72.34,62.08,57.12,99,12,6,5,5.38,1.0,0.43,0.51,0.13
WGS,Healthcare,Health Information Services,801.08,801.08,768.64,794.56,663.41,311.46,99,99,99,97,59.99,1.0,39.14,21.53,1.07
SEZL,Financial Services,Credit Services,634.31,634.31,521.68,364.08,290.69,313.32,99,98,98,97,200.71,1.0,143.46,82.5,1.07
FTEL,Consumer Cyclical,Specialty Retail,631.27,631.27,448.23,1173.25,1138.59,414.79,99,99,99,98,17.23,0.43,15.84,12.51,0.64
MGRX,Healthcare,Health Information Services,608.47,608.47,83.81,98.13,118.01,55.29,99,46,75,4,2.65,1.0,0.31,0.3,0.03
CHSN,Consumer Cyclical,Restaurants,568.07,576.74,683.75,100.23,152.8,116.62,99,50,90,73,12.24,0.8,3.71,2.3,0.0
SMMT,Healthcare,Biotechnology,520.56,520.56,737.11,818.49,419.71,241.74,99,99,98,96,21.84,0.67,17.56,8.48,0.53
ASTS,Technology,Communication Equipment,507.58,508.85,512.41,912.53,385.28,100.36,99,99,98,50,24.25,0.61,26.93,11.24,0.42
LASE,Industrials,Specialty Industrial Machinery,467.17,484.32,1036.99,538.7,181.62,148.59,99,99,94,88,8.6,0.44,6.83,2.98,0.39
DOGZ,Consumer Cyclical,Leisure,453.65,489.53,363.31,363.37,262.46,138.26,99,98,97,85,38.56,0.83,25.3,13.17,1.2
INSG,Technology,Communication Equipment,444.81,455.08,402.63,384.67,358.68,74.1,99,99,98,10,18.46,0.94,15.1,7.72,0.62
CAPR,Healthcare,Biotechnology,436.49,436.49,417.93,100.26,135.26,137.27,99,50,85,85,21.6,1.0,8.1,5.84,1.11
LENZ,Healthcare,Biotechnology,416.34,416.34,504.38,588.61,700.66,743.7,99,99,99,99,26.23,1.0,23.01,15.26,0.99
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",404.64,404.64,616.06,589.91,645.53,671.05,99,99,99,99,2.99,0.83,3.03,2.08,0.51
LUMN,Communication Services,Telecom Services,388.86,445.38,493.55,460.21,83.58,90.58,99,99,18,30,6.18,0.83,6.06,2.61,0.36
NEON,Technology,Electronic Components,386.21,403.46,631.28,428.92,166.4,72.62,99,99,92,9,8.09,0.63,6.97,3.26,0.25
AGBA,Financial Services,Asset Management,384.22,384.22,406.44,416.99,637.85,64.91,99,99,99,7,1.4,0.65,1.19,0.9,2.99
WAVE,Utilities,Utilities—Renewable,366.39,366.39,282.48,177.44,196.91,157.63,99,94,95,90,10.5,1.0,4.33,2.83,14.33
WLGS,Industrials,Engineering & Construction,363.11,363.11,255.25,206.21,84.45,110.16,99,96,19,65,2.43,1.0,1.06,0.72,11.99
TIL,Healthcare,Biotechnology,361.75,387.63,677.16,794.16,120.38,124.87,99,99,77,79,40.28,0.43,34.21,16.81,0.43
LBPH,Healthcare,Biotechnology,359.09,359.09,304.01,373.92,317.21,415.4,99,99,98,98,59.08,1.0,35.35,26.1,2.84
RAIL,Industrials,Railroads,344.04,389.49,357.64,301.96,129.77,123.06,99,98,83,78,11.79,0.89,8.48,4.61,0.76
CLOV,Healthcare,Healthcare Plans,340.56,340.56,345.46,300.4,159.14,88.25,99,98,91,21,4.13,1.0,2.98,1.51,0.78
CRVS,Healthcare,Biotechnology,324.27,324.27,304.88,251.08,106.58,161.77,99,97,62,91,6.72,0.99,4.77,2.7,1.45
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,304.76,304.76,308.91,303.58,160.62,83.9,99,98,91,17,53.49,1.0,42.38,21.58,0.85
COMM,Technology,Communication Equipment,303.01,331.42,367.05,271.71,86.24,80.85,99,98,20,14,5.83,0.86,4.86,2.42,0.79
NOVVU,Financial Services,Shell Companies,295.89,314.02,319.81,317.01,98.49,98.49,99,98,49,47,41.0,1.0,25.9,15.23,0.0
WLFC,Industrials,Rental & Leasing Services,292.52,292.52,257.69,212.41,135.29,97.21,98,97,85,44,186.35,1.0,122.41,73.68,1.93
DAVE,Technology,Software—Application,292.47,295.43,300.56,374.17,581.62,530.2,98,99,99,99,45.83,0.85,38.06,33.78,1.28
KINS,Financial Services,Insurance—Property & Casualty,277.5,287.8,284.05,396.59,233.42,252.06,98,99,96,97,9.82,0.8,9.08,5.41,0.51
RNA,Healthcare,Biotechnology,273.89,273.89,305.25,399.02,321.41,245.85,98,99,98,96,46.7,0.96,43.96,30.3,0.35
PSNL,Healthcare,Diagnostics & Research,272.62,301.49,392.74,403.31,106.88,97.3,98,99,62,45,4.87,0.73,5.15,2.5,0.53
CVNA,Consumer Cyclical,Auto & Truck Dealerships,272.58,272.58,250.08,261.88,526.22,415.86,98,98,99,98,192.02,1.0,158.94,106.71,1.2
NOVV,Financial Services,Shell Companies,271.62,276.76,285.36,282.92,95.6,94.3,98,98,43,39,37.0,1.0,23.73,14.78,0.0
ESGL,Industrials,Waste Management,265.76,279.84,290.19,224.45,170.16,59.88,98,97,92,6,2.04,0.9,1.66,0.97,0.15
NISN,Industrials,Specialty Business Services,262.87,380.88,455.58,330.9,200.57,143.71,98,98,95,87,13.9,0.62,13.02,7.4,0.85
JANX,Healthcare,Biotechnology,257.45,257.45,246.58,294.76,618.86,420.97,98,98,99,98,52.74,0.8,44.78,37.96,1.37
RCAT,Technology,Computer Hardware,255.36,299.15,331.43,341.2,169.36,97.37,98,98,92,45,3.5,0.95,2.89,1.51,1.12
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,248.71,248.71,235.64,565.26,367.13,79.46,98,99,98,13,9.19,0.58,8.21,5.46,0.25
AEYE,Technology,Software—Application,248.7,248.7,283.84,351.47,422.56,239.17,98,98,98,96,25.31,0.92,22.39,15.89,1.43
CADL,Healthcare,Biotechnology,245.52,251.97,376.8,373.8,908.97,520.15,98,98,99,99,5.95,0.4,6.28,5.16,0.96
CSLR,Technology,Solar,243.9,249.63,243.75,265.48,173.43,89.72,98,98,93,24,2.13,0.66,2.12,1.37,1.49
MSTR,Technology,Software—Application,243.77,250.53,230.93,276.99,340.12,443.12,98,98,98,98,194.31,0.9,147.83,129.39,1.85
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,243.72,290.53,246.58,210.8,89.26,125.06,98,97,25,79,6.19,0.99,4.7,3.03,2.04
GEVO,Basic Materials,Specialty Chemicals,242.26,242.26,211.89,133.59,63.08,65.04,98,86,6,7,2.08,1.0,1.14,0.84,0.86
SRRK,Healthcare,Biotechnology,238.95,261.09,314.66,86.26,143.27,177.72,98,23,88,93,28.54,0.79,11.49,12.71,1.05
RZLT,Healthcare,Biotechnology,238.77,238.77,259.06,284.17,357.75,229.65,98,98,98,96,4.82,0.81,4.69,3.25,0.49
MESO,Healthcare,Biotechnology,238.52,241.49,251.34,201.58,279.38,180.27,98,96,97,93,9.62,0.87,7.19,5.51,0.44
EVGO,Consumer Cyclical,Specialty Retail,238.28,238.28,227.3,157.29,131.08,67.99,98,92,83,8,7.63,1.0,4.59,3.03,0.63
