Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
TECX,Healthcare,Biotechnology,9457.28,17602.7,229231.49,203386.39,4217.78,86.42,99,99,99,7,37.4,1.0,23.13,17.75,1.13
MIRA,Healthcare,Drug Manufacturers—General,6292.26,7403.95,7015.47,4115.03,102.05,94.41,99,99,51,24,1.1,0.12,1.46,1.17,0.16
RGC,Healthcare,Drug Manufacturers—Specialty & Generic,1046.99,1046.99,966.61,676.31,90.15,62.18,99,99,13,2,5.09,0.13,6.74,6.17,0.15
GNLN,Consumer Defensive,Tobacco,872.37,872.37,760.96,390.39,126.41,94.99,99,98,84,25,4.5,0.16,5.9,5.31,0.03
ASNS,Technology,Communication Equipment,690.08,985.92,4945.03,17029.16,2572.81,94.29,99,99,99,24,1.45,0.31,1.49,1.23,0.17
SERV,Industrials,Specialty Industrial Machinery,669.35,737.82,710.01,477.67,60.47,92.11,99,98,2,14,9.36,0.34,8.93,6.21,1.22
LUMN,Communication Services,Telecom Services,550.4,550.4,526.26,338.23,96.79,113.91,99,98,34,69,6.74,0.91,6.1,2.67,0.61
LASE,Industrials,Specialty Industrial Machinery,527.35,527.35,452.45,214.96,247.89,170.89,99,97,97,93,6.23,0.31,7.07,3.06,0.47
CING,Healthcare,Biotechnology,524.51,524.51,466.97,256.84,60.71,106.17,99,98,2,53,4.59,0.02,6.15,14.09,0.01
DRUG,Healthcare,Biotechnology,520.0,520.0,108.85,101.28,89.91,121.06,99,51,13,78,47.21,1.0,3.8,1.98,7.83
RGS,Consumer Cyclical,Personal Services,499.56,634.93,1430.96,1339.94,232.82,120.6,99,99,96,77,26.4,0.73,23.86,14.42,0.62
GDC,Communication Services,Electronic Gaming & Multimedia,475.52,487.72,487.72,386.13,85.02,99.0,99,98,8,34,1.96,0.19,3.94,2.02,0.07
QH,Technology,Software—Application,474.26,474.26,373.82,123.59,78.88,95.3,99,87,5,26,1.46,0.81,0.93,0.82,0.01
VRAX,Healthcare,Biotechnology,432.91,438.2,438.2,414.91,146.44,61.76,99,98,90,2,1.53,0.16,2.78,1.44,0.02
SMMT,Healthcare,Biotechnology,417.38,447.43,574.92,871.62,485.13,186.42,99,99,98,95,21.21,0.64,18.3,8.77,0.36
CNEY,Basic Materials,Specialty Chemicals,404.88,404.88,308.65,92.34,59.42,93.47,99,21,2,22,0.65,0.12,0.49,0.82,0.04
ZAPP,Consumer Cyclical,Auto Manufacturers,396.17,622.2,1727.23,1946.84,195.4,111.1,99,99,95,64,2.79,0.12,3.64,4.61,0.35
ASTS,Technology,Communication Equipment,381.04,407.39,552.18,696.96,332.63,147.97,99,99,98,90,28.14,0.71,27.4,11.59,0.43
KZIA,Healthcare,Biotechnology,380.99,487.25,630.89,498.33,144.08,75.66,99,99,89,3,0.5,0.3,0.39,0.34,2.04
PSNL,Healthcare,Diagnostics & Research,361.25,392.09,392.09,321.74,107.77,153.06,99,98,64,91,4.87,0.73,5.25,2.54,0.33
COMM,Technology,Communication Equipment,347.97,347.97,343.59,245.95,96.94,115.31,99,98,35,71,6.05,0.9,5.06,2.46,0.93
NEON,Technology,Electronic Components,346.67,346.67,336.58,233.56,159.72,134.96,99,97,92,86,9.18,0.73,7.31,3.36,0.59
TIL,Healthcare,Biotechnology,344.84,344.84,320.51,159.93,136.74,139.82,99,95,87,88,37.45,0.4,35.89,17.28,0.36
NOVVU,Financial Services,Shell Companies,341.05,341.05,293.01,133.31,93.91,94.25,99,91,20,24,41.0,1.0,27.6,15.67,0.0
DUO,Real Estate,Real Estate Services,338.84,338.84,287.86,547.61,431.44,91.68,99,99,98,12,1.16,0.2,0.95,0.66,0.4
CHSN,Consumer Cyclical,Restaurants,333.72,333.72,205.42,139.06,174.34,304.73,99,92,93,98,12.24,0.8,4.35,2.46,0.0
ADD,Communication Services,Entertainment,331.06,356.78,379.16,265.01,91.2,134.66,99,98,15,86,0.18,0.01,0.79,0.39,0.36
CMAX,Healthcare,Health Information Services,314.75,333.02,324.3,307.96,68.81,45.22,99,98,3,1,1.9,0.0,2.35,4.52,0.9
GLMD,Healthcare,Biotechnology,312.68,312.68,272.9,104.17,99.77,97.32,98,58,44,30,3.8,0.08,4.72,4.39,0.04
NISN,Industrials,Specialty Business Services,301.64,320.71,331.48,239.63,151.24,158.25,98,98,91,92,12.92,0.57,13.27,7.54,0.9
NOVV,Financial Services,Shell Companies,296.16,296.16,255.43,124.12,97.79,92.11,98,87,37,14,37.0,1.0,25.21,15.16,0.0
LCFY,Communication Services,Internet Content & Information,294.21,354.27,385.22,285.09,77.04,114.75,98,98,4,70,5.74,0.46,5.75,5.06,0.22
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,286.74,286.74,273.69,191.82,95.32,143.2,98,97,27,89,7.29,1.0,4.86,3.07,1.78
NUTX,Healthcare,Health Information Services,281.82,281.82,271.09,187.18,49.41,100.28,98,97,1,37,22.3,0.48,20.54,14.17,0.41
LUCY,Healthcare,Medical Instruments & Supplies,273.44,302.66,499.8,2027.66,1126.58,94.06,98,99,99,23,6.73,0.21,6.23,6.97,0.01
DSY,Consumer Defensive,Household & Personal Products,272.48,272.48,215.08,113.3,92.58,92.51,98,78,17,18,5.11,0.43,3.97,6.59,0.08
MBIO,Healthcare,Biotechnology,268.79,340.87,1261.6,1568.82,212.28,82.71,98,99,96,5,0.22,0.05,0.27,0.62,0.44
PRTG,Healthcare,Biotechnology,268.76,268.76,234.91,118.23,63.75,67.55,98,83,2,2,6.13,0.1,5.21,7.98,0.05
NCNA,Healthcare,Biotechnology,263.78,263.78,250.33,159.04,75.18,77.65,98,95,4,4,1.88,0.0,3.72,4.94,0.13
CLOV,Healthcare,Healthcare Plans,258.41,258.41,256.53,239.17,137.05,94.6,98,98,88,24,4.0,0.93,3.12,1.56,0.81
NUZE,Consumer Defensive,Packaged Foods,248.95,248.95,262.74,266.63,125.47,89.38,98,98,83,9,1.77,0.25,1.1,1.66,4.98
BOF,Consumer Defensive,Packaged Foods,244.97,244.97,219.5,128.29,191.7,151.92,98,89,95,91,1.73,0.4,1.65,1.57,0.04
DOGZ,Consumer Cyclical,Leisure,242.94,242.94,242.42,274.92,281.57,210.36,98,98,97,96,40.0,0.87,26.84,13.65,0.14
RCAT,Technology,Computer Hardware,242.28,250.79,254.26,239.59,162.62,98.31,98,98,92,32,3.15,0.84,2.96,1.55,0.53
CRVS,Healthcare,Biotechnology,239.98,239.98,225.94,176.05,106.55,145.64,98,96,62,90,7.21,0.98,5.0,2.79,1.2
TKLF,Consumer Cyclical,Specialty Retail,239.92,288.79,293.07,272.48,100.38,83.88,98,98,46,5,0.44,0.23,0.59,0.4,9.37
RAIL,Industrials,Railroads,239.14,239.14,217.27,150.74,124.29,120.01,98,94,82,77,13.0,1.0,9.02,4.76,1.1
GOVX,Healthcare,Biotechnology,236.02,261.02,363.52,363.52,113.86,73.36,98,98,74,3,2.12,0.14,3.45,2.68,0.08
STEC,Technology,Software—Application,233.78,233.78,137.64,107.16,55.37,45.89,98,66,1,1,1.55,0.19,0.51,0.79,0.87
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,232.17,232.17,231.29,227.3,155.43,100.83,98,97,91,39,57.48,1.0,44.18,22.25,1.02
EOSE,Industrials,Electrical Equipment & Parts,229.42,236.56,267.06,263.65,119.95,89.52,98,98,80,9,3.24,0.93,2.56,1.46,0.63
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",226.69,261.24,455.73,14822.78,485855.35,8350.86,98,99,99,99,2.91,0.8,3.04,2.11,0.45
IMNN,Healthcare,Biotechnology,224.32,225.85,226.94,210.98,221.49,131.94,98,97,96,85,0.99,0.18,1.08,1.1,0.15
XCUR,Healthcare,Biotechnology,219.68,221.01,210.17,127.53,106.96,116.32,98,89,63,72,2.68,0.43,2.46,2.57,0.02
ELWS,Technology,Software—Application,217.78,217.78,211.89,178.05,363.0,301.47,98,96,98,98,2.24,0.14,2.46,2.61,0.02
SNGX,Healthcare,Biotechnology,215.98,262.31,331.06,233.73,109.95,215.49,98,97,68,96,3.87,0.14,3.81,6.73,0.8
SGMO,Healthcare,Biotechnology,213.6,213.6,202.14,156.29,172.14,188.7,98,95,93,95,0.92,0.57,0.86,0.68,0.47
WLGS,Industrials,Engineering & Construction,213.24,213.24,179.89,121.39,133.86,166.95,98,85,87,93,2.75,0.83,1.19,0.76,0.24
SOND,Consumer Cyclical,Lodging,212.92,212.92,205.98,185.11,156.51,118.13,98,96,91,75,4.07,0.34,4.95,3.97,0.04
PSNYW,Consumer Cyclical,Auto Manufacturers,212.3,212.3,205.14,142.63,96.91,85.08,98,93,35,6,0.22,0.44,0.23,0.18,0.02
ICLK,Communication Services,Advertising Agencies,210.2,210.2,205.92,165.41,109.86,171.33,98,95,68,93,3.24,0.74,3.13,2.82,0.27
CSLR,Technology,Solar,208.68,218.39,237.53,433.3,378.35,115.27,98,98,98,71,2.34,0.74,2.18,1.38,0.78
SQNS,Technology,Semiconductors,208.46,208.46,196.91,146.2,82.94,93.76,98,93,6,23,2.47,0.25,2.33,2.59,0.1
KOSS,Technology,Consumer Electronics,208.42,243.1,343.54,376.23,252.71,103.71,98,98,97,47,8.06,0.52,7.55,5.09,0.91
ILAG,Industrials,Building Products & Equipment,208.3,219.32,219.61,188.24,113.5,85.02,98,97,73,6,1.03,0.75,1.02,0.66,0.13
MGOL,Communication Services,Advertising Agencies,208.1,235.22,513.55,2074.36,1014.81,90.43,98,99,99,10,2.6,0.05,3.22,3.93,0.01
GSIW,Financial Services,Capital Markets,207.94,207.94,183.24,106.4,113.3,125.32,98,64,73,81,1.52,0.03,4.81,7.78,0.19
SRRK,Healthcare,Biotechnology,206.15,206.15,135.9,75.93,104.09,180.19,98,6,56,94,30.55,0.86,12.77,12.89,0.7
SEZL,Financial Services,Credit Services,206.13,206.13,198.79,200.01,398.47,410.58,98,97,98,98,225.42,1.0,151.14,85.42,1.34
INSG,Technology,Communication Equipment,205.8,209.41,244.76,328.66,321.86,123.16,98,98,98,80,19.31,0.98,15.75,7.98,1.03
KAVL,Consumer Defensive,Tobacco,203.85,220.84,333.28,501.71,518.11,84.67,98,99,98,6,0.9,0.04,0.82,2.09,0.05
