Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,Healthcare,Biotechnology,3171.95,3189.25,153.94,93.19,64.11,90.76,99,35,6,25,48.02,1.0,4.74,2.21,2.45
WGS,Healthcare,Health Information Services,742.32,801.08,768.64,794.56,663.41,311.46,99,99,99,97,58.19,0.96,41.37,22.65,0.73
DOGZ,Consumer Cyclical,Leisure,642.03,642.03,489.53,363.37,262.46,138.26,99,98,97,85,48.89,1.0,27.56,13.85,0.52
ASTS,Technology,Communication Equipment,597.35,615.65,508.85,912.53,409.61,75.27,99,99,98,11,27.64,0.7,27.53,11.7,0.54
CHSN,Consumer Cyclical,Restaurants,592.34,593.49,683.75,116.58,152.8,116.62,99,74,90,73,12.24,0.8,4.56,2.52,0.0
FTEL,Consumer Cyclical,Specialty Retail,576.12,631.27,628.67,579.66,1173.25,414.79,99,99,99,98,22.41,0.57,16.2,12.87,2.75
SEZL,Financial Services,Credit Services,525.73,634.31,603.37,502.32,290.98,313.32,99,99,98,97,193.48,0.85,152.68,86.28,1.94
INSG,Technology,Communication Equipment,461.39,481.7,455.08,387.93,358.68,89.93,99,99,98,24,19.67,1.0,15.94,8.07,0.47
SMMT,Healthcare,Biotechnology,453.2,544.45,632.26,818.49,419.71,241.74,99,99,98,96,20.5,0.62,18.49,8.86,0.3
CAPR,Healthcare,Biotechnology,432.71,436.49,417.93,100.26,131.99,137.27,99,50,84,85,20.57,0.94,9.36,6.13,0.66
LENZ,Healthcare,Biotechnology,431.88,446.24,425.29,588.61,614.29,743.7,99,99,99,99,27.19,0.97,23.29,15.75,1.96
LUMN,Communication Services,Telecom Services,395.44,418.57,493.55,460.21,83.58,90.58,99,99,17,25,6.57,0.89,6.12,2.7,2.62
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",386.02,404.64,396.2,616.06,645.53,671.05,99,99,99,99,2.92,0.81,3.03,2.13,0.39
GEVO,Basic Materials,Specialty Chemicals,376.9,376.9,237.27,176.3,69.49,65.04,99,94,8,7,3.29,1.0,1.32,0.87,2.42
WLGS,Industrials,Engineering & Construction,374.54,458.88,320.65,206.21,84.45,110.16,99,96,18,65,2.48,0.74,1.23,0.76,1.13
LBPH,Healthcare,Biotechnology,373.8,373.8,348.99,373.92,328.54,415.4,99,98,98,98,59.34,1.0,37.26,26.89,1.73
CRVS,Healthcare,Biotechnology,373.69,373.69,313.3,304.88,113.1,161.77,99,98,69,91,7.56,1.0,5.08,2.81,0.97
NEON,Technology,Electronic Components,362.88,396.75,579.45,631.28,166.4,72.62,99,99,92,9,8.63,0.68,7.43,3.39,0.25
RAIL,Industrials,Railroads,354.67,367.2,389.49,317.62,129.77,123.06,99,98,82,78,12.7,0.97,9.21,4.8,0.74
SMR,Industrials,Specialty Industrial Machinery,343.34,343.34,226.67,239.14,299.29,170.27,99,97,98,92,18.96,0.99,10.77,7.63,3.04
CLOV,Healthcare,Healthcare Plans,342.33,359.41,345.46,300.4,181.43,88.25,99,98,94,21,4.06,0.95,3.17,1.57,0.75
