Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
DRUG,Healthcare,Biotechnology,2546.24,2546.24,93.19,88.64,64.11,90.76,99,25,6,30,38.49,1.0,1.93,1.51,
WGS,Healthcare,Health Information Services,776.04,801.08,768.64,794.56,663.41,311.46,99,99,99,97,59.99,1.0,39.35,21.63,
SEZL,Financial Services,Credit Services,594.47,634.31,521.68,492.75,290.98,313.32,99,99,98,97,200.71,1.0,144.79,82.81,
CHSN,Consumer Cyclical,Restaurants,576.81,576.81,683.75,100.23,152.8,116.62,99,50,90,73,12.24,0.8,3.76,2.3,
FTEL,Consumer Cyclical,Specialty Retail,532.11,631.27,448.23,1173.25,1173.25,414.79,99,99,99,98,17.23,0.43,15.84,12.57,
SMMT,Healthcare,Biotechnology,509.22,520.56,737.11,818.49,419.71,241.74,99,99,98,96,21.84,0.67,17.72,8.51,
ASTS,Technology,Communication Equipment,500.03,508.85,512.41,912.53,399.8,100.36,99,99,98,50,24.25,0.61,27.08,11.27,
LASE,Industrials,Specialty Industrial Machinery,474.22,484.32,1036.99,538.7,181.62,148.59,99,99,94,88,8.6,0.44,6.91,2.99,
INSG,Technology,Communication Equipment,455.11,455.11,419.88,384.67,358.68,74.1,99,99,98,10,18.46,0.94,15.24,7.75,
CAPR,Healthcare,Biotechnology,444.87,444.87,417.93,100.26,135.26,137.27,99,50,85,85,21.6,1.0,8.18,5.85,
LENZ,Healthcare,Biotechnology,413.58,416.34,504.38,588.61,673.05,743.7,99,99,99,99,26.23,1.0,23.0,15.32,
DOGZ,Consumer Cyclical,Leisure,412.01,489.53,373.87,363.37,262.46,138.26,99,98,97,85,38.56,0.83,25.53,13.21,
