Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
AGBA,Financial Services,Asset Management,1249.03,1249.03,406.57,416.94,638.14,64.92,99,99,99,7,4.88,1.0,1.25,0.92,0.63
WGS,Healthcare,Health Information Services,761.52,768.64,768.64,794.56,663.41,311.46,99,99,99,97,59.75,1.0,38.5,21.25,0.93
FTEL,Consumer Cyclical,Specialty Retail,628.67,628.67,448.23,1173.25,1019.38,384.38,99,99,99,98,16.54,0.41,15.91,12.43,0.25
SEZL,Financial Services,Credit Services,603.37,603.37,521.68,364.08,290.69,313.32,99,98,98,97,187.83,1.0,140.92,81.59,0.9
CHSN,Consumer Cyclical,Restaurants,559.78,576.74,683.75,100.23,152.8,116.62,99,50,90,73,12.24,0.8,3.5,2.24,0.0
ASTS,Technology,Communication Equipment,508.85,508.85,512.41,912.53,366.23,100.36,99,99,98,51,25.12,0.63,26.82,11.15,0.61
SMMT,Healthcare,Biotechnology,492.72,492.72,737.11,818.49,419.71,241.74,99,99,98,96,20.25,0.61,17.32,8.38,0.48
DOGZ,Consumer Cyclical,Leisure,489.53,489.53,363.31,363.37,262.46,138.26,99,98,97,85,45.62,1.0,24.84,13.0,0.88
LASE,Industrials,Specialty Industrial Machinery,484.32,484.32,1036.99,538.7,181.62,148.59,99,99,94,88,8.6,0.44,6.71,2.94,0.41
INSG,Technology,Communication Equipment,443.11,455.08,402.63,384.67,351.42,74.1,99,99,98,10,18.72,0.95,14.9,7.64,0.77
LENZ,Healthcare,Biotechnology,406.89,406.89,504.38,588.61,700.66,743.7,99,99,99,99,25.5,0.99,22.93,15.14,0.39
NEON,Technology,Electronic Components,396.75,403.46,631.28,428.92,166.4,72.62,99,99,92,10,8.61,0.68,6.86,3.23,0.26
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",396.2,396.2,616.06,589.91,645.53,671.05,99,99,99,99,3.06,0.85,3.03,2.06,0.67
CAPR,Healthcare,Biotechnology,392.92,392.92,417.93,100.26,135.26,137.27,99,50,85,85,19.58,0.89,7.74,5.76,0.64
TIL,Healthcare,Biotechnology,387.63,387.63,677.16,794.16,112.85,124.87,99,99,70,79,43.58,0.48,33.63,16.64,0.73
LUMN,Communication Services,Telecom Services,380.84,445.38,493.55,460.21,83.58,90.58,99,99,18,30,6.08,0.81,5.99,2.58,0.24
RAIL,Industrials,Railroads,350.34,389.49,355.38,301.96,129.77,123.06,99,98,83,78,12.01,0.91,8.3,4.57,1.38
LBPH,Healthcare,Biotechnology,348.99,348.99,304.01,373.92,314.22,415.4,99,99,98,98,58.99,1.0,34.86,25.83,28.5
CLOV,Healthcare,Healthcare Plans,335.99,335.99,345.46,300.4,149.87,88.25,99,98,90,22,4.12,1.0,2.93,1.49,0.7
WLGS,Industrials,Engineering & Construction,320.65,320.65,255.25,206.21,84.45,110.16,99,96,19,65,2.2,1.0,1.02,0.71,0.65
CRVS,Healthcare,Biotechnology,313.3,313.3,304.88,251.08,106.58,161.77,99,97,62,91,6.79,1.0,4.69,2.68,1.68
NOVVU,Financial Services,Shell Companies,304.39,314.02,319.81,317.01,98.49,97.22,99,98,49,45,41.0,1.0,25.34,15.08,0.0
COMM,Technology,Communication Equipment,301.05,332.69,367.05,271.71,86.24,80.85,99,98,21,14,5.61,0.83,4.78,2.4,0.82
WAVE,Utilities,Utilities—Renewable,293.29,293.29,282.48,177.44,196.91,155.55,99,94,95,90,8.73,1.0,4.18,2.78,9.97
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,290.6,294.05,308.91,303.58,152.91,83.9,99,98,90,17,50.89,1.0,41.76,21.36,0.61
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,290.53,290.53,246.58,210.8,89.26,125.06,99,97,26,79,6.24,1.0,4.65,3.02,3.07
WLFC,Industrials,Rental & Leasing Services,284.35,284.35,253.27,212.41,135.29,97.21,99,97,85,45,180.0,1.0,120.53,72.99,2.24
DAVE,Technology,Software—Application,282.26,300.56,300.56,374.17,581.62,530.2,99,99,99,99,43.81,0.81,37.76,33.6,1.08
CDNA,Healthcare,Diagnostics & Research,274.39,274.39,269.6,283.47,163.72,122.24,98,98,92,77,31.31,0.91,29.53,16.49,0.8
RCAT,Technology,Computer Hardware,274.01,299.15,331.43,341.2,169.36,97.37,98,98,92,45,3.65,1.0,2.86,1.5,2.21
KINS,Financial Services,Insurance—Property & Casualty,272.88,287.8,284.05,396.59,233.42,252.06,98,99,96,97,9.66,0.78,9.02,5.37,0.84
NOVV,Financial Services,Shell Companies,271.55,278.65,285.36,282.92,95.6,94.3,98,98,44,39,37.0,1.0,23.25,14.65,0.0
RNA,Healthcare,Biotechnology,271.05,273.57,305.25,399.02,314.06,245.85,98,99,98,96,46.71,0.96,43.87,30.11,0.34
NISN,Industrials,Specialty Business Services,265.57,441.43,455.58,330.9,200.57,143.71,98,98,95,87,13.87,0.62,12.91,7.35,1.01
CVNA,Consumer Cyclical,Auto & Truck Dealerships,264.21,264.21,244.33,261.88,526.22,415.86,98,98,99,98,189.09,0.98,157.81,106.02,0.71
ESGL,Industrials,Waste Management,262.19,279.84,290.19,224.45,170.16,59.88,98,97,92,6,2.02,0.89,1.65,0.96,0.35
PSNL,Healthcare,Diagnostics & Research,260.65,301.49,392.74,403.31,106.88,97.3,98,99,62,45,4.57,0.67,5.12,2.49,0.49
CSLR,Technology,Solar,249.63,249.63,243.75,265.48,173.43,89.72,98,98,93,24,2.2,0.69,2.11,1.36,1.48
MSTR,Technology,Software—Application,246.97,250.53,224.9,276.99,340.12,443.12,98,98,98,98,201.67,0.94,146.56,128.76,2.53
CADL,Healthcare,Biotechnology,238.97,267.4,376.8,373.8,908.97,520.15,98,98,99,99,6.0,0.4,6.26,5.14,0.72
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,238.78,238.78,235.64,565.26,331.02,79.46,98,99,98,13,9.0,0.57,8.22,5.42,0.29
MESO,Healthcare,Biotechnology,237.58,241.49,251.34,201.58,279.38,180.27,98,96,97,93,9.93,0.9,7.11,5.47,0.91
RZLT,Healthcare,Biotechnology,236.53,236.53,259.06,284.17,357.75,191.98,98,98,98,94,4.78,0.8,4.68,3.23,0.86
TISI,Industrials,Specialty Business Services,236.4,282.57,256.2,214.42,115.01,118.52,98,97,73,74,22.7,0.87,14.84,9.26,2.07
SRRK,Healthcare,Biotechnology,233.73,314.66,314.66,86.26,143.27,177.72,98,23,88,93,28.52,0.79,11.09,12.67,1.23
ADMA,Healthcare,Biotechnology,233.44,304.82,303.96,289.22,241.69,147.39,98,98,97,88,16.37,0.75,17.7,10.29,1.11
JANX,Healthcare,Biotechnology,232.73,232.73,246.58,294.76,618.86,413.08,98,98,99,98,49.35,0.74,44.47,37.76,0.76
IPW,Consumer Cyclical,Internet Retail,231.36,231.36,254.81,297.9,424.75,101.87,98,98,98,53,2.02,0.56,1.49,1.19,4.13
JVA,Consumer Defensive,Packaged Foods,229.94,229.94,262.41,203.68,171.59,122.83,98,96,93,78,3.46,0.99,2.58,1.78,1.66
GEVO,Basic Materials,Specialty Chemicals,228.14,237.27,211.89,133.59,63.08,65.04,98,86,6,7,2.0,0.96,1.11,0.84,0.91
SMR,Industrials,Specialty Industrial Machinery,226.67,226.67,208.08,299.29,281.16,170.27,98,98,97,92,13.94,0.87,9.88,7.27,1.81
AEYE,Technology,Software—Application,225.53,246.91,283.84,351.47,422.56,239.17,98,98,98,96,23.47,0.84,22.29,15.79,0.37
BVS,Healthcare,Medical Devices,223.23,223.23,220.59,203.66,201.72,204.12,98,96,95,95,12.57,1.0,10.16,6.62,0.6
EVGO,Consumer Cyclical,Specialty Retail,223.14,223.14,227.3,157.29,126.55,67.99,98,92,81,8,7.48,1.0,4.51,3.01,0.71
CURI,Communication Services,Broadcasting,221.0,228.2,231.07,245.86,175.34,181.95,98,97,93,93,2.16,0.97,1.6,1.06,1.24
EWTX,Healthcare,Biotechnology,220.29,223.7,243.09,197.36,198.66,236.18,98,96,95,96,31.82,1.0,21.62,18.27,0.86
EOSE,Industrials,Electrical Equipment & Parts,219.1,219.1,221.15,244.48,155.38,67.9,98,97,91,8,3.16,0.96,2.42,1.41,0.52
CAVA,Consumer Cyclical,Restaurants,218.67,220.85,210.33,213.94,187.19,139.3,98,97,94,86,134.75,1.0,114.85,80.06,0.7
AKA,Consumer Cyclical,Apparel Retail,217.88,217.88,244.74,276.22,409.51,168.95,98,98,98,92,25.52,0.8,22.29,15.68,1.1
GDS,Technology,Information Technology Services,217.07,217.07,210.76,184.29,127.57,69.22,98,95,81,8,22.21,0.96,17.07,10.31,1.96
ZETA,Technology,Software—Infrastructure,216.82,247.97,241.14,229.12,181.03,122.67,98,97,94,77,31.06,0.92,26.9,16.83,0.9
