Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
TECX,Healthcare,Biotechnology,20219.48,42663.21,229331.21,153281.31,1476.08,96.15,99,99,99,28,31.0,0.94,20.99,17.22,0.56
MIRA,Healthcare,Drug Manufacturers—General,6892.44,6892.44,5947.05,3151.57,99.45,84.47,99,99,44,7,1.08,0.12,1.59,1.17,0.11
ASNS,Technology,Communication Equipment,1070.68,1611.94,9728.32,17028.44,1443.03,93.9,99,99,99,18,1.4,0.29,1.48,1.23,0.06
RGC,Healthcare,Drug Manufacturers—Specialty & Generic,944.85,944.85,870.96,587.13,88.86,75.46,99,99,12,4,6.9,0.26,7.1,6.31,5.63
GNLN,Consumer Defensive,Tobacco,739.47,739.47,619.99,300.56,125.12,85.54,99,98,83,8,4.45,0.16,5.72,5.34,0.03
ZAPP,Consumer Cyclical,Auto Manufacturers,683.62,1122.85,1937.76,1808.24,106.28,86.21,99,99,62,9,2.61,0.11,4.39,4.69,0.26
RGS,Consumer Cyclical,Personal Services,664.69,861.61,1428.79,1153.64,154.62,111.12,99,99,91,68,27.31,0.76,23.58,13.89,0.58
LUMN,Communication Services,Telecom Services,518.92,518.92,469.54,279.7,97.82,112.11,99,98,40,70,6.28,0.84,5.87,2.54,0.26
KZIA,Healthcare,Biotechnology,514.64,630.36,602.52,447.99,102.03,62.57,99,98,52,2,0.4,0.2,0.38,0.34,0.16
GDC,Communication Services,Electronic Gaming & Multimedia,487.43,487.43,477.15,312.63,71.36,129.2,99,98,3,85,2.68,0.29,3.84,2.03,0.19
CING,Healthcare,Biotechnology,455.93,455.93,406.26,194.65,70.96,100.62,99,97,3,42,4.45,0.02,6.03,16.25,0.02
SMMT,Healthcare,Biotechnology,455.5,493.13,619.95,872.13,409.37,190.59,99,99,98,95,18.61,0.56,16.94,8.21,0.29
VRAX,Healthcare,Biotechnology,436.87,436.87,430.46,403.22,134.58,56.25,99,98,87,2,1.79,0.2,2.71,1.43,0.02
LASE,Industrials,Specialty Industrial Machinery,435.73,435.73,372.34,185.65,243.35,143.35,99,96,97,90,8.3,0.42,6.46,2.87,1.11
ASTS,Technology,Communication Equipment,414.95,452.49,609.64,696.11,271.44,125.59,99,99,97,83,23.07,0.58,26.61,10.97,0.38
PSNL,Healthcare,Diagnostics & Research,391.42,391.42,382.57,281.69,106.39,131.89,99,98,62,87,4.94,0.74,5.08,2.46,0.22
ADD,Communication Services,Entertainment,362.08,378.2,378.2,202.95,88.97,98.43,99,97,12,36,0.19,0.0,0.81,0.39,0.91
LCFY,Communication Services,Internet Content & Information,360.98,385.17,361.56,247.95,72.28,110.48,99,98,3,67,5.61,0.44,5.63,5.16,1.73
MBIO,Healthcare,Biotechnology,359.69,493.17,1565.95,1369.05,130.84,70.96,99,99,86,3,0.22,0.05,0.28,0.65,0.23
QH,Technology,Software—Application,355.77,355.77,270.43,75.53,79.7,94.44,99,6,5,19,1.48,0.83,0.79,0.81,0.02
COMM,Technology,Communication Equipment,341.15,341.15,318.36,214.86,86.8,101.36,99,97,10,44,6.05,0.9,4.65,2.37,0.52
NEON,Technology,Electronic Components,331.76,331.76,310.08,194.19,153.78,117.53,99,97,91,77,8.84,0.7,6.62,3.17,0.33
NISN,Industrials,Specialty Business Services,325.43,331.37,320.44,205.84,150.08,151.0,99,97,90,91,13.25,0.58,12.8,7.25,1.81
CMAX,Healthcare,Health Information Services,318.39,318.39,324.35,292.36,64.19,43.83,99,98,2,1,1.65,0.0,2.69,4.89,0.52
TIL,Healthcare,Biotechnology,315.27,315.27,277.7,113.63,137.21,137.48,99,79,88,88,37.49,0.4,32.41,16.29,0.43
LUCY,Healthcare,Medical Instruments & Supplies,309.84,358.66,692.82,2023.65,837.77,82.36,99,99,99,6,7.75,0.27,5.82,7.02,0.01
CNEY,Basic Materials,Specialty Chemicals,290.59,290.59,210.4,54.68,57.43,62.89,99,2,2,2,0.71,0.13,0.45,0.85,1.68
TKLF,Consumer Cyclical,Specialty Retail,290.57,293.11,290.14,253.14,85.14,89.53,99,98,8,11,0.52,0.31,0.6,0.41,1.15
NOVVU,Financial Services,Shell Companies,282.73,282.73,232.02,103.07,94.2,98.64,98,58,22,37,41.0,1.0,24.21,14.79,0.0
DUO,Real Estate,Real Estate Services,278.09,278.09,222.99,545.25,376.31,71.81,98,99,98,3,1.22,0.22,0.85,0.64,1.38
SNGX,Healthcare,Biotechnology,273.73,331.05,320.23,204.9,123.83,214.32,98,97,82,96,3.99,0.15,3.81,6.98,0.39
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",268.85,312.76,569.06,38184.41,485049.16,2672.06,98,99,99,99,2.8,0.77,3.02,2.04,0.71
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,268.28,268.28,243.15,171.65,100.37,145.3,98,96,47,90,4.83,0.91,4.57,2.99,0.18
NUTX,Healthcare,Health Information Services,267.87,267.87,239.85,151.2,53.86,86.12,98,94,1,9,18.92,0.39,18.88,14.41,0.16
GOVX,Healthcare,Biotechnology,266.71,299.48,363.5,326.79,93.75,74.74,98,98,21,4,2.03,0.13,3.43,2.78,0.13
GLMD,Healthcare,Biotechnology,264.05,264.05,218.45,95.53,99.33,92.87,98,34,44,16,3.82,0.08,4.69,4.44,0.02
CLOV,Healthcare,Healthcare Plans,255.51,255.51,246.84,227.84,121.27,92.19,98,97,81,15,3.95,0.97,2.84,1.46,0.5
RCAT,Technology,Computer Hardware,252.01,254.3,250.66,225.7,155.11,92.11,98,97,91,15,3.19,0.91,2.8,1.47,0.79
