Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
KTRA,Healthcare,Biotechnology,3366.42,3366.42,93.33,124.46,161.08,37.48,99,82,91,2,8.05,1.0,0.35,0.21,
DRUG,Healthcare,Biotechnology,1387.47,2474.19,93.19,93.19,64.11,90.76,99,36,6,30,21.7,0.55,2.88,1.75,0.9
WGS,Healthcare,Health Information Services,744.47,801.08,768.64,794.56,663.41,311.46,99,99,99,97,56.0,0.92,40.32,22.09,2.28
BIOR,Healthcare,Biotechnology,633.94,633.94,57.97,74.11,61.66,63.54,99,13,5,6,5.9,1.0,0.72,0.81,
SEZL,Financial Services,Credit Services,623.48,634.31,535.49,502.32,290.98,313.32,99,99,98,97,218.79,1.0,148.76,84.4,1.19
SDOT,Consumer Defensive,Farm Products,619.89,644.58,91.7,126.16,131.43,52.44,99,83,83,4,3.0,1.0,0.44,0.38,
CHSN,Consumer Cyclical,Restaurants,573.22,574.13,683.75,100.23,152.8,116.62,99,50,90,73,12.24,0.8,4.14,2.41,0.0
ASTS,Technology,Communication Equipment,567.63,579.18,495.81,912.53,409.61,100.36,99,99,98,50,28.49,0.72,27.28,11.47,0.6
FTEL,Consumer Cyclical,Specialty Retail,520.06,631.27,510.23,1010.81,1173.25,414.79,99,99,99,98,17.9,0.45,15.96,12.68,0.45
SMMT,Healthcare,Biotechnology,483.29,544.45,658.51,818.49,419.71,241.74,99,99,98,96,21.57,0.66,18.08,8.68,0.54
INSG,Technology,Communication Equipment,478.34,481.7,429.08,384.67,358.68,74.1,99,99,98,10,19.68,1.0,15.56,7.9,0.78
DOGZ,Consumer Cyclical,Leisure,446.03,489.53,373.87,363.37,262.46,138.26,99,98,97,85,37.26,0.8,26.31,13.49,0.7
LENZ,Healthcare,Biotechnology,415.75,427.66,504.38,588.61,614.29,743.7,99,99,99,99,26.32,0.96,23.14,15.5,1.1
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",396.69,404.64,616.06,589.91,645.53,671.05,99,99,99,99,2.96,0.82,3.04,2.1,0.6
CAPR,Healthcare,Biotechnology,385.49,436.49,417.93,100.26,131.99,137.27,99,50,84,85,18.49,0.83,8.73,5.99,1.44
LUMN,Communication Services,Telecom Services,381.18,406.96,493.55,460.21,83.58,90.58,99,99,17,29,6.18,0.83,6.08,2.65,0.43
WLGS,Industrials,Engineering & Construction,361.26,458.88,255.25,206.21,84.45,110.16,99,96,18,65,2.4,0.71,1.15,0.74,1.09
CRVS,Healthcare,Biotechnology,352.0,358.39,304.88,285.87,113.05,161.77,99,98,69,91,7.21,0.98,4.93,2.76,1.65
LASE,Industrials,Specialty Industrial Machinery,348.12,484.32,1036.99,538.7,181.62,148.59,99,99,94,88,6.38,0.31,7.01,3.04,0.59
LBPH,Healthcare,Biotechnology,347.68,359.09,304.01,373.92,328.54,415.4,99,99,98,98,59.17,1.0,36.33,26.54,2.78
CLOV,Healthcare,Healthcare Plans,346.27,359.41,345.46,300.4,180.03,88.25,99,98,93,21,4.18,0.98,3.08,1.54,1.72
RAIL,Industrials,Railroads,341.92,389.49,357.64,317.62,129.77,123.06,99,98,82,78,11.84,0.89,8.83,4.7,0.43
SMR,Industrials,Specialty Industrial Machinery,333.11,333.11,208.08,274.22,299.29,170.27,99,98,98,92,18.02,0.94,10.38,7.47,3.45
NEON,Technology,Electronic Components,331.9,403.46,631.28,626.96,166.4,72.62,99,99,92,9,7.8,0.61,7.18,3.32,0.17
TIL,Healthcare,Biotechnology,330.71,387.63,677.16,794.16,120.49,124.87,99,99,76,79,39.46,0.42,35.38,17.13,0.39
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,323.27,323.27,308.91,303.58,164.86,83.9,99,98,92,17,56.41,1.0,43.71,22.02,0.73
GEVO,Basic Materials,Specialty Chemicals,313.22,313.22,228.39,176.28,69.49,65.04,99,94,8,7,2.65,1.0,1.22,0.85,7.05
WLFC,Industrials,Rental & Leasing Services,311.39,311.39,263.97,215.45,144.83,99.2,99,97,88,48,196.85,1.0,126.35,75.12,1.62
NOVVU,Financial Services,Shell Companies,296.8,313.07,319.81,318.19,95.52,98.49,98,98,41,47,41.0,1.0,27.04,15.52,0.0
COMM,Technology,Communication Equipment,295.5,310.73,367.05,311.46,87.97,80.85,98,98,22,14,5.65,0.83,5.0,2.45,0.56
RNA,Healthcare,Biotechnology,289.6,289.75,305.25,399.02,333.65,245.85,98,99,98,96,48.52,0.99,44.22,30.7,0.44
CURI,Communication Services,Broadcasting,281.84,281.84,231.07,245.86,175.34,181.95,98,97,93,93,2.61,1.0,1.68,1.09,2.68
WAVE,Utilities,Utilities—Renewable,280.86,366.39,282.48,177.44,196.91,168.16,98,94,95,91,7.9,0.73,4.53,2.9,2.4
KINS,Financial Services,Insurance—Property & Casualty,276.76,287.8,284.05,396.59,231.27,252.06,98,99,96,96,10.0,0.81,9.18,5.49,0.99
CSLR,Technology,Solar,271.87,271.87,243.75,252.51,265.48,89.72,98,97,97,23,2.37,0.75,2.16,1.37,1.96
NOVV,Financial Services,Shell Companies,269.41,276.06,285.36,284.54,95.6,94.3,98,98,41,38,37.0,1.0,24.71,15.04,0.0
CVNA,Consumer Cyclical,Auto & Truck Dealerships,268.46,273.32,250.08,260.28,526.22,415.86,98,98,99,98,191.92,0.99,161.3,108.12,0.63
ESGL,Industrials,Waste Management,264.07,278.47,290.19,246.8,171.23,59.88,98,97,92,5,2.04,0.91,1.7,0.98,0.52
EVGO,Consumer Cyclical,Specialty Retail,261.44,266.03,227.3,159.06,137.9,67.99,98,93,86,8,8.34,0.98,4.78,3.08,0.89
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,259.26,259.26,235.64,565.26,417.26,79.46,98,99,98,13,9.14,0.58,8.26,5.52,0.42
DAVE,Technology,Software—Application,258.07,311.25,300.56,369.84,581.62,530.2,98,98,99,99,42.79,0.79,38.65,34.16,3.6
JANX,Healthcare,Biotechnology,256.69,257.45,246.58,294.76,618.86,423.86,98,98,99,98,49.81,0.75,45.32,38.35,1.01
NISN,Industrials,Specialty Business Services,251.43,265.57,455.58,349.55,200.57,143.71,98,98,95,87,13.53,0.6,13.21,7.5,1.29
MESO,Healthcare,Biotechnology,250.37,250.37,251.34,201.58,279.38,180.27,98,96,97,93,9.93,0.9,7.33,5.59,1.35
ALTS,Technology,Software—Application,250.06,250.06,199.33,272.85,806.19,581.04,98,98,99,99,2.45,0.45,2.07,2.18,1.05
EWTX,Healthcare,Biotechnology,243.14,243.14,243.09,187.84,197.36,236.18,98,95,95,96,35.51,1.0,22.73,18.62,0.86
