Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
WGS,Healthcare,Health Information Services,747.67,768.64,709.43,794.56,663.41,311.46,99,99,99,97,60.0,1.0,37.91,20.96,1.7
FTEL,Consumer Cyclical,Specialty Retail,611.69,611.69,448.23,1173.25,868.23,344.33,99,99,99,98,16.88,0.42,15.97,12.36,0.64
SEZL,Financial Services,Credit Services,590.19,590.19,521.68,364.08,286.17,313.32,99,99,98,97,179.75,1.0,138.71,80.75,0.86
CHSN,Consumer Cyclical,Restaurants,554.48,683.75,683.75,100.23,152.8,116.62,99,51,90,73,12.24,0.8,3.29,2.19,0.0
ASTS,Technology,Communication Equipment,480.94,495.81,514.99,912.53,337.64,100.36,99,99,98,50,24.18,0.61,26.69,11.06,0.39
LASE,Industrials,Specialty Industrial Machinery,480.32,480.32,1036.99,538.7,181.62,148.59,99,99,94,88,8.53,0.43,6.59,2.91,0.85
SMMT,Healthcare,Biotechnology,480.07,483.3,818.49,654.53,419.71,241.74,99,99,98,96,19.95,0.6,17.13,8.3,0.4
INSG,Technology,Communication Equipment,455.08,455.08,402.63,358.68,351.42,74.1,99,98,98,10,19.54,1.0,14.7,7.56,0.89
DOGZ,Consumer Cyclical,Leisure,415.91,415.91,363.37,341.44,262.46,138.26,99,98,97,85,40.24,1.0,24.25,12.8,1.01
LUMN,Communication Services,Telecom Services,406.01,466.3,493.55,460.21,83.58,90.58,99,99,18,29,6.2,0.83,5.93,2.56,0.24
NEON,Technology,Electronic Components,395.13,403.46,631.28,372.03,166.4,72.62,99,99,92,9,8.6,0.68,6.74,3.2,0.21
LENZ,Healthcare,Biotechnology,390.42,425.29,504.38,588.61,734.55,743.7,99,99,99,99,24.71,0.95,22.9,15.03,0.63
RAIL,Industrials,Railroads,389.49,389.49,355.38,274.69,129.77,123.06,99,98,83,78,13.02,1.0,8.13,4.52,1.23
TIL,Healthcare,Biotechnology,366.36,457.14,794.16,279.12,107.09,124.87,99,98,63,79,42.07,0.46,33.0,16.46,0.61
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",363.84,374.19,616.06,579.2,645.53,671.05,99,99,99,99,2.88,0.79,3.02,2.05,0.17
CAPR,Healthcare,Biotechnology,358.76,417.93,417.93,100.26,137.03,137.27,99,51,86,85,17.77,0.8,7.43,5.69,1.42
CLOV,Healthcare,Healthcare Plans,333.28,344.14,345.46,300.4,143.88,88.25,99,98,88,21,4.07,1.0,2.89,1.48,0.78
NOVVU,Financial Services,Shell Companies,310.87,314.02,319.81,108.19,98.49,97.22,99,64,49,44,41.0,1.0,24.79,14.94,0.0
COMM,Technology,Communication Equipment,310.73,348.99,367.05,255.38,86.24,80.85,99,98,21,14,6.01,0.9,4.72,2.39,0.87
CRVS,Healthcare,Biotechnology,310.24,310.24,304.88,218.31,106.58,163.45,99,97,62,91,6.33,1.0,4.61,2.65,1.75
AGBA,Financial Services,Asset Management,290.14,406.44,406.44,438.04,637.85,61.27,99,99,99,6,1.14,0.51,1.18,0.89,10.85
PSNL,Healthcare,Diagnostics & Research,289.27,309.09,392.74,403.31,106.88,100.2,99,99,62,50,4.73,0.7,5.1,2.48,0.63
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,289.0,294.05,308.91,285.57,152.91,83.9,99,98,90,16,50.71,0.99,41.22,21.16,0.69
KINS,Financial Services,Insurance—Property & Casualty,287.8,287.8,284.05,396.59,233.42,252.06,99,99,96,97,9.84,0.8,8.96,5.33,0.83
DAVE,Technology,Software—Application,284.52,300.56,293.55,374.17,581.62,530.2,99,99,99,99,43.78,0.81,37.55,33.42,1.22
WLFC,Industrials,Rental & Leasing Services,283.31,283.31,253.27,191.78,134.97,97.21,99,96,85,44,174.85,1.0,118.79,72.33,1.52
WLGS,Industrials,Engineering & Construction,281.11,281.11,253.41,144.34,84.45,110.16,99,90,19,65,1.92,1.0,0.98,0.71,0.31
ESGL,Industrials,Waste Management,274.13,279.84,290.19,204.59,170.16,58.47,99,96,92,5,2.11,0.94,1.63,0.96,0.31
NOVV,Financial Services,Shell Companies,274.08,278.65,285.36,101.31,95.6,94.3,98,53,44,39,37.0,1.0,22.76,14.52,0.0
RCAT,Technology,Computer Hardware,269.1,299.15,341.2,317.6,169.36,97.37,98,98,92,45,3.38,0.97,2.83,1.49,1.17
RNA,Healthcare,Biotechnology,266.5,303.45,305.25,399.02,314.06,245.85,98,99,98,96,46.6,0.96,43.77,29.93,0.51
CDNA,Healthcare,Diagnostics & Research,265.91,269.6,253.58,283.47,163.72,128.58,98,98,92,81,30.62,0.88,29.36,16.39,0.65
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,264.71,264.71,246.58,210.8,89.26,125.06,98,97,26,79,5.45,1.0,4.6,3.0,0.58
NISN,Industrials,Specialty Business Services,256.75,441.43,455.58,323.35,200.57,143.71,98,98,95,87,14.15,0.63,12.86,7.3,1.01
CVNA,Consumer Cyclical,Auto & Truck Dealerships,252.76,252.76,239.36,261.88,526.22,415.86,98,98,99,98,192.25,1.0,156.77,105.35,0.6
MSTR,Technology,Software—Application,250.53,250.53,211.73,276.99,340.12,443.12,98,98,98,98,212.59,1.0,145.42,128.08,2.47
CADL,Healthcare,Biotechnology,246.98,267.4,376.8,373.8,908.97,520.15,98,99,99,99,6.02,0.4,6.25,5.11,0.92
ADMA,Healthcare,Biotechnology,244.17,304.82,303.96,289.22,232.09,147.39,98,98,96,88,17.15,0.8,17.6,10.23,1.6
MESO,Healthcare,Biotechnology,241.49,251.34,251.34,201.58,279.38,180.27,98,96,97,93,10.08,0.92,7.04,5.44,1.72
GEVO,Basic Materials,Specialty Chemicals,237.27,237.27,196.46,90.13,63.08,69.04,98,28,6,8,2.06,1.0,1.08,0.83,1.1
TISI,Industrials,Specialty Business Services,232.63,282.57,237.46,214.42,115.01,118.52,98,97,73,74,21.14,0.79,14.59,9.18,3.11
AEYE,Technology,Software—Application,230.91,246.91,283.84,351.47,422.56,239.17,98,98,98,96,23.29,0.83,22.27,15.7,0.62
SRRK,Healthcare,Biotechnology,230.89,314.66,81.44,86.26,143.27,186.64,98,23,88,93,26.51,0.71,10.7,12.62,1.53
RZLT,Healthcare,Biotechnology,230.48,242.02,259.06,284.17,357.75,170.51,98,98,98,92,4.7,0.78,4.67,3.21,0.37
