Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
SNYR,Healthcare,Medical Distribution,4132.69,4132.69,1865.04,1800.07,1651.73,96.08,99,99,99,42,9.0,1.0,2.5,0.92,47.85
DRUG,Healthcare,Biotechnology,3062.46,3189.25,2474.19,93.19,64.11,90.76,99,35,6,25,47.0,0.98,6.58,2.66,0.46
WGS,Healthcare,Health Information Services,732.62,782.59,801.08,794.56,663.41,311.46,99,99,99,97,56.08,0.92,42.29,23.19,0.53
DOGZ,Consumer Cyclical,Leisure,592.63,681.26,489.53,363.37,262.46,138.26,99,98,97,85,46.87,0.88,29.02,14.3,0.38
ASTS,Technology,Communication Equipment,572.68,615.65,579.18,912.53,431.41,75.27,99,99,98,10,26.26,0.66,27.8,11.93,0.41
SEZL,Financial Services,Credit Services,553.55,623.48,634.31,502.32,290.98,313.32,99,99,98,97,190.17,0.84,155.43,88.0,0.36
FTEL,Consumer Cyclical,Specialty Retail,524.9,576.12,631.27,579.66,1173.25,414.79,99,99,99,98,21.12,0.53,16.51,13.07,0.34
CHSN,Consumer Cyclical,Restaurants,501.98,593.49,683.75,116.58,152.8,116.62,99,74,90,73,10.3,0.66,4.94,2.62,0.76
CAPR,Healthcare,Biotechnology,461.18,461.18,436.49,102.85,131.99,137.27,99,54,83,85,21.39,0.99,10.04,6.29,0.5
SMMT,Healthcare,Biotechnology,432.03,544.45,632.26,818.49,419.71,241.74,99,99,98,96,20.03,0.61,18.86,9.04,0.36
INSG,Technology,Communication Equipment,396.95,481.7,481.7,387.93,358.68,91.25,99,99,98,30,19.26,0.98,16.28,8.24,0.56
LENZ,Healthcare,Biotechnology,395.69,446.24,427.66,588.61,614.29,743.7,99,99,99,99,25.3,0.9,23.36,15.97,1.87
LASE,Industrials,Specialty Industrial Machinery,382.65,440.72,1036.99,1036.99,181.62,148.59,99,99,94,88,5.99,0.29,7.2,3.14,0.25
CRVS,Healthcare,Biotechnology,372.15,377.78,358.39,304.88,115.65,161.77,99,98,71,91,7.56,0.97,5.23,2.87,2.0
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",369.12,403.31,404.64,616.06,645.53,671.05,99,99,99,99,2.78,0.77,3.02,2.15,0.84
LUMN,Communication Services,Telecom Services,366.86,418.57,493.55,479.97,87.1,90.58,99,99,20,25,6.13,0.82,6.18,2.74,0.6
LBPH,Healthcare,Biotechnology,364.24,373.8,359.09,373.92,328.54,415.4,99,98,98,98,59.55,1.0,38.24,27.24,0.69
RAIL,Industrials,Railroads,363.61,367.2,389.49,317.62,129.77,123.06,99,98,82,78,12.73,0.97,9.56,4.91,0.47
NEON,Technology,Electronic Components,352.68,396.25,579.45,631.28,166.4,73.7,99,99,92,10,7.94,0.62,7.65,3.45,0.24
GEVO,Basic Materials,Specialty Chemicals,344.53,376.9,259.2,176.3,69.49,65.04,99,94,8,7,2.91,0.86,1.42,0.89,1.32
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,328.9,338.93,311.02,308.91,174.69,83.9,99,98,93,16,54.22,0.93,45.34,22.92,1.27
SMR,Industrials,Specialty Industrial Machinery,326.56,343.34,332.66,239.14,299.29,170.27,99,97,98,92,17.32,0.9,11.08,7.78,1.47
WLGS,Industrials,Engineering & Construction,320.05,458.88,458.88,206.21,84.45,110.16,99,96,18,65,2.18,0.63,1.3,0.78,0.5
CLOV,Healthcare,Healthcare Plans,314.5,359.41,359.41,300.4,181.43,88.25,99,98,94,21,3.78,0.87,3.24,1.6,0.78
COMM,Technology,Communication Equipment,307.71,318.54,367.05,347.37,94.4,80.85,99,98,38,14,6.18,0.93,5.24,2.51,1.32
NOVVU,Financial Services,Shell Companies,296.26,297.11,314.02,319.81,94.18,98.49,99,98,38,47,41.0,1.0,29.27,16.11,0.0
RNA,Healthcare,Biotechnology,295.69,311.13,305.25,399.02,361.56,245.85,99,99,98,96,45.4,0.89,44.45,31.44,0.57
WAVE,Utilities,Utilities—Renewable,294.28,315.95,366.39,189.06,196.91,182.18,99,95,95,93,7.7,0.7,4.88,3.02,0.65
WLFC,Industrials,Rental & Leasing Services,287.85,319.62,299.9,232.15,157.69,102.25,98,97,91,53,188.05,0.91,134.4,78.03,0.94
JANX,Healthcare,Biotechnology,287.06,287.06,257.45,294.76,618.86,438.17,98,98,99,98,51.75,0.78,46.48,39.17,2.38
CVNA,Consumer Cyclical,Auto & Truck Dealerships,285.34,285.34,273.32,260.28,526.22,415.86,98,98,99,98,197.34,1.0,165.86,111.07,0.89
ALTS,Technology,Software—Application,282.07,282.07,227.77,272.85,806.19,714.7,98,98,99,99,2.54,0.47,2.13,2.22,0.25
EVGO,Consumer Cyclical,Specialty Retail,268.33,268.33,266.03,159.06,137.9,67.99,98,93,86,8,8.01,0.93,5.14,3.18,0.67
NOVV,Financial Services,Shell Companies,268.0,269.62,278.89,285.36,94.36,95.6,98,98,38,41,37.0,1.0,26.68,15.55,0.0
CRMD,Healthcare,Biotechnology,261.97,261.97,217.19,167.69,144.6,143.38,98,94,88,87,12.35,1.0,7.59,5.15,2.13
WULF,Financial Services,Capital Markets,258.58,262.42,219.8,249.09,307.41,205.48,98,98,98,95,6.4,0.98,4.52,3.26,1.12
TIL,Healthcare,Biotechnology,255.6,349.61,677.16,794.16,120.49,124.87,98,99,76,79,31.81,0.33,37.26,17.67,0.19
PSNL,Healthcare,Diagnostics & Research,254.73,254.73,340.54,403.31,238.93,97.3,98,99,97,44,4.69,0.69,5.29,2.58,0.41
MSTR,Technology,Software—Application,252.14,262.13,250.53,259.95,340.12,443.12,98,98,98,98,213.95,0.97,156.95,133.76,1.28
KINS,Financial Services,Insurance—Property & Casualty,250.33,281.99,287.8,396.59,243.11,252.06,98,99,97,96,9.9,0.8,9.36,5.64,0.2
RZLT,Healthcare,Biotechnology,249.99,249.99,245.98,284.17,357.75,261.99,98,98,98,97,5.36,0.91,4.77,3.37,1.94
APP,Technology,Software—Application,245.68,245.68,221.53,196.84,236.0,238.26,98,96,96,96,159.4,1.0,116.59,81.1,0.94
SGMO,Healthcare,Biotechnology,245.6,245.6,186.18,176.86,79.95,180.68,98,94,14,93,1.54,1.0,0.87,0.69,7.51
CURI,Communication Services,Broadcasting,240.66,281.84,271.64,245.86,175.34,181.95,98,97,93,93,2.25,0.83,1.78,1.13,0.48
BVS,Healthcare,Medical Devices,240.06,240.06,231.06,220.04,201.72,194.89,98,97,95,94,13.29,1.0,10.91,6.89,0.56
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,239.82,275.1,255.22,565.26,428.01,79.46,98,99,98,12,8.75,0.55,8.43,5.67,0.52
EUDA,Healthcare,Health Information Services,237.68,237.68,182.66,342.89,324.51,167.18,98,98,98,91,4.45,0.89,4.05,2.73,0.94
WVE,Healthcare,Biotechnology,233.02,242.15,242.15,123.3,131.43,134.57,98,80,83,84,14.67,0.95,7.66,6.02,0.79
CADL,Healthcare,Biotechnology,231.79,257.58,350.14,376.8,908.97,520.15,98,98,99,99,5.7,0.38,6.33,5.29,0.57
AEYE,Technology,Software—Application,231.51,271.84,263.81,351.47,422.56,239.17,98,98,98,96,23.33,0.81,22.85,16.51,1.26
DAVE,Technology,Software—Application,230.88,311.25,311.25,326.87,581.62,530.2,98,98,99,99,40.28,0.73,39.48,34.84,1.87
SRRK,Healthcare,Biotechnology,230.65,254.69,314.66,86.26,143.27,177.72,98,23,88,92,27.95,0.77,13.96,13.07,0.52
EWTX,Healthcare,Biotechnology,227.49,243.14,242.31,243.09,197.36,236.18,98,97,95,96,34.81,0.97,24.19,19.11,0.43
TISI,Industrials,Specialty Business Services,227.41,240.9,282.57,214.42,120.54,118.52,98,97,76,74,21.63,0.82,16.49,9.77,1.21
JG,Technology,Software—Infrastructure,224.34,224.34,287.24,167.55,94.9,99.53,98,94,40,48,7.17,0.7,5.35,3.66,2.43
MESO,Healthcare,Biotechnology,223.77,250.37,251.34,201.58,279.38,192.81,98,96,97,94,9.37,0.84,7.61,5.74,1.75
ADMA,Healthcare,Biotechnology,222.48,230.16,304.82,303.96,258.89,147.39,98,98,97,88,15.69,0.71,18.01,10.69,0.54
ESGL,Industrials,Waste Management,220.8,268.6,290.19,246.8,171.23,67.51,98,97,93,7,1.88,0.82,1.75,1.01,3.46
CSLR,Technology,Solar,219.82,271.87,266.19,243.75,265.48,89.72,98,97,97,23,2.37,0.75,2.23,1.39,0.74
CAVA,Consumer Cyclical,Restaurants,217.09,217.09,220.85,213.94,187.19,139.3,98,97,94,85,136.56,1.0,121.71,83.33,0.47
GDS,Technology,Information Technology Services,216.06,230.1,222.04,196.9,132.07,69.99,98,96,83,8,21.59,0.92,18.54,10.77,0.52
NRIX,Healthcare,Biotechnology,215.68,216.71,194.7,233.14,223.48,168.78,98,97,96,91,24.78,0.95,23.89,17.19,0.42
EOSE,Industrials,Electrical Equipment & Parts,214.9,234.77,237.57,244.48,155.38,67.9,98,97,90,8,3.07,0.86,2.65,1.49,0.71
VST,Utilities,Utilities—Independent Power Producers,214.18,225.02,225.02,182.41,263.5,209.46,98,95,97,95,126.11,0.88,102.53,78.58,0.6
GATO,Basic Materials,Other Precious Metals & Mining,213.94,213.94,186.67,184.58,206.03,160.67,98,95,95,90,19.69,0.98,14.67,10.74,0.86
APLT,Healthcare,Biotechnology,212.24,216.36,214.47,217.31,230.5,454.2,98,97,96,98,8.97,0.98,7.07,5.39,0.56
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,211.43,266.85,290.53,240.76,88.88,125.06,98,97,23,79,6.4,0.85,5.01,3.11,0.81
OCUL,Healthcare,Biotechnology,210.9,218.26,202.19,196.85,176.43,258.06,98,96,93,97,10.86,0.94,9.19,7.5,0.73
POWL,Industrials,Electrical Equipment & Parts,209.86,230.62,230.62,176.09,217.39,241.0,98,94,96,96,255.17,0.88,205.08,160.39,1.33
GGAL,Financial Services,Banks—Regional,207.91,211.99,219.66,185.98,214.52,187.61,98,95,96,93,49.77,0.98,42.62,31.18,0.56
PRM,Basic Materials,Specialty Chemicals,207.74,213.63,213.63,183.99,155.22,142.79,98,95,90,86,13.19,0.97,12.16,8.31,0.52
CDNA,Healthcare,Diagnostics & Research,206.8,226.38,274.39,283.47,203.42,122.24,98,98,95,77,23.11,0.63,29.31,16.93,0.54
SPRY,Healthcare,Biotechnology,205.5,219.24,208.94,231.78,155.74,161.85,98,97,90,91,16.05,0.94,13.86,10.01,0.91
MBRX,Healthcare,Biotechnology,204.94,204.94,226.1,368.4,816.07,813.47,98,98,99,99,2.55,0.39,2.48,2.87,0.46
