Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
TECX,Healthcare,Biotechnology,8454.5,15410.7,184359.88,229240.65,4940.84,86.64,99,99,99,7,36.9,0.99,23.55,17.84,1.11
MIRA,Healthcare,Drug Manufacturers—General,5436.04,7405.96,7108.69,4414.52,103.23,97.26,99,99,54,29,1.05,0.11,1.44,1.17,2.12
RGC,Healthcare,Drug Manufacturers—Specialty & Generic,956.92,1047.07,986.63,712.93,90.21,63.07,99,99,13,2,5.0,0.13,6.58,6.14,0.16
GNLN,Consumer Defensive,Tobacco,897.34,897.34,782.92,426.37,126.57,96.81,99,98,84,28,4.85,0.18,5.94,5.31,0.06
DRUG,Healthcare,Biotechnology,755.16,755.16,112.76,102.84,88.62,125.24,99,54,11,81,48.02,1.0,4.74,2.21,2.45
ASNS,Technology,Communication Equipment,649.6,910.48,3532.76,17037.75,2806.47,100.11,99,99,99,35,1.38,0.29,1.49,1.24,0.09
SERV,Industrials,Specialty Industrial Machinery,638.77,737.82,720.48,505.9,58.71,91.66,99,99,2,13,10.17,0.38,8.86,6.23,1.41
LUMN,Communication Services,Telecom Services,554.21,554.21,531.65,360.64,97.5,119.34,99,98,36,75,6.57,0.89,6.12,2.7,2.62
LASE,Industrials,Specialty Industrial Machinery,539.9,539.9,469.56,233.54,250.71,178.87,99,97,97,94,5.83,0.28,7.12,3.09,0.61
CING,Healthcare,Biotechnology,535.79,535.79,478.59,279.01,60.53,104.67,99,98,2,48,4.92,0.03,6.2,13.68,0.02
QH,Technology,Software—Application,495.32,495.32,392.62,142.78,78.32,95.58,99,93,4,25,1.53,0.86,0.95,0.82,0.01
RGS,Consumer Cyclical,Personal Services,473.6,606.61,1430.95,1404.07,250.54,120.56,99,99,97,76,25.54,0.7,23.94,14.51,0.44
GDC,Communication Services,Electronic Gaming & Multimedia,471.82,487.17,487.73,405.55,86.95,97.53,99,98,10,29,1.86,0.17,3.95,2.02,0.04
VRAX,Healthcare,Biotechnology,431.99,437.67,438.24,417.11,148.5,61.35,99,98,90,2,1.63,0.18,2.79,1.44,0.04
CNEY,Basic Materials,Specialty Chemicals,425.08,425.08,327.03,106.23,59.06,86.15,99,63,2,7,0.66,0.12,0.5,0.81,0.03
SMMT,Healthcare,Biotechnology,410.44,440.58,549.94,871.9,498.52,188.75,99,99,98,95,20.5,0.62,18.49,8.86,0.3
ASTS,Technology,Communication Equipment,376.07,400.36,525.8,697.37,342.81,155.7,99,99,98,91,27.64,0.7,27.53,11.7,0.54
KZIA,Healthcare,Biotechnology,372.55,461.18,630.97,508.27,151.74,77.28,99,99,91,3,0.56,0.35,0.39,0.34,2.32
ZAPP,Consumer Cyclical,Auto Manufacturers,366.38,562.78,1527.1,1947.49,215.95,114.72,99,99,96,69,2.83,0.12,3.54,4.59,0.19
CHSN,Consumer Cyclical,Restaurants,364.39,364.39,227.79,137.08,175.8,314.15,99,92,94,98,12.24,0.8,4.56,2.52,0.0
PSNL,Healthcare,Diagnostics & Research,354.12,389.2,392.22,336.45,108.57,169.77,99,98,66,93,4.77,0.71,5.28,2.56,0.51
DUO,Real Estate,Real Estate Services,351.55,351.55,296.1,547.73,438.36,92.44,99,99,98,18,1.22,0.22,0.96,0.66,0.19
NOVVU,Financial Services,Shell Companies,350.44,350.44,303.36,149.58,93.9,93.85,99,94,20,22,41.0,1.0,28.16,15.82,0.0
COMM,Technology,Communication Equipment,348.22,348.22,345.5,258.59,99.01,117.32,99,98,41,72,5.9,0.88,5.12,2.48,0.53
TIL,Healthcare,Biotechnology,348.17,348.17,326.2,179.14,135.22,141.26,99,96,87,88,34.9,0.37,36.37,17.42,0.27
NEON,Technology,Electronic Components,347.88,347.88,341.21,249.4,161.33,138.69,99,98,92,87,8.63,0.68,7.43,3.39,0.25
ADD,Communication Services,Entertainment,328.47,350.49,379.36,291.75,91.48,145.24,99,98,15,89,0.2,0.02,0.78,0.39,0.4
GLMD,Healthcare,Biotechnology,323.0,323.0,281.36,122.71,99.82,97.82,99,86,44,30,4.68,0.15,4.75,4.39,0.11
NOVV,Financial Services,Shell Companies,304.15,304.15,263.72,137.98,97.79,92.32,98,92,37,17,37.0,1.0,25.7,15.29,0.0
CMAX,Healthcare,Health Information Services,300.17,333.02,324.31,315.25,69.5,45.23,98,98,3,1,1.89,0.0,2.3,4.46,0.33
NISN,Industrials,Specialty Business Services,296.87,317.13,331.52,252.68,151.65,161.19,98,98,91,92,11.2,0.48,13.29,7.58,1.12
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,286.91,286.91,279.83,201.62,94.08,144.63,98,97,20,89,6.62,0.89,4.91,3.08,1.47
LCFY,Communication Services,Internet Content & Information,286.4,342.21,385.29,298.66,81.15,120.68,98,98,5,77,5.7,0.46,5.77,5.04,0.19
NUZE,Consumer Defensive,Packaged Foods,285.02,285.02,251.61,266.69,125.57,91.07,98,98,83,10,1.67,0.23,1.09,1.65,1.64
DSY,Consumer Defensive,Household & Personal Products,284.61,284.61,225.35,123.02,92.56,92.1,98,86,17,16,5.34,0.45,4.05,6.57,0.18
NUTX,Healthcare,Health Information Services,283.3,283.3,272.09,199.05,50.65,104.95,98,97,1,49,22.32,0.48,20.78,14.12,0.74
PRTG,Healthcare,Biotechnology,274.55,274.55,243.01,130.74,65.52,70.44,98,90,2,2,5.83,0.09,5.27,7.88,0.01
STEC,Technology,Software—Application,272.94,272.94,138.89,111.24,55.41,45.91,98,74,1,1,1.32,0.16,0.53,0.79,0.22
LUCY,Healthcare,Medical Instruments & Supplies,269.77,294.87,461.67,2027.93,1166.11,95.13,98,99,99,24,6.69,0.21,6.29,6.96,0.01
NCNA,Healthcare,Biotechnology,264.05,264.05,253.34,172.86,74.14,77.87,98,96,4,3,1.86,0.0,3.69,4.91,0.13
MBIO,Healthcare,Biotechnology,261.31,322.72,936.71,1568.81,227.63,82.09,98,99,96,5,0.29,0.1,0.27,0.61,6.56
TWG,Consumer Defensive,Food Distribution,260.96,260.96,168.61,94.67,102.51,94.23,98,26,52,23,7.76,1.0,1.93,1.4,0.22
CLOV,Healthcare,Healthcare Plans,258.75,258.75,256.86,241.67,139.96,99.51,98,98,89,34,4.06,0.95,3.17,1.57,0.75
BOF,Consumer Defensive,Packaged Foods,248.63,248.63,225.91,137.33,191.76,152.02,98,92,95,91,1.74,0.41,1.68,1.57,0.02
DOGZ,Consumer Cyclical,Leisure,248.39,248.39,235.53,275.14,282.09,214.7,98,98,97,96,48.89,1.0,27.56,13.85,0.52
RAIL,Industrials,Railroads,243.28,243.28,221.79,157.94,124.7,121.26,98,95,83,77,12.7,0.97,9.21,4.8,0.74
CRVS,Healthcare,Biotechnology,243.02,243.02,228.29,183.13,107.74,148.95,98,96,64,90,7.56,1.0,5.08,2.81,0.97
RCAT,Technology,Computer Hardware,238.67,249.62,254.3,243.87,162.77,100.56,98,98,92,36,2.97,0.78,2.97,1.56,0.74
GOVX,Healthcare,Biotechnology,232.89,255.13,356.24,363.55,117.44,72.9,98,98,77,3,2.24,0.16,3.46,2.67,0.27
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,232.72,232.72,231.3,228.3,157.32,101.35,98,97,92,39,56.42,0.98,44.59,22.47,1.18
TKLF,Consumer Cyclical,Specialty Retail,232.47,278.02,293.07,276.28,104.43,84.25,98,98,57,5,0.5,0.29,0.59,0.4,2.05
EOSE,Industrials,Electrical Equipment & Parts,228.63,234.65,267.09,266.93,123.09,89.86,98,98,82,9,3.21,0.91,2.6,1.47,0.71
IMNN,Healthcare,Biotechnology,224.51,225.69,226.89,215.18,220.57,133.65,98,97,96,85,0.99,0.18,1.08,1.1,0.62
SRRK,Healthcare,Biotechnology,222.39,222.39,148.28,77.54,103.67,182.04,98,7,55,94,29.96,0.84,13.2,12.95,0.41
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",220.71,253.5,415.12,11287.28,486747.74,9961.45,98,99,99,99,2.92,0.81,3.03,2.13,0.39
WLGS,Industrials,Engineering & Construction,220.25,220.25,185.44,127.16,136.61,174.17,98,89,88,94,2.48,0.74,1.23,0.76,1.13
XCUR,Healthcare,Biotechnology,219.99,221.04,213.59,138.98,107.04,117.77,98,92,63,73,2.62,0.41,2.46,2.57,0.01
ELWS,Technology,Software—Application,219.11,219.11,213.15,184.25,365.13,308.74,98,96,98,98,2.27,0.14,2.47,2.61,0.01
SGMO,Healthcare,Biotechnology,215.76,215.76,203.92,162.0,172.64,190.96,98,95,93,95,0.91,0.56,0.86,0.68,0.62
PSNYW,Consumer Cyclical,Auto Manufacturers,213.96,213.96,207.35,151.09,97.31,86.32,98,94,36,7,0.23,0.47,0.23,0.18,0.07
SOND,Consumer Cyclical,Lodging,213.96,213.96,206.83,189.0,156.54,120.7,98,97,91,77,3.52,0.28,5.0,3.98,0.07
