Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
TECX,Healthcare,Biotechnology,17604.2,36468.85,229262.92,160931.2,1778.9,87.64,99,99,99,8,31.36,0.95,21.27,17.29,0.92
MIRA,Healthcare,Drug Manufacturers—General,7017.5,7017.5,6157.58,3316.83,103.11,90.84,99,99,54,10,1.09,0.12,1.57,1.17,0.17
ASNS,Technology,Communication Equipment,986.15,1479.76,8638.15,17038.45,1591.74,102.17,99,99,99,42,1.34,0.28,1.48,1.23,0.23
RGC,Healthcare,Drug Manufacturers—Specialty & Generic,966.9,966.9,882.85,601.36,89.33,71.25,99,99,12,3,6.26,0.21,7.04,6.29,0.69
GNLN,Consumer Defensive,Tobacco,760.93,760.93,642.29,315.05,126.33,89.24,99,98,84,9,4.15,0.14,5.75,5.34,0.01
SERV,Industrials,Specialty Industrial Machinery,710.07,710.07,642.96,412.83,63.62,95.35,99,98,2,20,8.68,0.31,9.49,6.12,0.85
RGS,Consumer Cyclical,Personal Services,634.81,815.73,1430.54,1181.47,167.04,118.69,99,99,93,76,26.91,0.75,23.61,13.98,1.23
ZAPP,Consumer Cyclical,Auto Manufacturers,621.57,1027.91,1942.99,1875.19,118.26,96.06,99,99,78,26,2.69,0.11,4.24,4.68,0.19
LUMN,Communication Services,Telecom Services,526.34,526.34,481.09,287.94,98.76,120.81,99,98,41,78,6.2,0.83,5.93,2.56,0.24
GDC,Communication Services,Electronic Gaming & Multimedia,487.89,487.89,480.12,325.7,73.3,115.24,99,98,3,72,2.73,0.3,3.87,2.03,0.16
KZIA,Healthcare,Biotechnology,487.22,630.84,616.83,457.16,104.81,76.32,99,98,58,3,0.41,0.21,0.38,0.34,0.14
CING,Healthcare,Biotechnology,466.89,466.89,421.69,205.42,70.23,104.81,99,97,3,49,4.84,0.02,6.05,16.15,0.04
LASE,Industrials,Specialty Industrial Machinery,452.38,452.38,382.62,183.59,247.12,153.67,99,96,97,92,8.53,0.43,6.59,2.91,0.85
SMMT,Healthcare,Biotechnology,447.54,486.09,609.2,872.17,420.83,190.94,99,99,98,95,19.95,0.6,17.13,8.3,0.4
VRAX,Healthcare,Biotechnology,438.14,438.14,432.17,406.9,136.44,62.66,99,98,87,2,1.79,0.2,2.73,1.44,0.02
ASTS,Technology,Communication Equipment,407.37,445.6,600.0,696.87,281.45,146.6,99,99,97,90,24.18,0.61,26.69,11.06,0.39
PSNL,Healthcare,Diagnostics & Research,392.05,392.05,385.42,289.06,107.57,149.69,99,98,63,91,4.73,0.7,5.1,2.48,0.63
QH,Technology,Software—Application,373.78,373.78,288.19,83.27,79.12,94.06,99,10,5,15,1.43,0.79,0.81,0.81,0.01
ADD,Communication Services,Entertainment,356.48,378.1,378.77,211.28,90.07,116.97,99,97,14,74,0.18,0.0,0.81,0.39,0.82
LCFY,Communication Services,Internet Content & Information,354.27,385.22,369.87,253.77,71.86,114.38,99,98,3,70,5.92,0.48,5.65,5.15,0.84
COMM,Technology,Communication Equipment,343.56,343.56,324.58,219.18,88.42,113.74,99,97,11,69,6.01,0.9,4.72,2.39,0.87
MBIO,Healthcare,Biotechnology,340.88,460.79,1568.89,1418.84,143.53,83.8,99,99,89,6,0.22,0.05,0.28,0.64,0.19
NEON,Technology,Electronic Components,336.52,336.52,314.09,199.06,155.16,131.45,99,97,91,85,8.6,0.68,6.74,3.2,0.21
NISN,Industrials,Specialty Business Services,320.75,331.52,325.8,211.54,151.63,161.0,99,97,91,92,14.15,0.63,12.86,7.3,1.01
TIL,Healthcare,Biotechnology,320.57,320.57,287.34,117.48,140.33,141.94,99,83,88,89,42.07,0.46,33.0,16.46,0.61
CMAX,Healthcare,Health Information Services,319.6,319.6,324.3,293.87,65.02,43.77,99,98,2,1,1.65,0.0,2.6,4.83,0.1
CNEY,Basic Materials,Specialty Chemicals,308.46,308.46,226.84,60.91,58.38,78.85,99,3,2,4,0.7,0.14,0.45,0.84,0.1
LUCY,Healthcare,Medical Instruments & Supplies,302.67,349.22,648.26,2027.7,891.8,95.37,99,99,99,22,8.07,0.29,5.9,7.01,0.11
NOVVU,Financial Services,Shell Companies,293.04,293.04,241.95,103.06,94.13,97.41,98,57,21,30,41.0,1.0,24.79,14.94,0.0
TKLF,Consumer Cyclical,Specialty Retail,288.84,293.12,291.93,256.13,86.09,89.99,98,98,9,10,0.51,0.3,0.6,0.4,0.37
DUO,Real Estate,Real Estate Services,287.91,287.91,235.85,547.93,389.43,99.72,98,99,98,35,1.28,0.23,0.87,0.65,0.71
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,273.76,273.76,248.51,174.97,100.16,148.99,98,96,45,91,5.45,1.0,4.6,3.0,0.58
GLMD,Healthcare,Biotechnology,272.95,272.95,228.09,95.19,99.99,102.75,98,32,45,43,3.85,0.08,4.7,4.43,0.07
NUTX,Healthcare,Health Information Services,271.09,271.09,246.38,156.76,53.71,100.07,98,95,1,36,19.79,0.41,19.12,14.36,0.6
SNGX,Healthcare,Biotechnology,262.32,331.08,331.08,210.55,120.68,217.02,98,97,80,96,3.9,0.14,3.8,6.95,0.65
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",261.28,303.27,546.04,32153.78,486564.99,3331.65,98,99,99,99,2.88,0.79,3.02,2.05,0.17
GOVX,Healthcare,Biotechnology,261.02,292.33,363.52,333.83,96.79,75.33,98,98,35,3,2.03,0.13,3.42,2.77,0.05
CLOV,Healthcare,Healthcare Plans,256.6,256.6,249.44,229.59,123.64,104.53,98,97,82,49,4.07,1.0,2.89,1.48,0.78
NOVV,Financial Services,Shell Companies,255.45,255.45,214.27,98.35,97.86,95.2,98,44,38,18,37.0,1.0,22.76,14.52,0.0
RCAT,Technology,Computer Hardware,250.81,254.29,252.58,228.55,156.49,92.48,98,97,91,12,3.38,0.97,2.83,1.49,1.17
NCNA,Healthcare,Biotechnology,250.33,250.33,230.96,130.95,77.72,77.69,98,90,4,4,2.14,0.02,3.88,5.08,0.13
KOSS,Technology,Consumer Electronics,243.11,291.6,345.98,376.32,205.51,107.09,98,98,95,56,7.24,0.45,7.5,4.98,0.77
EOSE,Industrials,Electrical Equipment & Parts,236.53,251.01,267.02,247.53,105.09,87.29,98,98,59,7,3.14,0.95,2.4,1.4,0.63
MGOL,Communication Services,Advertising Agencies,235.23,283.41,670.83,2074.6,817.11,90.65,98,99,99,10,2.65,0.05,3.28,3.98,0.04
PRTG,Healthcare,Biotechnology,234.91,234.91,195.05,105.31,62.65,69.6,98,63,2,2,7.08,0.11,4.86,8.66,0.01
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,231.09,231.26,229.95,220.17,149.39,97.55,98,97,90,30,50.71,0.99,41.22,21.16,0.69
DOGZ,Consumer Cyclical,Leisure,230.79,230.79,249.75,274.62,280.86,198.6,98,98,97,95,40.24,1.0,24.25,12.8,1.01
CRVS,Healthcare,Biotechnology,225.88,225.88,211.5,161.41,113.5,139.79,98,95,73,88,6.33,1.0,4.61,2.65,1.75
IMNN,Healthcare,Biotechnology,225.84,226.93,226.57,199.0,221.28,117.12,98,97,96,74,1.02,0.19,1.09,1.09,0.09
KAVL,Consumer Defensive,Tobacco,220.81,242.66,430.94,517.6,494.35,69.5,98,99,98,2,0.86,0.04,0.81,2.17,0.08
BOF,Consumer Defensive,Packaged Foods,219.5,219.5,190.47,107.16,191.6,151.73,98,68,95,91,1.8,0.43,1.56,1.56,0.03
ILAG,Industrials,Building Products & Equipment,219.37,219.67,218.68,173.63,114.33,87.17,98,96,74,7,1.03,0.75,0.99,0.65,1.07
CSLR,Technology,Solar,218.35,230.73,243.56,432.81,311.71,110.82,98,98,98,64,2.34,0.74,2.09,1.36,1.79
RAIL,Industrials,Railroads,217.29,217.29,193.89,134.69,124.6,117.54,98,91,82,75,13.02,1.0,8.13,4.52,1.23
DSY,Consumer Defensive,Household & Personal Products,215.1,215.1,176.89,91.14,92.91,95.81,98,20,19,24,3.66,0.28,3.52,6.73,0.79
ELWS,Technology,Software—Application,211.82,211.82,203.78,163.01,359.74,277.11,98,95,98,98,2.41,0.17,2.42,2.65,0.01
BGM,Healthcare,Drug Manufacturers—Specialty & Generic,211.81,220.38,222.54,198.89,154.29,134.56,98,97,91,86,7.18,0.82,6.72,4.35,0.39
XCUR,Healthcare,Biotechnology,210.17,210.17,191.46,117.29,110.15,115.93,98,83,68,73,2.68,0.43,2.48,2.58,0.04
INSG,Technology,Communication Equipment,209.37,217.4,250.09,328.34,292.62,118.0,98,98,97,75,19.54,1.0,14.7,7.56,0.89
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,206.56,223.08,285.97,410.64,282.76,116.49,98,98,97,73,8.75,0.55,8.24,5.39,0.42
