Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
TECX,Healthcare,Biotechnology,13538.8,26999.02,229248.54,176916.29,2549.86,86.71,99,99,99,7,33.93,1.0,21.95,17.46,0.83
MIRA,Healthcare,Drug Manufacturers—General,7188.09,7188.09,6551.72,3637.93,102.29,91.46,99,99,52,12,1.05,0.11,1.52,1.17,0.2
RGC,Healthcare,Drug Manufacturers—Specialty & Generic,1005.32,1005.32,905.88,625.71,89.94,67.25,99,99,13,2,5.42,0.15,6.98,6.25,0.16
ASNS,Technology,Communication Equipment,842.94,1257.88,6164.37,17016.8,1924.32,89.71,99,99,99,10,1.29,0.26,1.48,1.23,1.83
GNLN,Consumer Defensive,Tobacco,805.53,805.53,691.33,341.23,126.43,91.54,99,98,84,12,4.44,0.16,5.82,5.33,0.02
SERV,Industrials,Specialty Industrial Machinery,730.43,730.43,672.81,437.77,62.25,95.1,99,98,2,20,8.66,0.31,9.27,6.16,0.42
RGS,Consumer Cyclical,Personal Services,579.73,733.47,1430.21,1242.92,190.32,117.22,99,99,95,75,26.69,0.74,23.73,14.15,0.24
LUMN,Communication Services,Telecom Services,536.68,536.68,502.04,306.26,97.3,115.54,99,98,36,73,6.18,0.83,6.06,2.61,0.36
ZAPP,Consumer Cyclical,Auto Manufacturers,510.96,831.67,1811.43,1943.68,143.76,97.66,99,99,89,31,2.75,0.12,3.99,4.65,0.24
CING,Healthcare,Biotechnology,489.85,489.85,440.87,225.62,64.57,104.43,99,97,2,49,4.45,0.02,6.08,15.37,0.02
LASE,Industrials,Specialty Industrial Machinery,485.82,485.82,403.47,193.75,247.11,159.84,99,97,97,92,8.6,0.44,6.83,2.98,0.39
GDC,Communication Services,Electronic Gaming & Multimedia,485.43,487.88,485.62,351.56,77.94,112.61,99,98,4,68,2.32,0.24,3.91,2.03,0.13
VRAX,Healthcare,Biotechnology,436.73,438.23,434.85,409.57,139.71,65.03,99,98,88,2,1.7,0.19,2.75,1.44,0.03
SMMT,Healthcare,Biotechnology,434.57,471.46,589.58,871.36,444.21,184.2,99,99,98,95,21.84,0.67,17.56,8.48,0.53
KZIA,Healthcare,Biotechnology,432.68,597.7,630.91,473.72,119.74,77.54,99,98,79,4,0.33,0.13,0.38,0.34,1.32
QH,Technology,Software—Application,413.09,413.09,321.75,98.23,78.95,94.44,99,43,5,17,1.69,0.97,0.86,0.82,0.05
ASTS,Technology,Communication Equipment,393.21,431.18,573.36,696.67,301.47,140.15,99,99,97,88,24.25,0.61,26.93,11.24,0.42
PSNL,Healthcare,Diagnostics & Research,385.46,392.07,390.45,302.27,107.67,151.32,99,98,64,91,4.87,0.73,5.15,2.5,0.53
COMM,Technology,Communication Equipment,346.28,346.28,334.65,228.01,91.33,112.79,99,97,16,68,5.83,0.86,4.86,2.42,0.79
NEON,Technology,Electronic Components,345.29,345.29,322.0,210.0,156.23,132.37,99,97,91,86,8.09,0.63,6.97,3.26,0.25
CNEY,Basic Materials,Specialty Chemicals,344.67,344.67,258.68,73.02,58.41,77.72,99,5,2,4,0.6,0.11,0.47,0.83,0.06
ADD,Communication Services,Entertainment,344.55,371.89,378.81,231.29,90.31,118.64,99,97,14,76,0.18,0.01,0.8,0.39,0.58
TIL,Healthcare,Biotechnology,331.13,331.13,302.64,132.55,139.87,141.45,99,91,88,89,40.28,0.43,34.21,16.81,0.43
LCFY,Communication Services,Internet Content & Information,328.65,385.19,385.19,265.18,70.3,111.88,99,98,3,67,5.61,0.44,5.69,5.11,0.38
CMAX,Healthcare,Health Information Services,323.8,323.8,324.33,298.11,66.71,44.72,99,98,2,1,1.96,0.01,2.49,4.69,0.76
NISN,Industrials,Specialty Business Services,313.5,331.55,331.55,221.48,151.89,162.97,99,97,91,93,13.9,0.62,13.02,7.4,0.85
NOVVU,Financial Services,Shell Companies,312.82,312.82,262.28,110.48,94.13,97.23,99,74,21,30,41.0,1.0,25.9,15.23,0.0
MBIO,Healthcare,Biotechnology,306.98,405.2,1569.07,1516.33,167.7,85.72,99,99,93,7,0.22,0.05,0.28,0.63,0.32
DUO,Real Estate,Real Estate Services,303.36,303.36,258.39,547.96,406.83,99.17,98,99,98,34,0.92,0.14,0.9,0.65,0.38
GLMD,Healthcare,Biotechnology,289.79,289.79,246.45,93.34,99.79,97.5,98,24,44,30,3.92,0.09,4.71,4.42,0.07
LUCY,Healthcare,Medical Instruments & Supplies,287.98,328.99,539.97,2026.01,984.99,87.09,98,99,99,8,7.57,0.26,6.05,7.0,0.02
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,282.03,282.03,258.74,181.17,97.41,144.77,98,96,37,90,6.19,0.99,4.7,3.03,2.04
NUTX,Healthcare,Health Information Services,274.73,274.73,259.03,168.76,51.1,106.24,98,95,1,54,21.47,0.45,19.65,14.27,1.03
NOVV,Financial Services,Shell Companies,271.99,271.99,230.7,104.44,97.86,95.0,98,60,38,18,37.0,1.0,23.73,14.78,0.0
TKLF,Consumer Cyclical,Specialty Retail,268.59,293.11,293.11,263.08,88.33,88.66,98,98,11,9,0.5,0.29,0.59,0.4,0.09
CLOV,Healthcare,Healthcare Plans,257.14,257.14,253.07,233.6,128.12,97.36,98,97,84,30,4.13,1.0,2.98,1.51,0.78
NCNA,Healthcare,Biotechnology,255.95,255.95,238.73,135.71,76.08,76.51,98,92,4,3,1.88,0.0,3.82,5.03,0.11
CHSN,Consumer Cyclical,Restaurants,251.79,251.79,148.03,143.34,173.96,295.31,98,93,93,98,12.24,0.8,3.71,2.3,0.0
PRTG,Healthcare,Biotechnology,249.71,249.71,211.0,108.03,62.55,64.68,98,69,2,2,6.26,0.09,5.01,8.4,0.02
GOVX,Healthcare,Biotechnology,249.69,278.44,363.51,347.39,102.93,74.0,98,98,53,3,2.11,0.14,3.43,2.73,0.08
RCAT,Technology,Computer Hardware,248.06,254.31,254.31,233.95,160.24,94.2,98,97,92,16,3.5,0.95,2.89,1.51,1.12
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",246.09,285.44,486.76,23116.25,486376.75,4899.92,98,99,99,99,2.99,0.83,3.03,2.08,0.51
SNGX,Healthcare,Biotechnology,240.16,300.6,331.13,219.84,115.36,220.95,98,97,75,96,3.6,0.12,3.79,6.88,0.29
DSY,Consumer Defensive,Household & Personal Products,236.26,236.26,191.18,98.73,92.87,95.18,98,44,19,22,5.44,0.46,3.7,6.67,1.19
DOGZ,Consumer Cyclical,Leisure,235.16,235.16,245.96,274.76,281.19,202.11,98,98,97,96,38.56,0.83,25.3,13.17,1.2
EOSE,Industrials,Electrical Equipment & Parts,233.09,246.27,266.95,252.95,111.1,87.52,98,98,70,8,3.36,1.0,2.45,1.42,0.93
BOF,Consumer Defensive,Packaged Foods,231.87,231.87,201.62,115.69,191.74,151.98,98,81,95,91,1.78,0.42,1.6,1.56,0.02
HROW,Healthcare,Drug Manufacturers—Specialty & Generic,231.0,231.24,230.99,222.73,151.33,98.3,98,97,91,32,53.49,1.0,42.38,21.58,0.85
CRVS,Healthcare,Biotechnology,230.85,230.85,217.78,166.3,110.38,142.02,98,95,69,89,6.72,0.99,4.77,2.7,1.45
KOSS,Technology,Consumer Electronics,226.75,269.96,344.49,376.2,222.85,103.49,98,98,96,47,7.68,0.49,7.49,5.01,1.03
RAIL,Industrials,Railroads,226.1,226.1,203.27,140.78,124.6,118.82,98,93,83,76,11.79,0.89,8.48,4.61,0.76
IMNN,Healthcare,Biotechnology,225.16,226.92,226.92,202.7,221.06,123.37,98,97,96,81,1.0,0.18,1.09,1.1,0.75
MGOL,Communication Services,Advertising Agencies,221.03,261.79,566.12,2074.6,892.12,90.64,98,99,99,11,2.58,0.05,3.25,3.96,0.05
XCUR,Healthcare,Biotechnology,216.29,216.29,200.18,119.14,107.62,115.5,98,84,64,72,2.25,0.27,2.46,2.57,1.92
ILAG,Industrials,Building Products & Equipment,216.03,219.64,219.55,180.13,113.92,83.17,98,96,74,5,1.0,0.72,1.0,0.65,0.23
ELWS,Technology,Software—Application,214.18,214.18,206.71,169.23,361.41,287.09,98,96,98,98,2.21,0.13,2.43,2.63,0.01
CSLR,Technology,Solar,213.18,227.04,237.42,432.57,332.73,108.7,98,98,98,61,2.13,0.66,2.12,1.37,1.49
KAVL,Consumer Defensive,Tobacco,212.94,234.15,392.76,518.22,518.22,75.25,98,99,98,3,0.83,0.03,0.81,2.14,0.05
PSNYW,Consumer Cyclical,Auto Manufacturers,208.9,208.9,196.95,128.22,96.32,83.19,98,89,33,5,0.24,0.42,0.23,0.18,0.03
ICLK,Communication Services,Advertising Agencies,208.19,208.19,200.75,157.21,111.12,166.96,98,95,70,93,3.18,0.72,3.1,2.83,4.36
SOND,Consumer Cyclical,Lodging,207.77,207.77,204.74,177.77,157.1,110.5,98,96,91,65,3.74,0.3,4.84,3.96,0.04
BGM,Healthcare,Drug Manufacturers—Specialty & Generic,207.66,217.75,222.48,201.22,154.36,132.65,98,97,91,86,7.6,0.89,6.79,4.41,0.71
INSG,Technology,Communication Equipment,206.46,213.92,246.46,328.23,304.9,119.0,98,98,98,76,18.46,0.94,15.1,7.72,0.62
SGMO,Healthcare,Biotechnology,206.09,206.09,198.21,148.59,171.93,186.09,98,94,93,95,0.97,0.62,0.86,0.67,0.58
SQNS,Technology,Semiconductors,201.59,201.59,191.12,136.85,82.27,97.98,98,92,6,32,2.28,0.22,2.26,2.66,0.08
SEZL,Financial Services,Credit Services,200.67,200.67,198.4,200.2,415.57,415.57,98,97,98,98,200.71,1.0,143.46,82.5,1.07
CDNA,Healthcare,Diagnostics & Research,199.79,203.47,203.47,196.78,143.22,162.04,98,97,89,93,26.35,0.74,29.58,16.55,2.3
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,198.77,217.91,273.49,410.57,297.11,116.74,98,98,97,74,9.19,0.58,8.21,5.46,0.25
QTTB,Healthcare,Biotechnology,195.25,196.47,195.74,156.88,178.94,129.24,98,95,94,84,48.47,0.97,42.59,26.03,0.65
PIRS,Healthcare,Biotechnology,195.25,195.25,182.09,145.9,88.19,86.69,98,93,11,7,16.25,0.62,16.84,13.45,0.31
RVNC,Healthcare,Biotechnology,195.23,198.19,197.82,157.54,71.05,84.87,98,95,3,6,5.2,0.41,5.79,4.8,0.22
GSIW,Financial Services,Capital Markets,193.97,193.97,166.26,106.42,118.03,126.31,98,66,78,82,1.61,0.03,5.15,7.88,0.19
SAVA,Healthcare,Biotechnology,191.85,191.85,178.19,133.32,97.04,160.96,98,91,36,92,28.26,0.73,28.0,22.61,0.55
WLGS,Industrials,Engineering & Construction,191.54,191.54,167.72,114.62,145.71,180.33,98,80,90,94,2.43,1.0,1.06,0.72,11.99
