Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
TECX,Healthcare,Biotechnology,17603.97,36468.29,229258.1,160926.97,1778.72,87.22,99,99,99,7,31.36,0.95,21.27,17.29,0.92
MIRA,Healthcare,Drug Manufacturers—General,7017.41,7017.41,6157.49,3316.74,103.07,90.77,99,99,54,10,1.09,0.12,1.57,1.17,0.17
ASNS,Technology,Communication Equipment,986.33,1480.08,8641.17,17045.33,1594.1,109.8,99,99,99,61,1.34,0.28,1.48,1.23,0.23
RGC,Healthcare,Drug Manufacturers—Specialty & Generic,966.9,966.9,882.85,601.36,89.33,71.29,99,99,12,3,6.26,0.21,7.04,6.29,0.69
GNLN,Consumer Defensive,Tobacco,760.82,760.82,642.18,314.96,126.03,88.49,99,98,83,8,4.15,0.14,5.75,5.34,0.01
SERV,Industrials,Specialty Industrial Machinery,710.06,710.06,642.95,412.82,63.57,94.9,99,98,2,19,8.68,0.31,9.49,6.12,0.85
RGS,Consumer Cyclical,Personal Services,634.78,815.68,1430.44,1181.35,166.98,118.22,99,99,93,75,26.91,0.75,23.61,13.98,1.23
ZAPP,Consumer Cyclical,Auto Manufacturers,621.66,1028.08,1943.54,1875.74,118.41,97.32,99,99,78,29,2.69,0.11,4.24,4.68,0.19
LUMN,Communication Services,Telecom Services,526.36,526.36,481.11,287.96,98.97,122.59,99,98,42,79,6.2,0.83,5.93,2.56,0.24
GDC,Communication Services,Electronic Gaming & Multimedia,487.9,487.9,480.13,325.71,73.32,116.35,99,98,3,73,2.73,0.3,3.87,2.03,0.16
KZIA,Healthcare,Biotechnology,487.23,630.85,616.84,457.18,104.83,76.93,99,98,58,3,0.41,0.21,0.38,0.34,0.14
CING,Healthcare,Biotechnology,466.87,466.87,421.67,205.41,70.1,104.52,99,97,3,47,4.84,0.02,6.05,16.15,0.04
LASE,Industrials,Specialty Industrial Machinery,452.33,452.33,382.56,183.54,246.54,152.65,99,96,97,91,8.53,0.43,6.59,2.91,0.85
SMMT,Healthcare,Biotechnology,447.58,486.13,609.3,872.35,421.1,192.49,99,99,98,95,19.95,0.6,17.13,8.3,0.4
VRAX,Healthcare,Biotechnology,438.16,438.16,432.19,406.94,136.48,63.65,99,98,87,2,1.79,0.2,2.73,1.44,0.02
ASTS,Technology,Communication Equipment,407.4,445.64,600.08,697.0,281.6,150.44,99,99,97,91,24.18,0.61,26.69,11.06,0.39
PSNL,Healthcare,Diagnostics & Research,392.12,392.12,385.5,289.17,107.99,157.33,99,98,64,92,4.73,0.7,5.1,2.48,0.63
QH,Technology,Software—Application,373.72,373.72,288.13,83.24,78.37,92.05,99,10,5,12,1.43,0.79,0.81,0.81,0.01
ADD,Communication Services,Entertainment,356.43,378.05,378.71,211.23,89.97,114.46,99,97,13,69,0.18,0.0,0.81,0.39,0.82
LCFY,Communication Services,Internet Content & Information,354.25,385.19,369.85,253.74,71.63,112.48,99,98,3,66,5.92,0.48,5.65,5.15,0.84
COMM,Technology,Communication Equipment,343.6,343.6,324.63,219.23,88.5,116.21,99,97,11,72,6.01,0.9,4.72,2.39,0.87
MBIO,Healthcare,Biotechnology,340.9,460.83,1569.08,1419.02,143.61,86.01,99,99,89,7,0.22,0.05,0.28,0.64,0.19
NEON,Technology,Electronic Components,336.53,336.53,314.1,199.07,155.2,132.12,99,97,91,85,8.6,0.68,6.74,3.2,0.21
NISN,Industrials,Specialty Business Services,320.79,331.57,325.85,211.6,152.16,164.98,99,97,91,93,14.15,0.63,12.86,7.3,1.01
TIL,Healthcare,Biotechnology,320.58,320.58,287.34,117.48,140.42,142.06,99,83,88,89,42.07,0.46,33.0,16.46,0.61
CMAX,Healthcare,Health Information Services,319.52,319.52,324.18,293.72,64.89,43.12,99,98,2,1,1.65,0.0,2.6,4.83,0.1
