Ticker,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
TV,Communication Services,Telecom Services,2.5,5.7,-36.0,14.09,2.32,,13000000225.93,35.96,-15.34,130.645,0.07,99,18
LUNR,Industrials,Aerospace & Defense,7.8,9.18,-7.84,-3.79,-4.58,,6003048569.95,-0.17,83.75,4.81,,99,91
BZFD,Communication Services,Internet Content & Information,2.49,3.84,-9.17,4.0,2.88,,4060600246.1,-1.12,-35.97,6.229,,99,9
CART,Consumer Cyclical,Internet Retail,44.1,-1.14,22.69,1.05,22000000.0,47000000.0,2299999583.53,-5.56,7.87,13.986,,99,75
ACDC,Energy,Oil & Gas Equipment & Services,5.955,-37.89,55.43,-1.92,-19.82,,1882714268.46,-1.43,6.41,13.919,,99,74
KNTK,Energy,Oil & Gas Midstream,48.67,3.5,-13.17,7.1,0.32,,1644444562.04,2.83,19.25,24.316,16.88,99,83
PBYI,Healthcare,Biotechnology,2.85,0.0,-11.0,-11.0,-3.0,-4.33,1311110947.17,0.19,-21.33,4.574,15.53,99,13
STR,Energy,Oil & Gas E&P,22.29,0.6,0.93,13.74,17.0,-1.8,1222222724.82,-0.21,52.29,7.657,,99,90
ALCY,Financial Services,Shell Companies,10.91,0.0,0.0,0.0,0.5,5997.0,1033533318.23,0.4,-11.26,,27.25,99,30
BRDG,Financial Services,Asset Management,10.88,-3.18,1.4,3.5,1.18,7.0,1033333640.76,-0.18,-0.4,12.534,,99,63
LDI,Financial Services,Mortgage Finance,2.12,0.06,-0.27,-0.67,-0.38,,966666695.48,-0.62,-54.32,5.074,,99,7
EE,Energy,Oil & Gas Midstream,23.88,0.12,0.71,-2.79,0.17,,566666760.58,1.12,-82.8,34.625,21.68,99,6
HLXB,Financial Services,Shell Companies,10.42,0.12,0.5,1.0,9000000.0,8000000.0,566666373.8,0.17,-11.26,,62.29,99,30
MDXG,Healthcare,Biotechnology,6.85,1.0,0.0,0.0,12000000.0,2.0,400000192.0,0.57,-4.34,2.447,12.16,99,54
ANSC,Financial Services,Shell Companies,10.39,-1.0,1.0,5000000.0,5000000.0,5261.39,166877690.56,0.25,-11.26,,41.58,99,30
NXT,Technology,Solar,39.82,0.12,0.14,0.05,0.95,37.25,22225758.31,4.0,31.47,23.08,9.9,99,87
AACT,Financial Services,Shell Companies,10.88,0.08,0.01,0.01,0.57,20418.96,895000.06,0.46,-11.26,,23.64,99,30
VLCN,Consumer Cyclical,Auto Manufacturers,0.7995,215.56,12.16,0.92,12654.98,19.47,422566.39,-8090.18,188.46,29.127,,99,93
ALLR,Healthcare,Biotechnology,1.4,200.27,0.51,0.34,4776.55,101.07,162720.24,-10.98,-11.26,,,99,30
