Ticker,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
LUNR,Industrials,Aerospace & Defense,7.92,9.18,-7.84,-3.79,-4.58,,6003048632.12,-0.17,82.65,4.81,,99,91
BZFD,Communication Services,Internet Content & Information,2.4,3.84,-9.17,4.0,2.88,,4060600308.26,-1.12,-37.08,6.229,,99,9
CART,Consumer Cyclical,Internet Retail,43.78,-1.14,22.69,1.05,22000000.0,47000000.0,2299999645.7,-5.56,6.77,13.986,,99,76
ACDC,Energy,Oil & Gas Equipment & Services,5.525,-37.89,55.43,-1.92,-19.82,,1882714330.63,-1.43,5.31,13.919,,99,74
KNTK,Energy,Oil & Gas Midstream,51.58,3.5,-13.17,7.1,0.32,,1644444624.21,2.83,18.15,24.316,17.54,99,83
PBYI,Healthcare,Biotechnology,2.8,0.0,-11.0,-11.0,-3.0,-4.33,1311111009.34,0.19,-22.43,4.574,15.53,99,13
STR,Energy,Oil & Gas E&P,22.62,0.6,0.93,13.74,17.0,-1.8,1222222786.99,-0.21,51.19,7.657,,99,90
ALCY,Financial Services,Shell Companies,10.88,0.0,0.0,0.0,0.5,5997.0,1033533380.39,0.4,-12.36,,27.25,99,30
BRDG,Financial Services,Asset Management,10.7,-3.18,1.4,3.5,1.18,7.0,1033333702.93,-0.18,-1.51,12.534,,99,63
LDI,Financial Services,Mortgage Finance,2.11,0.06,-0.27,-0.67,-0.38,,966666757.64,-0.62,-55.42,5.074,,99,7
EE,Energy,Oil & Gas Midstream,23.14,0.12,0.71,-2.79,0.17,,566666822.75,1.12,-83.9,34.625,20.72,99,6
HLXB,Financial Services,Shell Companies,10.49,0.12,0.5,1.0,9000000.0,8000000.0,566666435.97,0.17,-12.36,,61.71,99,30
MDXG,Healthcare,Biotechnology,5.71,1.0,0.0,0.0,12000000.0,2.0,400000254.16,0.57,-5.44,2.571,10.26,99,54
ANSC,Financial Services,Shell Companies,10.375,-1.0,1.0,5000000.0,5000000.0,5261.39,166877752.73,0.25,-12.36,,41.58,99,30
NXT,Technology,Solar,31.29,0.12,0.14,0.05,0.95,37.25,22225820.47,3.78,30.37,27.133,8.32,99,87
AACT,Financial Services,Shell Companies,10.86,0.08,0.01,0.01,0.57,20418.96,895062.22,0.46,-12.36,,23.65,99,30
VLCN,Consumer Cyclical,Auto Manufacturers,0.8425,215.56,12.16,0.92,12654.98,19.47,422628.56,-8090.18,187.36,29.127,,99,93
ALLR,Healthcare,Biotechnology,1.46,200.27,0.51,0.34,4776.55,101.07,162782.4,-10.98,-12.36,,,99,30
JVSA,Financial Services,Shell Companies,10.42,-0.07,0.5,1.0,1415.0,1516.0,96720.47,0.09,-12.36,,115.78,99,30
KVAC,Financial Services,Shell Companies,10.77,1.38,2.9,1.53,1546.46,136.9,95397.49,0.51,-12.36,,21.18,99,30
GHIX,Financial Services,Shell Companies,10.59,-1.13,-8.5,0.0,-3.67,,84122.88,-0.34,-12.36,,,99,30
CALC,Healthcare,Biotechnology,4.0,-37.0,41.5,1.02,2.08,2344.0,78465.47,-0.17,-12.36,,,99,30
ATMC,Financial Services,Shell Companies,11.24,-0.15,0.91,9.86,-0.82,-0.2,67029.35,0.2,-12.36,,56.5,99,30
PRPL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.8965,1873.44,-0.16,-0.19,1554.72,-0.81,51704.57,-0.99,-14.0,4.96,,99,22
IRWD,Healthcare,Drug Manufacturers—Specialty & Generic,3.98,2.0,-2.0,-11.0,683.0,,45611.09,0.08,-20.06,2.549,49.5,99,15
ATNF,Healthcare,Biotechnology,3.88,169.0,6.79,0.87,1338.0,13.37,45240.65,-11.2,-12.36,,,98,30
RBC,Industrials,Tools & Accessories,288.16,0.0,0.37,-0.13,1260.43,0.28,42166.96,6.79,3.93,54.524,42.54,98,72
GODN,Financial Services,Shell Companies,11.19,6.37,-2.28,-0.7,0.7,38.2,42103.0,0.27,-12.36,,41.89,98,30
WEX,Technology,Software—Infrastructure,181.13,0.38,0.18,-0.27,4.95,,37090.63,7.87,-6.08,63.937,22.73,98,52
KAR,Consumer Cyclical,Auto & Truck Dealerships,16.06,-14.58,1.5,1.0,506.74,,33987.51,0.08,-7.5,15.239,201.5,98,48
ASTI,Technology,Solar,2.67,6.57,3.31,0.77,947.57,63.55,33854.88,7068.0,-106.15,1.79,0.0,98,6
ESHA,Financial Services,Shell Companies,10.66,-0.14,0.33,16.61,358.12,,25277.79,0.36,-12.36,,29.56,98,30
EHAB,Healthcare,Medical Care Facilities,7.06,-3.51,14.0,-1.6,372.25,,24918.21,-0.17,-13.13,20.817,,98,24
TMTC,Financial Services,Shell Companies,11.25,-0.47,0.27,0.38,-0.53,4.28,23349.99,0.26,-12.36,,44.23,98,30
KNDI,Consumer Cyclical,Auto Parts,1.38,0.29,0.41,-4.47,3.0,,21094.11,-0.04,40.98,1.466,,98,88
RNAZ,Healthcare,Biotechnology,0.6496,-0.14,51.19,0.98,191.41,397.57,19846.97,268.14,-12.36,,0.0,98,30
BCAN,Technology,Software - Application,8.03,6759.99,-0.8,-3.95,576.0,-17.22,18672.39,-1082.54,26.67,7.624,,98,86
ZVSA,Healthcare,Biotechnology,2.07,0.37,2.98,0.75,510.82,29.0,18087.33,1163.36,-12.36,,0.0,98,30
CRKN,Basic Materials,Specialty Chemicals,1.19,2.31,3.12,0.76,460.85,36.54,16816.42,3117.84,58888888897184.63,10.23,0.0,98,96
PHUN,Technology,Software—Application,8.48,50.56,11.62,0.92,483.37,5.27,16419.89,-14.37,-41.28,0.804,,98,8
